title|overall_price|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
120m własnego ogródka_Słoneczne Płd-Zach.|541900.0|55.31|3|0.0|primary|1|1|2025.0|1.0|Mieszkanie|0.0|9797.5|0|1|1||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Ładny widok_najtaniejj w okolicy_6,5km od centrum|481387.0|49.71|3|2.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9683.91|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Prestiżowe osiedle/ Kawalerka/ Spokojna okolica|380000.0|30.0|1|3.0|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|12666.67|1|0|0|czereśniowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
Apartament Nad Motławą wysoki standard|800000.0|40.11|2|1.0|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|19945.15|1|0|0|sienna grobla|śródmieście|gdansk|54.356946|18.667037
Mieszkanie z ogródkiem - wysoki standard|599000.0|40.06|2|0.0|secondary|0|1|2023.0|0.0|Mieszkanie|0.0|14952.57|0|1|1|ignacego paderewskiego|wzgórze św. maksymiliana|gdynia|54.505362|18.552347
2-pokojowe mieszkanie 31m2 + ogródek|380000.0|31.08|2|0.0||1|0|||||12226.51|0|1|0|lubowidzka|jasień|gdansk|54.340089|18.560014
"3 pokoje | Słoneczne | Oddzielna kuchnia | Balkon"|639000.0|67.0|3|1.0|secondary|1|0|2000.0|1.0|Mieszkanie|1.0|9537.31|1|0|0|gen. leopolda okulickiego|orunia górna - gdańsk południe|gdansk|54.104377|18.770011
"Gdańsk Przymorze| Kawalerka| Blisko morza"|438000.0|22.0|1|3.0|secondary|0|0||0.0|Mieszkanie|1.0|19909.09|0|0|0|tysiąclecia|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.418098|18.59032
1-pokojowe mieszkanie 34m2 + ogródek Bezpośrednio|552900.0|34.62|1|0.0||1|0|||||15970.54|0|1|1|zakole|stogi|gdansk|54.362472|18.709969
Trzy pokojowe mieszkanie po remoncie|620000.0|60.6|3|2.0|secondary|0|0|1984.0|1.0|Mieszkanie|0.0|10231.02|1|0|0|kolonia zręby|siedlce|gdansk|54.35115|18.60586
Nowa cena! Nie zwlekaj, zadzwoń.|579000.0|63.5|3|2.0|secondary|0|0|1991.0|0.0|Mieszkanie|1.0|9118.11|1|0|0|zamiejska|chełm|gdansk|54.333519|18.628732
4 pok. 5 piętro eksp. południowo-zachodnia!|915939.0|84.66|4|5.0|primary|0|1|2025.0|0.0||0.0|10819.03|1|0|0||dąbrowa|gdynia|54.473863|18.465794
Mieszkanie z dużą antresolą- stan deweloperski|712000.0|87.45|3|1.0|primary|0|1|2024.0|0.0||0.0|8141.8|1|0|0||kokoszki|gdansk|54.354766|18.491171
Kaskada Redłowska/2 pokoje/m-ce postojowe|720001.0|52.19|2|1.0|secondary|1|1|2006.0|1.0|Mieszkanie|0.0|13795.77|1|0|0||wzgórze św. maksymiliana|gdynia|54.50296|18.542419
3-pokojowy apartament inwestycyjny 51m2 + balkon|699000.0|51.77|3|1.0||0|0|||||13502.03|1|0|0|narcyzowa|wyspa sobieszewska|gdansk|54.344034|18.827022
2-pokojowy apartament inwestycyjny 36m2 + ogródek|559000.0|36.56|2|0.0||0|0|||||15289.93|0|1|0|narcyzowa|wyspa sobieszewska|gdansk|54.344034|18.827022
Mieszkanie o wysokim standardzie nad samym morzem!|1950000.0|83.0|2|1.0|secondary|0|1|2014.0|0.0|Mieszkanie|0.0|23493.98|0|0|0||przymorze|gdansk|54.354195|18.650385
4-Pokojowe , przytulne mieszkanie, duża loggia.|799000.0|76.01|4|1.0|secondary|0|0|2002.0|1.0|Mieszkanie|1.0|10511.77|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Mieszkanie/Apartament 3 pok. Gdańsk Śródmieście|1650000.0|69.95|3|0.0|secondary|1|1|2019.0|0.0|Mieszkanie|1.0|23588.28|0|1|1|sadowa|śródmieście|gdansk|54.344251|18.669081
4-pokojowe mieszkanie 71m2 + ogródek Bez Prowizji|1098944.0|71.36|4|0.0||1|0|||||15400.0|0|1|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
4-pokojowy apartament 85m2 + balkon Bezpośrednio|1668968.0|85.27|4|1.0||1|0|||||19572.75|1|0|0|kardynała wyszyńskiego|śródmieście|gdynia|54.482333|18.426859
Twoja Dąbrowa, 3 pokoje Gotowe/OSTATNIE MIESZKANIE|634627.0|53.33|3|2.0|primary|1|1|2023.0|0.0|Mieszkanie|1.0|11900.0|1|0|0|koperkowa|dąbrowa|gdynia|54.476685|18.4647
lokal INWESTYCYJNIE >25m2 cenaBrutto ODLICZ VAT23%|397784.0|26.01|1|1.0|primary|1|1||0.0|Mieszkanie|0.0|15293.5|1|0|0||śródmieście|gdansk|54.34902|18.6518
Wysoki standard po remoncie 3 pokoje 120m Sopot|1540000.0|120.0|3|2.0|secondary|0|0|2002.0|0.0||0.0|12833.33|0|0|0|świemirowska|świemirowo|sopot|54.428568|18.560999
Świetne mieszkanie w sercu Gdańska od zaraz!|659000.0|40.0|2|2.0|secondary|0|0|1950.0|0.0|Mieszkanie|0.0|16475.0|0|0|0|łagiewniki|śródmieście|gdansk|54.357906|18.650396
Apartament z tarasem na Gdańskim Garnizonie|1500000.0|80.5|4|0.0|secondary|0|1|2012.0|0.0|Mieszkanie|0.0|18633.54|0|0|0|antoniego słonimskiego|wrzeszcz górny|gdansk|54.383986|18.590556
3 pok. Generalny remont. Blisko Lasu i SKM.|559000.0|46.0|3|6.0|secondary|0|1|1985.0|1.0|Mieszkanie|1.0|12152.17|1|0|0|swarzewska|chylonia|gdynia|54.537917|18.463613
Doskonała inwestycja!! Zaledwie 3km od morza|770634.0|47.57|2|1.0|primary|0|1|2026.0|0.0|Mieszkanie|0.0|16200.0|1|0|0|aleja gen. józefa hallera|wrzeszcz dolny|gdansk|54.392372|18.622213
Duży metraż, zaaranżujcie jak Wam się podoba !|549000.0|60.0|3|2.0|secondary|1|0|1996.0|0.0||1.0|9150.0|1|0|0|kolendrowa|dąbrowa|gdynia|54.473863|18.465794
Gotowe do zamieszkania, świeżo po remoncie.|619000.0|36.9|2|8.0|secondary|0|1|1971.0|0.0|Mieszkanie|0.0|16775.07|1|0|0|pomorska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.420659|18.571526
Apartament z najpiękniejszym widokiem w Gdańsku !|3700000.0|109.4|4|4.0|secondary|0|0|2010.0|0.0|Mieszkanie|0.0|33820.84|0|0|0|szafarnia|śródmieście|gdansk|54.349195|18.660263
3-pokojowe mieszkanie 54m2 + balkon|594000.0|54.52|3|1.0||1|0|||||10895.08|1|0|0|kampinoska|ujeścisko-łostowice|gdansk|54.31911|18.591801
Fitness/Lobby - 10 min do plaży - Słoneczne|659000.0|43.0|2|1.0|primary|1|1|2023.0|1.0|Mieszkanie|0.0|15325.58|1|0|1|bernarda filarskiego|letnica|gdansk|54.401382|18.651679
1-pokojowe mieszkanie 31m2 + ogródek Bezpośrednio|369558.0|31.5|1|0.0||1|0|||||11732.0|0|1|0|zbożowa|cisowa|gdynia|54.548571|18.443583
Dwupokojowe mieszkanie 43,5m Ul. E. Orzeszkowej 1|652500.0|43.5|2|1.0|secondary|0|0||0.0|Mieszkanie|0.0|15000.0|0|0|0|elizy orzeszkowej|wzgórze św. maksymiliana|gdynia|54.505503|18.540397
4-pokojowe mieszkanie 76m2 + balkon|670000.0|76.76|4|1.0||1|0|||||8728.5|1|0|0|władysława czermińskiego|jasień|gdansk|54.340089|18.560014
2 pokoje/ Apartament/ Przymorze/ blisko plaży|1950000.0|83.0|2|1.0|secondary|1|1|2014.0|1.0|Mieszkanie|0.0|23493.98|1|0|0|czarny dwór|przymorze|gdansk|54.407909|18.610113
2 pok. 42 m2 Gdynia Wzgórze Św. Maksymiliana|639000.0|42.01|2|0.0|secondary|0|1|1954.0|0.0||1.0|15210.66|0|0|0|bp. dominika|wzgórze św. maksymiliana|gdynia|54.50413|18.537359
365 650 Netto_5min Wyspa Spichrzów +BONUS 26-27.04|449775.0|29.68|1|0.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|15154.14|0|1|1||śródmieście|gdansk|54.34902|18.6518
MEGA OFERTY rabatowe tylko do SOBOTY_garaże_0pcc|511350.0|56.5|3|1.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9050.44|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
3 pok. przytulne i słoneczne Osiedle Pastelowe|699000.0|52.62|3|0.0|secondary|1|1|2022.0|0.0||0.0|13283.92|0|1|1|pastelowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Przytulne i ciche z widokiem na zieleń- Gdynia|515000.0|43.25|1|0.0|secondary|1|1|2010.0|0.0||0.0|11907.51|1|0|0|wiejska|chylonia|gdynia|54.541477|18.463162
Doskonała inwestycja!! Zaledwie 3km od morza|944917.0|64.57|3|3.0|primary|0|1|2026.0|0.0|Mieszkanie|0.0|14633.99|1|0|0|aleja gen. józefa hallera|wrzeszcz dolny|gdansk|54.392372|18.622213
3-pokojowe mieszkanie 52m2 + ogródek Bezpośrednio|539274.0|52.87|3|0.0||1|0|||||10200.0|0|1|0|świętokrzyska|ujeścisko-łostowice|gdansk|54.319012|18.590547
1-pokojowe mieszkanie 41m2 Bez Prowizji|937482.0|41.72|1|0.0||1|0|||||22470.81|0|0|0|jałmużnicza|śródmieście|gdansk|54.340912|18.656229
Piękne, jasne mieszkanie przy ul. Chłopskiej|455000.0|29.0|2|4.0|secondary|0|0|1963.0|1.0|Mieszkanie|1.0|15689.66|1|0|0|chłopska|przymorze|gdansk|52.929098|10.527323
Niepołomicka-Wasze miejsce na ziemi!|570000.0|41.08|2|1.0|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|13875.37|1|0|0|niepołomicka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Sprzedam mieszkanie 2 pokojowe w Gdańsku-Chełmie|660000.0|63.5|2|4.0|secondary|0|0|1992.0|1.0|Mieszkanie|1.0|10393.7|1|0|1|zamiejska|chełm|gdansk|54.333519|18.628732
Gdynia Góralska23 3 pok. ogród gotowe do odbioru|915000.0|67.78|3|0.0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|13499.56|1|1|1|góralska|mały kack|gdynia|54.483536|18.530812
Widok na morze, PORTOVA, 3 pokoje+garaż+komórka|2050000.0|71.0|3|8.0|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|28873.24|1|0|0||śródmieście|gdynia|54.5198415|18.538188
Kawalerka z ogródkiem, doskonale skomunikowana!|449000.0|31.31|1|0.0|secondary|1|1|2021.0|0.0|Mieszkanie|0.0|14340.47|0|1|0|eugeniusza węgrzyna|jasień|gdansk|54.340089|18.560014
Ostatnie 3pokoje Wzgorze Natura 57m2 balkon|968886.0|56.66|3|1.0|secondary|0|1||1.0|Mieszkanie|0.0|17100.0|0|0|0|legnicka|siedlce|gdansk|54.353518|18.630386
RABAT do końca tygodnia_15min od Gdańsk Główny_PKM|396050.0|38.8|2|0.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10207.47|0|1|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Słoneczne, dwupokojowe mieszkanie z ogródkiem|529000.0|40.78|2|0.0|secondary|0|1|2010.0|1.0|Mieszkanie|0.0|12972.05|0|1|0|jabłoniowa|jasień|gdansk|54.340089|18.560014
2-pokojowy apartament 72m2 + balkon|1765715.0|72.07|2|1.0||1|0|||||24500.0|1|0|0|jałmużnicza|śródmieście|gdansk|54.340912|18.656229
Luksusowy apartament 139m2 Taras widokowy 104m2|2470000.0|139.18|3|4.0|secondary|1|1||1.0|Mieszkanie|0.0|17746.8|1|0|1|diany|osowa|gdansk|54.430298|18.470018
Apartamenty Premium Toro|659000.0|47.31|2|2.0|primary|0|0||0.0||0.0|13929.4|0|0|0|stanisława wąsowicza|grabówek|gdynia|54.527095|18.504089
4-pokojowe mieszkanie 112m2 + 2 tarasy|2678155.0|112.98|4|3.0||1|0|||||23704.68|0|0|1|jałmużnicza|śródmieście|gdansk|54.340912|18.656229
2-pokojowe mieszkanie 75m2 Bez Prowizji|1659182.0|75.16|2|1.0||1|0|||||22075.33|0|0|0|jałmużnicza|śródmieście|gdansk|54.340912|18.656229
Ostatnie mieszkanie na już!!!!!!|436279.0|35.67|2|4.0|primary|1|1|2023.0|0.0|Mieszkanie|0.0|12230.98|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Centrum 3 pokoje 63 m2, osobna kuchnia, piwnica|854000.0|63.58|3|2.0|secondary|0|0|1953.0|1.0|Mieszkanie|1.0|13431.9|0|0|0|świętojańska|śródmieście|gdynia|54.5198415|18.538188
Kamienica śródmieście 3 pokoje 75,65 m2 piwnica|895000.0|75.65|3|1.0|secondary|0|0|1932.0|1.0|Mieszkanie|1.0|11830.8|0|0|0|bernarda chrzanowskiego|śródmieście|gdynia|54.528796|18.542842
Portova 3 pok, balkon, 2 miejsca w hali, komórka|2149000.0|76.06|3|4.0|secondary|1|1|2020.0|1.0|Mieszkanie|0.0|28254.01|1|0|0|węglowa|śródmieście|gdynia|54.5198415|18.538188
Mieszkanie 2 pokojowe na osiedlu Przystań Letnica|728500.0|48.23|2|1.0|primary|0|1|2023.0|1.0|Mieszkanie|0.0|15104.71|1|0|0|starowiejska 79|letnica|gdansk|54.400365|18.648891
Plac Unii, 2 pokoje, słoneczne balkon hala komórka|1300000.0|47.6|2|2.0|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|27310.92|1|0|0|władysława iv|śródmieście|gdynia|54.51567|18.538271
Piękne, słoneczne-osiedle pod lasem!|1045000.0|80.44|3|2.0|secondary|0|1||0.0|Mieszkanie|1.0|12991.05|1|0|0|czesława niemena|chwarzno-wiczlino|gdynia|54.490386|18.423491
Widok na morze 104m2, 2 balkony 2 X hala, komórka|1590000.0|104.23|3|6.0|secondary|1|1|2012.0|1.0|Mieszkanie|0.0|15254.73|1|0|1|chwarznieńska|witomino|gdynia|54.498498|18.509001
BALTIQ PLAZA apartament z balkonem|2900000.0|97.36|3|2.0|secondary|1|1|2015.0|0.0|Mieszkanie|0.0|29786.36|1|0|0|świętojańska|śródmieście|gdynia|54.5198415|18.538188
Sopot, nowy apartament z ogrodem, 8 minut do plaży|1290000.0|38.74|2|0.0|secondary|0|1|2023.0|0.0|Mieszkanie|1.0|33298.92|0|1|1|lisie wzgórze|górny sopot|sopot|54.468501|18.513716
OKAZJE CENOWE do soboty -> umów spotkanie dziś/sob|384990.0|37.0|2|1.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10405.14|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
4 Pokoje Dla Rodziny I Ogródek I Bez Prowizji|1170000.0|79.78|4|0.0|secondary|1|1|2019.0|0.0|Mieszkanie|0.0|14665.33|0|1|1|chylońska|cisowa|gdynia|54.548571|18.443583
Stylowy Apartament/studio/Gotowiec Inwestycyjny|569000.0|30.0|1|4.0|secondary|0|0|2021.0|1.0|Mieszkanie|0.0|18966.67|0|0|0|wałowa|śródmieście|gdansk|54.3463466|18.6662024
Mieszkanie - Gdynia Wielki Kack|750000.0|71.6|4|1.0|secondary|0|0|1999.0|1.0|Mieszkanie|0.0|10474.86|1|0|0|lipowa|wielki kack|gdynia|54.467664|18.492842
Mieszkanie - Gdynia Wiczlino|1085800.0|122.0|5|1.0|primary|1|0|2015.0|0.0|wolnostojący|0.0|8900.0|1|1|0||chwarzno-wiczlino|gdynia|54.490386|18.423491
Apartament 2 pok Gdańsk Brabank garaż balkon|1440000.0|48.0|2|3.0|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|30000.0|1|0|0|stara stocznia|śródmieście|gdansk|54.355462|18.661959
Apartament 3 pok Silver House balkon|1900000.0|70.0|3|2.0|secondary|0|1|2015.0|1.0|Mieszkanie|0.0|27142.86|1|0|0|zygmunta augusta|śródmieście|gdynia|54.520471|18.540307
Apartament 3 pok duży taras 2 miejsca garażowe|1350000.0|85.0|3|3.0|secondary|1|1|2012.0|1.0|Mieszkanie|0.0|15882.35|1|0|1|taborowa|suchanino|gdansk|54.355805|18.607162
lokal INWESTYCYJNIE >25m2 cenaBrutto ODLICZ VAT23%|480186.0|30.9|2|2.0|primary|1|1||0.0|Mieszkanie|0.0|15540.0|1|0|0||śródmieście|gdansk|54.34902|18.6518
1-pokojowe mieszkanie 41m2 Bez Prowizji|937482.0|41.72|1|0.0||1|0|||||22470.81|0|0|0|jałmużnicza|śródmieście|gdansk|54.340912|18.656229
Mieszkanie w kameralnej kamienicy na Oksywiu|860000.0|71.8|2|1.0|secondary|0|0|1936.0|1.0|Mieszkanie|1.0|11977.72|1|0|0|arendta dickmana|oksywie|gdynia|54.554204|18.547169
Apartament Gdynia Orłowo Nowe Kolibki garaż 3 pok|2190000.0|69.0|3|1.0|secondary|1|1|2017.0|1.0|Mieszkanie|0.0|31739.13|1|1|0|bernadowska|orłowo|gdynia|54.475629|18.552093
2-pokojowe mieszkanie 31m2 + ogródek|380000.0|31.08|2|0.0||1|0|||||12226.51|0|1|0|lubowidzka|jasień|gdansk|54.340089|18.560014
"2 pokoje 900 M od morza | Wejhera | Blisko tramwaj"|529000.0|31.85|2|3.0|secondary|0|0|1970.0|0.0||1.0|16609.11|0|0|0|jakuba wejhera|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.421773|18.5858
Mieszkanie - Gdynia Mały Kack|1190000.0|86.0|3|1.0|secondary|1|0|2010.0|1.0|Mieszkanie|0.0|13837.21|1|0|0|leśna|mały kack|gdynia|54.468913|18.519745
Mieszkanie 3 pokojowe ul.Hokejowa|480000.0|52.76|3|1.0|secondary|1|0|2022.0|0.0||0.0|9097.8|1|0|0|hokejowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Przytulne mieszkanie dla rodziny|899000.0|83.0|4|3.0|secondary|1|0|2022.0|0.0||0.0|10831.33|1|0|0|niepołomicka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Duże mieszkanie Alfa Park IV|1405055.0|85.16|3|0.0|secondary|1|0|2021.0|0.0||0.0|16499.0|0|1|1|gen. władysława andersa|jasień|gdansk|54.351884|18.549576
"Nowe | Sopot | 400m dworzec | Oddanie 15.04.2024"|980000.0|43.65|2|2.0|primary|1|1|2024.0|0.0||0.0|22451.32|1|0|0|zajęcze wzgórze|górny sopot|sopot|54.4409635|18.561271
Dwupokojowe słoneczne mieszkanie - 47m2|620000.0|47.3|2|2.0|secondary|1|1|2015.0|1.0|Mieszkanie|1.0|13107.82|1|0|1|płocka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Wyjątkowy apartament 4 pokojowy w Sopocie|1678000.0|87.0|4|1.0|secondary|0|0|1910.0|0.0|Mieszkanie|0.0|19287.36|0|0|0|zajęcze wzgórze|górny sopot|sopot|54.4409635|18.561271
mieszkanie na sprzedaż . świetna lokalizacja|938000.0|60.0|2|1.0|secondary|1|0||0.0||0.0|15633.33|1|0|0|myśliwska|ujeścisko-łostowice|gdansk|54.31911|18.591801
Mieszkanie z widokiem na zieleń. Gdańsk-Letnica|1010000.0|65.0|3|2.0|secondary|1|0||0.0||1.0|15538.46|0|0|0|starowiejska|letnica|gdansk|54.394982|18.646767
Gdańsk Starówka - atrakcyjna lokalizacja i cena|2350000.0|83.0|3|3.0|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|28313.25|0|0|0||śródmieście|gdansk|54.34902|18.6518
4 pok.2 miejsca w hali,komórka,loggia,Garnizon|2199000.0|98.4|4|2.0|secondary|1|1|2016.0|1.0|Mieszkanie|0.0|22347.56|1|0|0|karola szymanowskiego|strzyża|gdansk|54.384105|18.588644
Apartament Lux 3 pokoje balokn garaż piwnica|2050000.0|90.84|3|3.0|secondary|1|1|2023.0|0.0|Mieszkanie|1.0|22567.15|1|0|0|jana z kolna|śródmieście|gdynia|54.523261|18.536777
Mieszkanie 2-pokojowe dla rodziny I Gdańsk - Stogi|505000.0|53.51|2|2.0|secondary|0|0|1966.0|0.0|Mieszkanie|0.0|9437.49|0|0|0||stogi|gdansk|54.373462|18.729718
Gdańsk Granaria mieszkanie inwestycyjne|1534275.0|68.19|1|1.0|primary|0|0|2020.0|0.0||0.0|22500.0|0|0|0|chmielna|śródmieście|gdansk|54.346105|18.656253
Okazja 2 pokoje komórka balkon|480000.0|59.98|2|2.0|secondary|0|0|2020.0|0.0|Mieszkanie|0.0|8002.67|1|0|0|niepołomicka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
BRABANK mieszkanie z balkonem|1697000.0|54.52|2|2.0|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|31126.19|1|0|0|stara stocznia|śródmieście|gdansk|54.355462|18.661959
Po całkowitym remoncie, 2-pokojowe, bardzo jasne!|549000.0|45.0|2|1.0|secondary|0|0|1975.0|0.0|Mieszkanie|1.0|12200.0|1|0|0||orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
"Duży Balkon | Do Zamieszkania | 15Min Centrum"|759000.0|55.57|3|1.0|secondary|0|1|2017.0|0.0|Mieszkanie|0.0|13658.45|0|0|0|gen. mariusza zaruskiego|chwarzno-wiczlino|gdynia|52.222328|21.047597
Dwupoziomowe mieszkanie z widokiem na morze!|1075000.0|92.0|5|3.0|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|11684.78|0|0|0||oksywie|gdynia|54.543019|18.536056
"Mieszkanie 3-pokojowe z duszą | Sopot"|1075000.0|68.42|3|3.0|secondary|0|0||0.0|Mieszkanie|0.0|15711.78|0|0|0|zajęcze wzgórze|górny sopot|sopot|54.4409635|18.561271
"Mieszkanie w otoczeniu zieleni | Orunia Górna"|725000.0|69.0|3|1.0|secondary|1|0|1997.0|0.0||1.0|10507.25|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
"Nowoczesne 4 pokoje | 95,5m2 | Gdańsk - Osowa"|919000.0|95.5|4|1.0|secondary|1|0|2008.0|0.0|Mieszkanie|0.0|9623.04|0|0|0||osowa|gdansk|54.430298|18.470018
Perfekcyjnie wykończone - W samym sercu Gdyni!|890000.0|56.78|2|1.0|secondary|0|0||1.0|Mieszkanie|1.0|15674.53|1|0|0|elizy orzeszkowej|wzgórze św. maksymiliana|gdynia|54.505503|18.540397
PROMOCJE do soboty NIE przegap 12min od Gdańsk Gł|532965.0|57.31|3|0.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9299.69|0|1|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
3 pokojowe mieszkanie po remoncie z 150m2 ogrodem!|699000.0|55.73|3|0.0|secondary|0|0|1986.0|0.0|Mieszkanie|1.0|12542.62|1|1|1|janiny porazińskiej|karwiny|gdynia|54.472093|18.496298
Centrum Gdańska - Inwestycja - Podział|1590000.0|129.0|4|2.0|secondary|0|0|1930.0|0.0|Mieszkanie|1.0|12325.58|0|0|0|górka|śródmieście|gdansk|54.34974|18.639844
"Wyprzedaż 2 pokoje | Dni Otwarte % % %"|408167.0|42.0|2|1.0|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|9718.26|1|0|0|borkowska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Odrębna kuchnia i 3 pok - Super Promocja!|507845.0|53.27|3|1.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9533.41|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Mieszkanie gotowe do wprowadzenia.|699000.0|64.0|3|8.0|secondary|0|1|1980.0|0.0|Mieszkanie|1.0|10921.88|1|0|0|orańska|piecki-migowo|gdansk|54.355949|18.580481
OSTATNIE 4pok na Jasieniu_GARAŻ+komórka_TRAMWAJ|665015.0|71.0|4|1.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9366.41|1|0|0||jasień|gdansk|54.340089|18.560014
WIELKI tydzień Promocji_UMÓW spotkanie_GARAŻE+0pcc|558900.0|62.8|4|1.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|8899.68|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
2 pokojowe mieszkanie dostępne od zaraz!|515000.0|37.0|2|1.0|secondary|1|0|2022.0|0.0||0.0|13918.92|1|0|0|franciszka sokoła|chwarzno-wiczlino|gdynia|54.490386|18.423491
Mieszkanie w świetnej lokalizacji, blisko SKM|598000.0|48.76|3|6.0|secondary|1|1|1978.0|1.0|Mieszkanie|1.0|12264.15|1|0|1|owsiana|cisowa|gdynia|54.548571|18.443583
Duża przestrzeń, świetna lokalizacja! Zobacz sam!|729999.0|84.3|3|2.0|secondary|0|1|1998.0|1.0|Mieszkanie|1.0|8659.54|1|0|0||leszczynki|gdynia|54.528925|18.482921
RABATY jakich nie było_12min od Gd Gł_GARAŻE_0pcc|511300.0|56.5|3|1.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9049.56|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
OSTATNIE w tej cenie_WIELKI Tydzień Promocji_HALE|480500.0|50.8|3|0.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9458.66|0|1|1||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
WIELKIE RABATY_GARAŻE_parkingi_12min do Gdańsk Gł|447635.0|43.45|2|2.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10302.3|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
PROMOCJE do soboty włącznie_GARAŻE_12min Gdańk Gł|409010.0|39.72|2|1.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10297.33|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
WIELKIE rabaty do soboty_GARAŻE_dni otwarte_0pcc|388710.0|37.01|2|2.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10502.84|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
OKAZYJNE ceny_WIELKIE rabaty do soboty_GARAŻE_0pcc|355475.0|31.75|2|1.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|11196.06|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Gdynia, Obłuże Benisławskiego 23, 50,80 m2, II/IV|516000.0|50.8|2|2.0|secondary|0|0|1977.0|0.0|Mieszkanie|1.0|10157.48|1|0|0|benisławskiego|obłuże|gdynia|54.552186|18.508622
NOWA INWESTYCJA ⭐ Duży wybór mieszkań ✅ Zadzwoń!|488568.0|27.19|1|4.0|primary|1|1||1.0|Mieszkanie|1.0|17968.66|1|0|0||siedlce|gdansk|52.412165|22.009869
Apartament 150 M od plaży w Orłowie - Króla Jana|3200000.0|69.0|2|0.0|secondary|1|0|2011.0|0.0||0.0|46376.81|0|0|1|króla jana iii|orłowo|gdynia|54.47844|18.560763
3-pokojowe mieszkanie 70m2 + balkon|646000.0|70.21|3|3.0||1|0|||||9200.97|1|0|0|leszczynowa|jasień|gdansk|54.340089|18.560014
"Wolne Miasto etap VII | mieszkanie 4-pok. | 77"|790000.0|72.02|4|1.0||1|0|||||10969.18|1|0|0|cedrowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
2 pokoje na Jaśkowej Dolinie|768180.0|43.4|2|3.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|17700.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
2 pokoje na Jaśkowej Dolinie|1129858.0|71.51|4|2.0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|15800.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
