title|price[PLN]|area[m^2]|rooms|floor|market|parking|elevator|build year|internet|building_type|basement|price_per_m2|balkon|ogródek|taras|street|district|city
Apartament - Porto - Plaża 800m, Taras 22m2|979000.0|52.0|2|5|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|18826.92|1|0|1|ul. Letnicka|Letnica|Gdańsk
Apartament z widokiem na Motławę, ostatnie piętro.|1342000.0|65.04|3|5|primary|1|1|2023.0|1.0|Mieszkanie|0.0|20633.46|1|0|1|ul. Sienna Grobla|Śródmieście|Gdańsk
Sprzedam pięknie urządzone mieszkanie blisko plaży|1399000.0|110.0|3|0|secondary|1|0|2020.0|1.0|szeregowiec|0.0|12718.18|1|1|1|ul. Arendta Dickmana|Oksywie|Gdynia
Mieszkanie, 5 min do Starego Miasta|547000.0|42.0|2|3|secondary|0|0|1910.0|0.0|Mieszkanie|0.0|13023.81|0|0|0|ul. Mariana Seredyńskiego 17|Śródmieście|Gdańsk
"3 pokoje | nowe-po generalnym remoncie | winda"|599000.0|38.0|3|1|secondary|1|1|1967.0|1.0|Mieszkanie|1.0|15763.16|1|0|0|ul. Jagiellońska|Przymorze Wielkie|Gdańsk
Nowy Etap w sprzedaży!! Gdynia Dąbrowa|595634.0|50.55|3|2|primary|0|1|2026.0|0.0|Mieszkanie|0.0|11783.07|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
OSTATNIE mieszkanie 2-pokojowe!!!|434928.0|41.82|2|3|primary|1|1|2024.0|1.0|Mieszkanie|1.0|10400.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
Wyspa Spichrzów, Gdańsk, Granaria, apartament|910000.0|27.9|1|6|secondary|1|0|2020.0|0.0||0.0|32616.49|1|0|0|ul. Chmielna|Śródmieście|Gdańsk
Gdynia, ul. Morska - mieszkanie na sprzedaż|595000.0|46.84|2|3|secondary|1|0|1960.0|1.0|Mieszkanie|1.0|12702.82|0|0|0|ul. Morska|Grabówek|Gdynia
Mieszkanie z ogródkiem, Jasień ul. Leszczynowa 50|599000.0|49.17|2|0|secondary|1|1|2017.0|0.0|Mieszkanie|0.0|12182.22|0|1|0|ul. Leszczynowa|Jasień|Gdańsk
Nowoczesne 2-pokojowe mieszkanie w Gdańsku|845000.0|41.1|2|5|secondary|0|1||0.0|Mieszkanie|1.0|20559.61|1|0|0|ul. Jaglana|Śródmieście|Gdańsk
4 pokoje 73m2 Gdynia Chwarzno Wiczlino|875000.0|73.0|4|2|secondary|1|1|2011.0|1.0|Mieszkanie|0.0|11986.3|1|0|0|ul. gen. Mariusza Zaruskiego|Wiczlino|Gdynia
Pino Resort – 6.10|843165.0|38.0|2|0|primary|0|0|2024.0|0.0||0.0|22188.55|0|1|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
Quercus - B2.50|478950.0|39.0|2|5|primary|0|1|2025.0|0.0||0.0|12280.77|0|0|0|ul. Wielkopolska|Ujeścisko-Łostowice|Gdańsk
Apartament na Wyspie B1/1|477000.0|36.84|2|0|primary|1|0|2024.0|1.0|Mieszkanie|0.0|12947.88|0|1|1|ul. Klimatyczna 88|Wyspa Sobieszewska|Gdańsk
mieszkanie przymorze|699000.0|38.0|2|10|secondary|0|0||0.0|Mieszkanie|0.0|18394.74|0|0|0|null|Przymorze Wielkie|Gdańsk
Plac Unii, 2 pokoje, stylowe, hala, komórka|1390000.0|48.76|2|5|secondary|1|1|2021.0|1.0|Mieszkanie|1.0|28506.97|1|0|0|Plac Unii|Śródmieście|Gdynia
Gdynia Oksywie 2 km od morza GOTOWA INWESTYCJA|499000.0|34.6|2|3|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|14421.97|0|0|0|null|Oksywie|Gdynia
Mieszkanie z garażem w centrum Gdańska, komunikacj|380000.0|30.0|1|3|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|12666.67|1|0|0|ul. Czereśniowa|Ujeścisko-Łostowice|Gdańsk
Mieszkanie - Gdańsk Siedlce|929000.0|53.0|2|0|secondary|1|1|2023.0|0.0|Mieszkanie|1.0|17528.3|0|0|1|Malczewskiego Jacka|Siedlce|Gdańsk
Mieszkanie - Gdańsk Łostowice|779000.0|67.0|3|0|secondary|0|1|2018.0|0.0|Mieszkanie|0.0|11626.87|0|0|1|Niepołomicka|Orunia Górna - Gdańsk Południe|Gdańsk
Mieszkanie - Gdańsk Stare Miasto|1799000.0|75.0|3|4|secondary|0|0|1955.0|1.0|Mieszkanie|1.0|23986.67|0|0|0|ul. Mariacka|Śródmieście|Gdańsk
Mieszkanie - Gdańsk Wrzeszcz|895000.0|67.93|3|3|secondary|0|0|1956.0|0.0|Mieszkanie|1.0|13175.33|1|0|0|ul. Tadeusza Kościuszki|Wrzeszcz Dolny|Gdańsk
2 osobne pokoje, przyjazne także zwierzętom|529000.0|46.4|2|3|secondary|0|1|1973.0|1.0|Mieszkanie|1.0|11400.86|1|0|0|ul. Wyzwolenia|Nowy Port|Gdańsk
Mieszkanie - Gdańsk Morena|749000.0|61.08|2|3|secondary|0|0|2008.0|1.0|Mieszkanie|0.0|12262.61|0|0|0|ul. Królewskie Wzgórze|Piecki-Migowo|Gdańsk
Mieszkanie 3 pokojowe 300m od morza!!!|949600.0|67.39|3|1|primary|1|0|2024.0|0.0||0.0|14091.11|1|0|0|null|Śródmieście|Gdynia
2-pok.mieszkanie na Chyloni|429000.0|44.33|1|1|secondary|0|1|1990.0|1.0|Mieszkanie|0.0|9677.42|0|0|0|ul. Gniewska|Chylonia|Gdynia
Blisko centrum handlowego, przedszkola i szkoły|950000.0|75.0|4|2|secondary|1|0|2007.0|0.0|Mieszkanie|1.0|12666.67|1|0|0|null|Matarnia|Gdańsk
Przestronne dwupoziomowe 63m² dla rodziny|599000.0|63.08|3|3|secondary|1|0|1999.0|0.0||0.0|9495.88|1|0|1|ul. Orfeusza|Osowa|Gdańsk
Mieszkanie 2-pok. na Suchaninie ul. Kurpińskiego|504000.0|42.21|2|0|secondary|0|0|1975.0|0.0|Mieszkanie|1.0|11940.3|1|0|0|ul. Karola Kurpińskiego|Suchanino|Gdańsk
Mieszkanie dla Rodziny od Zaraz - Parking, Ogródek|569000.0|47.27|3|0|secondary|1|0|2015.0|1.0|Mieszkanie|0.0|12037.23|0|1|0|null|Jasień|Gdańsk
2 pok. mieszkanie 46,5m2, Kartuska, Chylonia|459000.0|46.5|2|3|secondary|0|0|1975.0|0.0|Mieszkanie|1.0|9870.97|1|0|0|ul. Kartuska|Chylonia|Gdynia
2 niezależne i samodzielne Apartamenty+parking|1999999.0|112.1|4|2|secondary|1|0|1962.0|1.0|Mieszkanie|0.0|17841.2|1|0|0|ul. Pańska|Śródmieście|Gdańsk
Nowy Etap w sprzedaży!! Gdynia Dąbrowa|560567.0|40.86|2|5|primary|0|1|2026.0|0.0|Mieszkanie|0.0|13719.21|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
Nowe mieszkanie Gdańsk - Jasień|685000.0|57.63|3|1|primary|1|0|2024.0|0.0||0.0|11886.17|1|0|0|Aleja Pawła Adamowicza|Jasień|Gdańsk
Trzypokojowe mieszkanie blisko plaży|1150000.0|62.12|3|9|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|18512.56|1|0|0|ul. Sucha|Letnica|Gdańsk
3 Pokoje Duży Balkon 2 Miejsca W Hali Jasień|850000.0|68.14|3|2|secondary|1|1|2021.0|0.0|Mieszkanie|0.0|12474.32|1|0|0|ul. Lawendowe Wzgórze|Jasień|Gdańsk
Mieszkanie na sprzedaż|680000.0|26.07|1|0|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|26083.62|0|0|0|ul. 3 Maja|Karlikowo|Sopot
Inwestycyjna gratka z widokiem na Motławę|615000.0|41.5|2|1|secondary|0|0|1972.0|0.0||1.0|14819.28|1|0|0|ul. Dobra|Śródmieście|Gdańsk
Gdańsk,Wrzeszcz,Aniołki, mieszkanie z ogrodem|796597.0|40.03|2|0|primary|1|0|2024.0|0.0||0.0|19900.0|0|1|0|null|Aniołki|Gdańsk
Gdańsk, Wrzeszcz, Aniołki, mieszkanie z ogrodem|853113.0|42.87|2|0|primary|0|1|2024.0|0.0||0.0|19900.0|0|0|0|ul. Elizy Orzeszkowej|Aniołki|Gdańsk
Gdańsk,Wrzeszcz,Aniołki, Nowe mieszkanie z ogrodem|804557.0|40.43|2|0|primary|1|0|2024.0|0.0||0.0|19900.0|0|1|0|null|Aniołki|Gdańsk
Sopot Centrum - 122m2 w zabytkowej kamienicy|1650000.0|122.0|6||secondary|1|0||0.0|Mieszkanie|0.0|13524.59|0|1|0|ul. gen. Władysława Andersa|Górny Sopot|Sopot
Mieszkanie - Gdańsk Zaspa|599000.0|49.0|2|10|secondary|0|1|1970.0|0.0|Mieszkanie|1.0|12224.49|1|0|0|ul. Startowa|Zaspa-Młyniec|Gdańsk
3 pokoje z oddzielną kuchnią, Chełm, Nieborowska|819000.0|70.44|3|3|secondary|1|1|2011.0|1.0|Mieszkanie|1.0|11626.92|1|0|0|null|Chełm|Gdańsk
Mieszkanie 2 pok z garażem i podwórkiem + strych|449000.0|44.4|2|0|secondary|1|0||0.0|Mieszkanie|1.0|10112.61|0|1|0|ul. Helska|Chylonia|Gdynia
Kawalerka w pełni wyposażona 900m od plaży|499000.0|22.0|1|4|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|22681.82|0|0|0|null|Jelitkowo|Gdańsk
PARKING za 0 PLN umów oglądanie DNI otwarte pt-sob|602780.0|65.26|4|2|primary|1|1|2023.0|1.0|Mieszkanie|0.0|9236.59|1|0|0|Maćkowy|Orunia Górna - Gdańsk Południe|Gdańsk
Sprzedaż mieszkania|950000.0|100.0|5|1|secondary|1|0||0.0|szeregowiec|0.0|9500.0|1|0|0|null|Wiczlino|Gdynia
2xParking za 0PLN +OGRÓD z Tarasem na podwyższeniu|442140.0|41.73|2|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10595.26|0|1|1|null|Orunia Górna - Gdańsk Południe|Gdańsk
5-pokojowe mieszkanie 118m2 + taras Bez Prowizji|2293813.0|118.65|5|3||1|0|||||19332.6|0|0|1|ul. 23 Marca|Przylesie|Sopot
4-pokojowe mieszkanie 104m2 + taras|2107075.0|104.65|4|5||1|0|||||20134.5|0|0|1|ul. 23 Marca|Przylesie|Sopot
3-pokojowe mieszkanie 78m2 + loggia Bezpośrednio|1567518.0|78.01|3|4||1|0|||||20093.81|0|0|0|ul. 23 Marca|Przylesie|Sopot
2-pokojowe mieszkanie 47m2 + ogródek|972395.0|47.22|2|0||1|0|||||20592.86|0|1|1|ul. 23 Marca|Przylesie|Sopot
Apartament Witawa, 90m, 4 pokoje, widok na Zatokę|1200000.0|90.3|4|> 10|secondary|1|1|2003.0|0.0|Mieszkanie|0.0|13289.04|0|0|1|ul. Niska|Witomino-Leśniczówka|Gdynia
55,70 m2 Gd. Aniołki - 5 min od GUMed ogród 86 m2|1002600.0|55.7|3|0|primary|1|1|2024.0|0.0|Mieszkanie|0.0|18000.0|0|1|0|null|Aniołki|Gdańsk
40,36 m2 - Gdańsk Aniołki - 5 min od GUMed|766840.0|40.36|2|1|primary|1|1|2024.0|0.0|Mieszkanie|0.0|19000.0|1|0|0|null|Aniołki|Gdańsk
2 pokoje, garderoba - niski czynsz!!!|350000.0|32.0|2|1|secondary|0|0|1974.0|1.0|Mieszkanie|1.0|10937.5|0|0|0|ul. adm. Józefa Unruga|Obłuże|Gdynia
3 pokoje blisko centrum jak z Instagrama|798000.0|47.0|3|2|primary|1|0|2022.0|0.0|Mieszkanie|0.0|16978.72|1|0|0|null|Grabówek|Gdynia
Balkon I Południowe I Bez Prowizji I 4P|470000.0|38.0|2|4|secondary|0|1|1975.0|0.0|Mieszkanie|1.0|12368.42|1|0|0|Aleja Rzeczypospolitej|Przymorze Wielkie|Gdańsk
Apartament Nad Morzem Tuż Przy Parku Regana|1950000.0|83.23|2|1|secondary|1|1|2014.0|0.0|Mieszkanie|0.0|23429.05|1|0|0|ul. Czarny Dwór|Przymorze Wielkie|Gdańsk
Świetna inwestycja - mieszkanie na Monciaku!|849000.0|44.2|2|1|secondary|0|0||0.0|Mieszkanie|1.0|19208.14|0|0|0|ul. Bohaterów Monte Cassino|Górny Sopot|Sopot
3 pokoje we Wrzeszczu!|749000.0|61.0|3|3|secondary|0|0|1994.0|0.0||0.0|12278.69|0|0|0|ul. Adama Mickiewicza|Wrzeszcz Dolny|Gdańsk
3-pokojowe mieszkanie 72m2 + 2 balkony|765853.0|72.06|3|1||1|0|||||10627.99|1|0|0|ul. Zbożowa|Cisowa|Gdynia
NOWOŚĆ,GdańskOsowa 2pok.budynek energooszczędnyM40|518000.0|42.05|2|2|primary|1|1|2025.0|1.0|Mieszkanie|1.0|12318.67|1|0|0|ul. Kielnieńska|Osowa|Gdańsk
"3/4 pok. | blisko Skm i Politechniki | pod wynajem"|829000.0|76.2|3|3|secondary|0|0||0.0|Mieszkanie|0.0|10879.27|1|0|0|ul. Stanisława Wyspiańskiego|Wrzeszcz Dolny|Gdańsk
Piękny apartament - faktura Vat - blisko morza!|1019000.0|65.0|3|1|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|15676.92|1|0|0|ul. Starowiejska|Letnica|Gdańsk
Kameralne mieszkanie-duży balkon10 minut do Morza|1170000.0|57.5|3|1|secondary|1|1|2009.0|1.0|Mieszkanie|1.0|20347.83|1|0|0|Prezydenta Lecha Kaczyńskiego|Przymorze Wielkie|Gdańsk
Gotowe 2 pokoje + ogródek + miejsce w hali|379900.0|36.0|2|0|secondary|1|1||0.0|Mieszkanie|0.0|10552.78|1|1|0|ul. Władysława Jagiełły|Orunia Górna - Gdańsk Południe|Gdańsk
3-pokojowe mieszkanie 65m2 + balkon|624000.0|65.03|3|2||1|0|||||9595.57|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
Promocyjne OKAZJE na 4pokoje 15min od Gdańsk Głwny|571420.0|62.8|4|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9099.04|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
"2 pokoje z ogródkiem 32,5 m2| Górny Sopot"|88270164.0|48.22|2|0|secondary|0|0||0.0|Mieszkanie|0.0|1830571.63|1|0|0|ul. 23 Marca|Przylesie|Sopot
"Wysoki standard|nowy budynek|słoneczne|duży balkon"|629000.0|51.0|2|1|secondary|1|0|2021.0|1.0|Mieszkanie|0.0|12333.33|1|0|0|ul. Kazimierza Wielkiego|Orunia Górna - Gdańsk Południe|Gdańsk
Wzgórze Zeusa, 2 pokoje, ogródek, Orlex Invest|359000.0|32.12|2|0|primary|1|0|2026.0|1.0|Mieszkanie|0.0|11176.84|0|1|1|Kowale|Kolbudy|gdański
Mieszkanie 2 pokojowe, 42 m2, Gdynia Leszczynki|420000.0|42.0|2|4|secondary|0|0||0.0|Mieszkanie|1.0|10000.0|1|0|0|ul. Morska|Chylonia|Gdynia
Wzgórze Zeusa 2 pokoje, Gdańsk Kowale Orlex Invest|299000.0|28.42|2|1|primary|1|1|2026.0|1.0|Mieszkanie|0.0|10520.76|1|0|0|Kowale|Kolbudy|gdański
Mieszkanie 3- pokojowe nad morzem|750000.0|50.3|3|4|secondary|0|0|1964.0|1.0|Mieszkanie|1.0|14910.54|1|0|0|ul. Jana Matejki|Wzgórze Św. Maksymiliana|Gdynia
Mieszkanie w świetnej lokalizacji !!!|875000.0|73.0|4|2|secondary|1|0|2011.0|0.0||0.0|11986.3|1|0|0|ul. gen. Mariusza Zaruskiego|Wiczlino|Gdynia
Apartament - Plaża - Neptun Park|1850000.0|42.1|2|0|secondary|1|1|2008.0|1.0|Mieszkanie|1.0|43942.99|1|0|0|ul. Wypoczynkowa|Jelitkowo|Gdańsk
Przytulne, zadbane w świetnej okolicy|639000.0|45.0|2|3|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|14200.0|1|0|0|ul. Kołobrzeska|Przymorze Wielkie|Gdańsk
Słoneczne mieszkanie z antresolą ponad 80 m2|799000.0|80.0|3|3|secondary|0|0|2015.0|0.0|Mieszkanie|1.0|9987.5|1|0|0|ul. Hokejowa|Orunia Górna - Gdańsk Południe|Gdańsk
Do wejścia - 3 pokoje - MWG|1329000.0|59.08|3|2|secondary|1|1|2020.0|1.0|Mieszkanie|0.0|22494.92|1|0|0|ul. Wałowa|Śródmieście|Gdańsk
Apartament inwestycyjny w ścisłym centrum|895000.0|45.31|2|2|secondary|0|1|2022.0|0.0|Mieszkanie|0.0|19752.81|0|0|0|ul. Kazimierza Górskiego|Wzgórze Św. Maksymiliana|Gdynia
Okazja! Piękny apartament w centrum Gdańska|850000.0|46.7|2|4|secondary|1|1|2018.0|1.0|Mieszkanie|0.0|18201.28|1|0|0|ul. Długa Grobla|Śródmieście|Gdańsk
4 pokoje w najwyższym standardzie! Cicha okolica|899000.0|82.83|4|3|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|10853.56|1|0|0|ul. Niepołomicka|Ujeścisko-Łostowice|Gdańsk
Gotowe do zamieszkania, miejsce za szlabanem|699000.0|65.64|3|1|secondary|1|0|2009.0|0.0|Mieszkanie|1.0|10648.99|1|0|0|ul. Wielkopolska|Orunia Górna - Gdańsk Południe|Gdańsk
Mieszkanie w samym sercu Śródmierścia, Gdańsk|799000.0|46.5|2|3|secondary|0|0|1910.0|0.0||1.0|17182.8|0|0|0|ul. Straganiarska|Śródmieście|Gdańsk
Możliwy podział na 2 mieszkania przy Rajskiej|735000.0|56.7|3|2|secondary|0|0|1956.0|1.0|Mieszkanie|1.0|12962.96|0|0|0|ul. Rajska|Śródmieście|Gdańsk
Przestronna kawalerka na gdańskim Jasieniu!|395000.0|27.2|1|3|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|14522.06|1|0|0|ul. Kartuska|Jasień|Gdańsk
Nowoczesne 4 pok. z ogródkiem-2 Miejsca postojowe|779000.0|67.0|4|0|secondary|1|1|2018.0|1.0|Mieszkanie|1.0|11626.87|0|1|0|ul. Niepołomicka|Orunia Górna - Gdańsk Południe|Gdańsk
Nowoczesne 3 pok. ogródkiem-2 Miejsca postojowe|779000.0|67.0|3|0|secondary|1|1|2018.0|1.0|Mieszkanie|1.0|11626.87|0|1|1|ul. Niepołomicka|Orunia Górna - Gdańsk Południe|Gdańsk
3 pokojowe z 2 miejscami i komórką|629000.0|52.99|3|3|secondary|1|1|2022.0|0.0|Mieszkanie|1.0|11870.16|1|0|0|ul. Pastelowa|Orunia Górna - Gdańsk Południe|Gdańsk
Apartament Letnica widok na MORZE 13 piętro|570000.0|30.0|1|> 10|primary|1|1|2024.0|0.0|Mieszkanie|0.0|19000.0|1|0|1|null|Letnica|Gdańsk
"Lokale inwestycyjne >30m2 | PREMIUM | Zarezerwuj"|560375.0|37.21|2|2|primary|1|1||0.0|Mieszkanie|0.0|15059.8|1|0|0|null|Śródmieście|Gdańsk
Apartament inwestycyjny w okazjonalnej cenie|425933.0|25.85|1|3|primary|0|0||0.0||0.0|16477.1|0|0|0|ul. Siennicka|Śródmieście|Gdańsk
"Lokale inwestycyjne >25m2 | PREMIUM | odlicz VAT"|412024.0|26.01|1|2|primary|1|1||0.0|Mieszkanie|0.0|15840.98|1|0|0|null|Śródmieście|Gdańsk
Mieszkanie Gdańsk - Stogi, blisko morza|531280.0|45.8|2|4|secondary|0|0||0.0|Mieszkanie|1.0|11600.0|1|0|0|null|Stogi|Gdańsk
Sprzedam rozkładowe mieszkanie 4 pokojowe Gdynia|639000.0|75.1|4|4|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|8508.66|1|0|0|null|Dąbrowa|Gdynia
"3 ustawne pokoje | Wiczlino | Bez Pcc!"|620000.0|57.15|3|1|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|10848.64|1|0|0|ul. Leona Staniszewskiego|Wiczlino|Gdynia
Przytulne Słoneczne 2 pokoje Parter Gdynia|403000.0|36.3|2|0|secondary|0|0||1.0|Mieszkanie|1.0|11101.93|1|0|0|null|Pogórze|Gdynia
3 Pokoje Balkon Jasne Ustawne Gdynia Pogórze|509700.0|63.72|3|3|secondary|0|1|1984.0|1.0|Mieszkanie|1.0|7999.06|1|0|0|null|Pogórze|Gdynia
Apartament w Inwestycji Roku Młyny Gdańskie 2 pok.|929000.0|53.0|2|2|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|17528.3|0|1|1|ul. Jacka Malczewskiego|Siedlce|Gdańsk
3 Pokoje Parter Inwestycja Blisko morza Oksywie|439000.0|45.7|3|0|secondary|0|0|1975.0|1.0|Mieszkanie|1.0|9606.13|0|0|0|ul. Bosmańska|Oksywie|Gdynia
Gotowy do zamieszkania apartament nad morzem!|1499999.0|88.0|4|5|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|17045.44|1|0|0|null|Letnica|Gdańsk
Mieszkanie z garażem w centrum Gdańska, komunikacj|380000.0|30.0|1|3|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|12666.67|1|0|0|ul. Czereśniowa|Ujeścisko-Łostowice|Gdańsk
4 pokoje + duże poddasze, 2 miejsca parkingowe|750000.0|82.41|4|1|primary|1|0|2025.0|0.0||0.0|9100.84|0|0|0|ul. Goplańska|Kokoszki|Gdańsk
Apartament z pięknym widokiem w Quattro Towers!|2149000.0|133.0|3|> 10|secondary|1|1|2015.0|1.0|Mieszkanie|0.0|16157.89|1|0|0|ul. Partyzantów|Wrzeszcz Górny|Gdańsk
Mieszkanie z poddaszem w pięknej kamienicy|1019000.0|73.09|2|3|secondary|1|0|1920.0|1.0|Mieszkanie|0.0|13941.72|0|0|0|ul. Dębinki|Aniołki|Gdańsk
Piękne mieszkanie w kamienicy we Wrzeszczu!|1259000.0|74.09|3|0|secondary|1|0|1910.0|0.0|Mieszkanie|1.0|16992.85|0|1|0|al. Grunwaldzka|Wrzeszcz Górny|Gdańsk
Mieszkanie z poddaszem w pięknej kamienicy|909000.0|60.78|3|3|secondary|1|0|1920.0|0.0|Mieszkanie|0.0|14955.58|0|0|0|ul. Dębinki|Aniołki|Gdańsk
Gdańsk Przymorze! Komfortowe 2 pokoje|450000.0|29.0|2|3|secondary|1|0|1980.0|1.0|Mieszkanie|1.0|15517.24|1|0|0|ul. Chłopska|Przymorze Małe|Gdańsk
Mieszkanie w pięknej kamienicy|849000.0|66.62|2|2|secondary|1|0|1920.0|1.0|Mieszkanie|0.0|12743.92|1|0|0|ul. Dębinki|Aniołki|Gdańsk
Mieszkanie z tarasem w pięknej kamienicy|789000.0|49.49|2|2|secondary|1|0|1920.0|1.0|Mieszkanie|0.0|15942.61|0|0|1|ul. Dębinki|Aniołki|Gdańsk
Mieszkanie z poddaszem w pięknej kamienicy|939000.0|63.17|3|3|secondary|1|0|1920.0|1.0|Mieszkanie|0.0|14864.65|0|0|0|ul. Dębinki|Aniołki|Gdańsk
Gotowy biznes Wrzeszcz Górny 4 Pokoje|1290000.0|83.0|4|0|secondary|0|1|2012.0|1.0|Mieszkanie|0.0|15542.17|0|0|0|ul. Do Studzienki|Wrzeszcz Górny|Gdańsk
Mieszkanie dla singla lub malej rodziny|430000.0|37.0|2|> 10|secondary|0|0||0.0|Mieszkanie|1.0|11621.62|1|0|0|ul. Chylońska|Leszczynki|Gdynia
Zaciszne, przytulne mieszkanie 3 pokojwe - Chełm|685000.0|55.6|3|2|secondary|0|0|1982.0|0.0|Mieszkanie|1.0|12320.14|1|0|0|ul. Marcina Dragana|Chełm|Gdańsk
Gdańsk Letnica, 3 pokoje|779000.0|55.95|3|3|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|13923.15|1|0|0|ul. Starowiejska|Letnica|Gdańsk
Sprzedam mieszkanie 61,55m2|600000.0|61.55|3|0|secondary|0|0||0.0|Mieszkanie|1.0|9748.17|0|0|0|ul. Swarzewska|Chylonia|Gdynia
Bardzo zadbane, gotowe do wprowadzenia M2-Fikakowo|699000.0|58.0|2|1|secondary|0|0|2002.0|1.0|Mieszkanie|1.0|12051.72|1|0|0|null|Wielki Kack|Gdynia
Piętrowy lokal, boczny widok na rzekę- Granaria|2344817.0|117.83|4|6|secondary|0|1|2024.0|0.0|Mieszkanie|0.0|19900.0|0|0|0|ul. Chmielna|Śródmieście|Gdańsk
Wyspa Spichrzów-lokal idealny do podziału|1442949.0|72.51|3|5|secondary|0|1|2024.0|0.0|Mieszkanie|0.0|19900.0|0|0|0|ul. Chmielna|Śródmieście|Gdańsk
Granaria-lokal z bocznym widokiem na Motławę|1124151.0|56.49|2|1|secondary|0|1|2024.0|0.0|Mieszkanie|0.0|19900.0|0|0|0|ul. Chmielna|Śródmieście|Gdańsk
3 niezależne pokoje! Umeblowane i wyposażone!|847000.0|73.4|3|4|secondary|0|1|1992.0|1.0|Mieszkanie|1.0|11539.51|1|0|0|ul. Pomorska|Żabianka|Gdańsk
Dwupoziomowe 4pok 91m2 Starówka parking|1390000.0|88.9|4|2|secondary|1|0||1.0|Mieszkanie|0.0|15635.55|0|0|0|ul. Lektykarska|Śródmieście|Gdańsk
Nowe mieszkanie 65,50 mkw 4 pokojowe z d. balkonem|799900.0|65.5|4|1|primary|1|1||1.0|Mieszkanie|0.0|12212.21|1|0|0|ul. Zakole 7|Krakowiec-Górki Zachodnie|Gdańsk
Apartament Yacht Park Gdynia z widokiem na morze|3615480.0|87.12|3|4|secondary|1|1|2021.0|1.0|Mieszkanie|1.0|41500.0|1|1|1|ul. Arkadiusza Rybickiego|Śródmieście|Gdynia
Mieszkanie 1 piętro- 44,66mkw- 2 pokoje-Morska 172|440000.0|44.66|2|1|secondary|0|0||1.0|Mieszkanie|1.0|9852.22|1|0|0|ul. Morska|Leszczynki|Gdynia
3 pokoje z dwoma balkonami, dwoma miejscami w hali|780000.0|75.67|3|2|secondary|1|1|2020.0|1.0|Mieszkanie|0.0|10307.92|1|0|0|ul. Krzysztofa Komedy|Jasień|Gdańsk
Quercus - B2.49|486675.0|40.0|2|5|primary|0|1|2025.0|0.0||0.0|12166.88|0|0|0|ul. Wielkopolska|Ujeścisko-Łostowice|Gdańsk
"Apartament w Gdańsku | A2_4"|544000.0|47.5|3|1|primary|1|0|2024.0|0.0|Mieszkanie|0.0|11452.63|1|0|0|ul. Klimatyczna 88|Wyspa Sobieszewska|Gdańsk
GDAŃSK przestronne z antresolą + 2 balkony|608160.0|72.4|2|4|primary|1|1|2023.0|1.0|Mieszkanie|1.0|8400.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
Górny Sopot 2 pok. 45 M|899000.0|44.9|2|0|secondary|0|0|1937.0|0.0|Mieszkanie|1.0|20022.27|0|1|0|ul. Adama Mickiewicza|Osiedle Mickiewicza|Sopot
Mieszkanie pod inwestycję rentierską lub dla siebi|619000.0|43.0|4|0|secondary|1|1|1987.0|0.0|Mieszkanie|1.0|14395.35|0|0|0|ul. Śląska|Przymorze Małe|Gdańsk
"3 pokoje|Dwupoziomowe|Zadbane"|649000.0|64.0|3|3|secondary|0|0||0.0|Mieszkanie|0.0|10140.62|1|0|0|ul. Andrzeja Grubby|Orunia Górna - Gdańsk Południe|Gdańsk
3-pok, garderoba, 2 miejsca w hali, piwnica- Zaspa|1438000.0|73.94|3|3|secondary|1|1|2018.0|1.0|Mieszkanie|0.0|19448.2|1|0|0|ul. Dywizjonu 303 303|Zaspa-Młyniec|Gdańsk
2 pokoje po generalnym remoncie, centrum Gdańska|669000.0|54.88|2|2|secondary|0|0|1955.0|1.0|Mieszkanie|1.0|12190.23|0|0|0|ul. Kartuska|Siedlce|Gdańsk
