|title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
3956|2-pokojowe w zieleni  blisko Centrum i Starówki|Gdańsk Siedlce, Zagrodowa|44|2|1930|13614|Mieszkanie|0|0|1|0|0|Parter|0|1|0|secondary
3957|Po remoncie falowiec|gdańsk Przymorze|36|2|1970|19444|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3958|Mieszkanie - Gdynia Karwiny|Gdynia Karwiny, Buraczana|92.88|4|2006|13458|Mieszkanie|1|1|1|1|1|3|0|1|0|secondary
3959|Mieszkanie 4 pokojowe we Wrzeszczu|Gdańsk Wrzeszcz, Do Studzienki|92.55|4|2012|15451|Mieszkanie|0|1|1|0|1|2|0|0|0|secondary
3960|Gotowiec inwestycyjny! Przestronne M3!Piękny widok|Gdynia Leszczynki, Gen. Orlicz-dreszera|67|3|1979|12687|Mieszkanie|0|1|0|0|1|9|0|1|0|secondary
3961|Dawna Poczta, wyjątkowe mieszkanie.|Gdańsk Wrzeszcz, Adama Mickiewicza|108.98|4|2021|20178|Mieszkanie|0|0|0|1|0|2|0|0|0|secondary
3962|Livigo|Gdynia Redłowo, Szarych Szeregów|186.9|5|2022|14708|Mieszkanie|0|1|1|0|0|1|1|0|0|secondary
3963|Mieszkanie - Gdynia Obłuże|Gdynia Obłuże, Podgórska|60|3|1976|10833|Mieszkanie|0|1|0|0|1|Parter|0|1|0|secondary
3964|Mały Kack, Strzelców - słoneczne 3 pokoje !!!|Gdynia Mały Kack, Strzelców|66.18|3|2016|17679|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
3965|Mieszkanie|Gdańsk Morena|94.3|4|2023|22799|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3966|Mieszkanie na sprzedaż, Gdańsk, Zakoniczyn, 1 pokój, 28,41 mkw, za 375012 zł|Gdańsk Św. Wojciech, Borkowska|28.41|1|2024|13200|Mieszkanie|0|0|1|1|1|1|0|0|0|secondary
3967|Mieszkanie na sprzedaż, Gdańsk, Łostowice, 3 pokoje, 48,44 mkw, za 620032 zł|Gdańsk Łostowice, Świętokrzyska|48.44|3|2023|12800|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
3968|Funkcjonalny układ i świetnie skomunikowana lokalizacja-nowe budownictwo|Gdańsk Chełm, Szpora|44.4|2|2009|13964|Mieszkanie|0|1|0|1|1|1|0|1|0|secondary
3969|Życie na szczycie! Piękny widok! 4 Oceany|Gdańsk Przymorze, Obrońców Wybrzeża  9|75.8|3|2014|17149|Mieszkanie|0|0|0|0|0|18|0|0|0|secondary
3970|Apartament lux 3 pokoje balokn garaż piwnica|Gdynia Śródmieście, Jana Z Kolna|90.84|3|2023|22567|Mieszkanie|1|1|0|1|1|3|0|1|0|secondary
3971|Dom wolnostojący blisko lasu, Osowa!|Gdańsk Osowa|180|5|1980|7|Dom wolnostojący|1|1|1|0|0|nan|0|1|0|secondary
3972|Mieszkanie - Gdańsk Śródmieście|Gdańsk Śródmieście, Wałowa|60|3|2022|23150|Mieszkanie|1|0|0|0|0|2|0|0|0|secondary
3973|Atrakcyjna nieruchomość w otulinie lasu!|Gdańsk Matemblewo, Matemblewska|65.83|3|2006|13353|Mieszkanie|0|1|1|1|0|3|0|0|0|secondary
3974|Przymorze - 2 pokoje|Gdańsk Przymorze, Jagiellońska|38|2|1975|13553|Mieszkanie|0|1|0|0|1|3|0|1|0|secondary
3975|Mieszkanie - Gdynia Pogórze|Gdynia Pogórze, Staniewicza Jerzego|61|3|1980|10639|Mieszkanie|0|1|0|0|0|Parter|0|0|0|secondary
3976|Mieszkanie - Gdynia Obłuże|Gdynia Obłuże, Podgórska|47|3|1980|11681|Mieszkanie|0|1|0|0|0|10|0|0|0|secondary
3977|Mieszkanie 4 pokojowe gotowiec inwestycyjny|Gdańsk Zaspa, Pilotów|42.4|4|1970|14976|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
3978|3 lub 4 sypialnie parter|Sopot Górny Sopot, 1 Maja|60.69|2|1960|17960|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3979|Mieszkanie na sprzedaż, Gdańsk, Łostowice, 4 pokoje, 90 mkw, za 999000 zł|Gdańsk Łostowice, Srebrna|90|4|2016|11100|Mieszkanie|0|1|1|1|1|4|0|1|0|secondary
3980|Wysokie, jasne wnętrze w pięknej kamienicy|Sopot Dolny Sopot, Józefa Czyżewskiego|74.6|3|1910|23458|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
3981|Kawalerka Wysoki Standard + Miejsce w Hali Garażowej Osiedle Zamknięte|Gdańsk  Piecki Migowo , Myśliwska|30.19|1|2012|16529|Mieszkanie|1|0|1|1|0|1|0|0|0|secondary
3982|Mieszkanie - Gdańsk Jasień|Gdańsk Zakoniczyn, Konrada Guderskiego|56.67|3|2016|1235|Mieszkanie|1|1|1|1|1|1|0|1|0|secondary
3983|Mieszkanie bez wkładu finansowego na Kokoszkach|Gdańsk Kokoszki, Storczykowa|45|2|2008|10667|Mieszkanie|0|1|0|1|0|1|0|1|0|secondary
3984|Oliwa, mieszkanie dla rodziny lub inwestycyjne, kamienica, 1 piętro|Gdańsk Oliwa, Obrońców Westerplatte 11|101.6|4|1905|12795|Mieszkanie|0|0|1|1|0|1|0|1|1|secondary
3985|Mieszkanie - Gdańsk Siedlce|Gdańsk Siedlce, Andrzeja Struga|49|2|2020|18776|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
3986|Mieszkanie 3 pokojowe ul.Hokejowa|Gdańsk Łostowice, Hokejowa|52.76|3|2022|9098|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
3987|Mieszkanie 3 pokoje1970|Gdynia Chylonia, Gniewska|54|3|1970|10648|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3988|2 poziomowe mieszkanie 5 min od morza|Gdynia Orłowo, Orłowska|127|3|2004|15354|Mieszkanie|1|1|0|1|0|2|0|0|0|secondary
3989|Umeblowane, po remoncie, 2 pokoje Przymorze!|Gdańsk Przymorze, Obrońców Wybrzeża|38|2|1975|13421|Mieszkanie|0|1|1|0|1|10|0|1|0|secondary
3990|Dom wolnostojący Gdynia Chwarzno|Gdynia Chwarzno, Chwarznieńska|340|8|1978|4971|Dom wolnostojący|1|1|1|1|0|nan|0|1|1|secondary
3991|Dom i miejsce na biznes w jednym|Gdynia Chylonia, Pucka|265|8|1949|6185|Dom wolnostojący|0|0|0|0|0|nan|0|1|1|secondary
3992|Gdańsk Osowa, DOM - Segment skrajny|Gdańsk Osowa, Otago|220|5|1998|7227|Dom szeregowy|1|1|0|1|0|nan|0|1|1|secondary
3993|Mieszkanie - Gdynia Pogórze|Gdynia Pogórze, Porębskiego Kazimierza|53|3|1980|1047|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary
3994|Gdynia  mieszkanie 2 pokojowe po remoncie|Gdynia Chylonia, Kartuska|43.7|2|1970|12357|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
3995|Mieszkanie 2 pokojowe po remoncie|Gdynia Chylonia, Kartuska|43.7|2|1970|12357|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
3996|Dwa pokoje  blisko morza-Trzy Żagle|Gdańsk Przymorze, Olsztyńska|47|2|2011|17213|Mieszkanie|0|0|0|0|1|12|0|0|0|secondary
3997|3 pokoje ,remont, n.blok, 15 min morze, Przymorze|Gdańsk Przymorze, Olsztyńska|54|3|1970|14241|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
3998|Gdynia ul 10 Lutego mieszkanie czteropokojowe|Gdynia Śródmieście, 10 Lutego|103.04|4|1937|14900|Mieszkanie|0|1|1|0|0|3|0|0|0|secondary
3999|4 Pokoje W Kamienicy - Śródmieście!|Gdańsk Stare Przedmieście, Dolna Brama|10|4|1900|9804|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4000|Gdynia ul 10 Lutego|Gdynia Śródmieście, 10 Lutego|88.86|3|1937|11996|Mieszkanie|0|1|1|0|0|2|0|0|0|secondary
4001|Mieszkanie - Gdynia Śródmieście|Gdynia Śródmieście, Jana Z Kolna|114|4|2023|21930|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4002|Świetne mieszkanie w centrum Gdyni.|Gdynia Śródmieście, Wójta Radtkego|46.3|3|1968|1274|Mieszkanie|0|1|0|0|0|7|0|1|0|secondary
4003|Gdańsk Oliwa 3 pokoje + Garaż, 2 ogródki!|Gdańsk Oliwa, Wita Stwosza|66.14|3|1957|1353|Mieszkanie|1|0|0|1|0|1|0|1|1|secondary
4004|Przestronny apartament w samym centrum Gdyni|Gdynia Śródmieście, Władysława Iv|87.04|3|1920|14924|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
4005|Działka rekreacyjna z domkiem Górki Zachodnie|Gdańsk Górki Zachodnie|45|3|2018|4111|Dom wolnostojący|0|0|0|1|0|nan|0|0|1|secondary
4006|Nowoczesne M3 z dużym, słonecznym tarasem|Gdynia Grabówek, Bronisława Dembińskiego|77.8|3|2014|15296|Mieszkanie|0|0|0|1|1|4|0|0|0|secondary
4007|Apartament nad Motławą|Gdańsk Długie Ogrody, Sienna Grobla|55.61|3|2021|22999|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
4008|Dwupoziomowy apartament na prywatnym osiedlu|Gdynia Oksywie, Stefana Czarnieckiego|120|4|2018|7250|Dom wolnostojący|0|1|1|1|0|nan|0|0|0|secondary
4009|3 pokoje, mieszkanie na Zaspie z dwoma balkonami|Gdańsk Zaspa, Aleja Jana Pawła Ii|69|3|2013|20275|Mieszkanie|0|0|0|1|1|3|0|0|0|secondary
4010|Nowe, wykończone mieszkanie z ogrodem, Polanki|Gdynia Wiczlino , Wagnera|43|2|2023|14651|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
4011|"Apartament inwestycji ""Atol"""|Gdańsk Stare Przedmieście, Wilcza|47.53|2|2022|18914|Mieszkanie|0|0|0|1|0|3|0|0|0|secondary
4012|Atrakcyjny apartament w budynku z basenem|Gdańsk Długie Ogrody, Szafarnia|100|5|2012|24990|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
4013|Ustawne 2 pokoje do własnej aranżacji - Grabówek!|Gdynia Leszczynki, Gen. Orlicz-dreszera|37|2|1960|11216|Mieszkanie|0|1|1|0|0|4|0|0|0|secondary
4014|Zamieszkaj jak w domku! Mieszkanie jak nowe! a blisko Plaża od Zaraz|Gdańsk Stogi, Zalesie|33.24|2|1963|12304|Mieszkanie|0|0|1|1|0|Parter|0|1|1|secondary
4015|Wyjątkowy Apartament Gdańsk Wrzeszcz|Gdańsk, Jaśkowa Dolina|40|2|1940|21250|Mieszkanie|0|0|1|0|0|3|0|1|0|secondary
4016|3 pokoje, osobna kuchnia, blisko morze, Przymorze|Gdańsk Przymorze, Kołobrzeska|59.8|3|1970|1371|Mieszkanie|0|1|1|0|1|Parter|0|1|0|secondary
4017|3- Pokojowe mieszkanie Żabianka, blisko morze|Gdańsk Żabianka, Pomorska|47|3|1969|1421|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
4018|3 pokojowe mieszkanie blisko centrum! (pod klucz)|Gdańsk Chełm, Ptasia|57.|3|2007|13444|Mieszkanie|0|1|1|1|1|Parter|0|1|0|secondary
4019|Mieszkanie Po Remoncie Z Pięknym Widokiem!|Gdańsk Morena, Józefa Żylewicza|49.1|2|1983|12607|Mieszkanie|0|1|1|1|1|7|0|1|0|secondary
4020|2 pokojowe 36,87 m2 bez prowizji, Witomino|Gdynia Witomino, Stawna|36.87|2|1970|13995|Mieszkanie|0|0|1|0|0|3|0|1|0|secondary
4021|Mieszkanie - Gdynia Witomino|Gdynia Witomino, Narcyzowa|45.9|2|1971|9477|Mieszkanie|0|1|1|1|0|4|0|1|0|secondary
4022|Mieszkanie w wysokim standardzie na Kokoszkach|Gdańsk Kokoszki|65.8|3|2008|9635|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4023|Gdańsk Jasień Tadeusza Jasińskiego|Gdańsk Jasień, Tadeusza Jasińskiego|44|2|2021|13200|Mieszkanie|1|0|0|0|0|3|0|0|0|secondary
4024|3 pokojowe mieszkanie   osobna kuchnia   balkon   piwnica|Gdański Pruszcz Gdański, Tysiąclecia|53|3|1970|10943|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
4025|Funkcjonalne 2 Poziomowe Mieszkanie na Jasieniu|Gdańsk Jasień, Potęgowska|7|3|2020|12486|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
4026|Kawalerka do zamieszkania blisko Hala Olivia|Gdańsk Oliwa, Aleja Grunwaldzka|23|1|1970|18217|Mieszkanie|0|0|0|0|0|8|0|0|0|secondary
4027|Mieszkanie 3pokojowe na Przymorzu|Gdańsk Przymorze, Kołobrzeska|59.8|3|1970|1371|Mieszkanie|0|1|0|0|1|Parter|0|0|0|secondary
4028|Zadbana kawalerka możliwość na 2 pok Osowa HIT|Gdańsk Osowa, Orfeusza|31|1|2007|13516|Mieszkanie|0|1|0|0|0|Parter|0|0|0|secondary
4029|Przytulne mieszkanie z balkonem!|Gdynia Witomino, Wielkokacka|37.5|1|1976|11867|Mieszkanie|0|1|1|0|1|2|0|1|0|secondary
4030|Apartament 3 pok. wysoki standard Nadmotławie|Gdańsk Długie Ogrody, Sienna Grobla|55.6|3|2023|23000|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
4031|4-pokojowe idealne dla rodziny, słoneczne!|Gdańsk Chełm, Prof. Stanisława Szpora|65|4|2009|1269|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
4032|Mieszkanie na sprzedaż, Gdańsk, Nowy Port, 2 pokoje, 37 mkw, za 389000 zł|Gdańsk Nowy Port, Rybołowców|37|2|1905|10514|Mieszkanie|0|0|1|0|0|Parter|0|1|0|secondary
4033|2-pokojowe mieszkanie słoneczne, do wejścia!|Gdańsk Osowa, Koziorożca|45|2|2018|13311|Mieszkanie|0|1|0|1|0|4|0|0|0|secondary
4034|Perełka w Dolnym Sopocie z widokiem na Grand Hotel|Sopot Dolny Sopot, Jana Jerzego Haffnera|74.57|3|1904|28161|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4035|Mieszkanie w centrum Moreny-do własnej aranżacji|Gdańsk Morena, Warneńska|73.8|4|1970|10705|Mieszkanie|1|0|0|0|0|1|0|0|0|secondary
4036|Budynek w zabudowie bliźniaczej Gdynia Orłowo|Gdynia Orłowo, Wierzbowa|393|12|2010|9924|Dom bliźniak|1|0|1|1|0|Parter|1|0|0|secondary
4037|Sprzedam mieszkanie dwupokojowe|Gdynia Chylonia, Ludwika Zamenhofa 7|26.|2|1965|1183|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
4038|3 pokoje na Jasieniu|Gdańsk Jasień, Stężycka|5|3|2018|14615|Mieszkanie|0|0|0|0|1|4|0|0|0|secondary
4039|Uroczy dom na fajnej działce - 1200m do jeziora!|Gdańsk Osowa, Wenus|117.5|4|2014|12766|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
4040|Luksusowy 3-pokojowy Apartament ul. Grobla|Gdańsk Długie Ogrody, Angielska Grobla|65.61|3|2022|24234|Mieszkanie|0|0|0|0|1|5|0|0|0|secondary
4041|Funkcjonalne Mieszkanie w Dobrej Lokalizacji|Gdańsk Piecki Migowo, Bulońska|62.9|2|1984|10493|Mieszkanie|0|1|0|1|0|2|0|1|0|secondary
4042|2 pokoje/ blisko morza/ piękny widok|Gdańsk Przymorze, Obrońców Wybrzeża|38|2|1975|14184|Mieszkanie|0|0|1|0|1|10|0|1|0|secondary
4043|Apartament blisko plaży Zatoki Gdańskiej|Gdańsk Letnica, Starowiejska|62.47|3|2023|17961|Mieszkanie|0|0|0|1|0|9|0|0|0|secondary
4044|Piękne, umeblowane, os. kuchnia, 2 pokoje, Osowa!|Gdańsk Osowa, Orfeusza|54.7|2|2000|11883|Mieszkanie|0|1|1|0|0|2|0|1|0|secondary
4045|Mieszkanie 2 pokoje Sieroca sprzedam 56m|Gdańsk Śródmieście, Sieroca|56.6|2|1910|12720|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
4046|Pentouse z widokiem   3 tarasy   2 poziomy|Gdynia Mały Kack, Strzelców|102.8|5|2010|16051|Mieszkanie|0|1|0|1|1|5|0|0|0|secondary
4047|Sopot miła kawalerka, 2min. SKM|Sopot Kamienny Potok, Wejherowska|21.8|1|1970|18119|Mieszkanie|0|0|0|1|0|1|0|1|0|secondary
4048|Dom wolnostojący z ogrodem Gdynia Leszczynki|Gdynia Leszczynki|270|7|1993|7037|Dom wolnostojący|1|1|1|1|0|nan|0|1|1|secondary
4049|Rodzinne dwupiętrowe mieszkanie w kamienicy|Gdynia Cisowa, Chylońska|85|5|1929|7988|Mieszkanie|0|0|0|1|0|1|0|1|0|secondary
4050|Nowe budownictwo.|Gdynia Działki Leśne, Szczecińska|56.3|3|2019|15075|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
4051|Słoneczne mieszkanie z balkonem+2 miejsca parking.|Gdańsk Jasień|52.|3|2013|1109|Mieszkanie|1|0|0|0|1|4|0|0|0|secondary
4052|Duże rodzinne mieszkanie w Osowie, 5 pok|Gdańsk Osowa, Antygony|106|5|2003|9198|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
4053|Apartament 2 pokoje Jelitkowo  200m od plaży|Gdańsk Jelitkowo, Jelitkowska|4|2|2017|30000|Mieszkanie|0|0|0|1|1|2|0|0|0|secondary
4054|4 pokoje, Słoneczna Morena, 2 miejsca w hali|Gdańsk Morena, Czesława Miłosza|87|4|2014|1378|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
4055|3 pokoje z oddzielna kuchnia !|Gdynia Działki Leśne, Wolności|59.6|3|1936|12915|Mieszkanie|0|0|0|1|0|Parter|0|1|0|secondary
4056|Luksusowy apartament w centrum Gdyni|Gdynia Działki Leśne, Bydgoska|48.3|2|2020|25859|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
4057|Świetna lokalizacja/ Gotowe do odbioru!!|Gdańsk Suchanino, Cygańska Góra|74.17|3|2023|19800|Mieszkanie|0|0|0|0|0|Parter|0|0|1|secondary
4058|Elegancki apartament z widokiem na miasto Gdańsk|Gdańsk Morena, Stanisława Lema|8|3|2019|29256|Mieszkanie|1|1|0|1|1|18|0|1|0|secondary
4059|Dom z pięknym ogrodem na Chełmie|Gdańsk Chełm, Stanisława Hebanowskiego|163.3|5|1988|11023|Dom szeregowy|1|0|1|1|0|nan|0|1|1|secondary
4060|Gotowe do zamieszkania na Przymorzu!|Gdańsk Przymorze, Obrońców Wybrzeża|38|2|1970|14184|Mieszkanie|0|1|0|1|1|10|0|1|0|secondary
4061|Mieszkanie, Gdańsk Rajska|Gdańsk Śródmieście, Rajska|55|2|1961|16309|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
4062|Apartament - Plaża - Neptun Park|Gdańsk Jelitkowo, Wypoczynkowa|42.1|2|2008|43943|Mieszkanie|0|1|0|1|0|Parter|0|1|0|secondary
4063|3 pokojowe + 2 miejsca parkingowe + komórka.|Gdańsk Łostowice, Pastelowa|52.99|3|2022|11870|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
4064|Wolnostojący 3 sypialnie zadbany.|Gdynia Chwarzno, Amona|216.1|5|1989|6247|Dom wolnostojący|1|1|0|1|0|nan|0|1|1|secondary
4065|Wysoki standard-3 pokoje-MWG|Gdańsk Śródmieście, Wałowa|59.08|3|2020|22495|Mieszkanie|0|0|0|1|0|2|0|0|0|secondary
4066|Gdynia Chylonia 2 pokoje spółdzielczo-własnościowe|Gdynia Chylonia, Swarzewska|44|2|1976|9750|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
4067|Trzypokojowe mieszkanie, centrum  Gdyni Plac Unii|Gdynia Śródmieście, Obrońców Wybrzeża|67.13|3|2021|25309|Mieszkanie|0|1|0|1|1|5|0|0|0|secondary
4068|Gdańsk Śródmieście 2 pokoje świetna lokalizacja blisko skm, ztm, stoczni Gdańskiej|Gdańsk Śródmieście, Jana Z Kolna|33.15|2|1920|16863|Mieszkanie|0|0|1|0|0|3|0|1|0|secondary
4069|2 pokoje, osobna kuchnia, ogród, szkoła, Osowa!|Gdańsk Osowa, Hermesa|43|2|2004|12790|Mieszkanie|0|1|1|0|0|1|0|1|0|secondary
4070|2 pokoje -  Gdańsk Śródmieście, Nadmotławie|Gdańsk Długie Ogrody, Sienna Grobla|48|2|2021|19500|Mieszkanie|0|0|1|1|1|2|0|0|0|secondary
4071|3 pokojowe mieszkanie z ogrodem i garażem   Lawendowe Wzgórze|Gdańsk Jasień, Lawendowe Wzgórze|59.41|3|2015|12877|Mieszkanie|0|0|0|1|1|Parter|1|0|1|secondary
4072|Kawalerka Po Remoncie Z Ogródkiem!|Gdańsk Wrzeszcz, Zygmunta Augusta|25|1|1925|18400|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
4073|Sprzedamy mieszkanie we wspaniałe lokalizacji!|Gdańsk Siedlce, Szara|30.94|1|1977|12896|Mieszkanie|0|1|1|1|1|9|0|1|1|secondary
4074|Przestrzenne mieszkanie blisko morza w Gdyni|Gdynia Oksywie|71.7|2|1936|11993|Mieszkanie|0|1|1|1|0|1|0|1|1|secondary
4075|Spółdzielczo-własnościowe 5-pokojowe Gdynia Dąbrowa 2 Balkony|Gdynia Dąbrowa, Rdestowa|135|5|1994|7393|Mieszkanie|1|0|0|1|0|4|0|0|0|secondary
4076|3 pokoje Wrzeszcz świetna lokalizacja|Gdańsk Wrzeszcz, Jana Kochanowskiego|39.5|3|1978|16456|Mieszkanie|0|0|1|0|0|3|0|1|0|secondary
4077|Gdańsk widok na morze, apartament 48,60, 17 piętro|Gdańsk Letnica, Starowiejska|48.6|2|2024|18500|Mieszkanie|0|0|1|1|1|17|0|0|0|secondary
4078|Dwupoziomowe   2 pokoje   blisko tramwaj|Gdańsk Ujeścisko|45|2|2001|11977|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
4079|3 pokoje I Balkon I Miejsce parkingowe|Gdańsk Św. Wojciech, Władysława Jagiełły|53.28|3|2023|1124|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
4080|Mieszkanie na sprzedaż, Gdańsk, Sobieszewo, 3 pokoje, 80,28 mkw, za 630000 zł|Gdańsk Sobieszewo|80.28|3|1907|7848|Mieszkanie|1|1|1|0|0|1|0|1|0|secondary
4081|Stylowe 3 pokoje, blisko centrum, wysoki standard|Gdańsk Siedlce, Sołecka|60.|3|2019|21578|Mieszkanie|1|1|1|1|1|2|0|0|0|secondary
4082|Prestiżowy apartament wysoki std Oliwa las fitness|Gdańsk Oliwa, Artura Grottgera|64.27|3|2024|22439|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
4083|Sopot Górny, apartament 4 pok /SPA|Sopot Górny Sopot, Smolna|96.|4|2024|21973|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
4084|Sopot Górny, apartament 2 pokoje -SPA|Sopot Górny Sopot, Smolna|51.9|2|2024|19559|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
4085|Trzypokojowe mieszkanie  w Gdyni Pogórzu.|Gdynia Pogórze, Ppłk. Kazimierza Pruszkowskiego|60|3|1984|8667|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
4086|Mieszkanie - Gdynia Chylonia, 560 000 zł|Gdynia Chylonia|60.4|3|1970|927|Mieszkanie|0|1|1|0|0|Parter|0|1|0|secondary
4087|Mieszkanie - Gdynia Karwiny|Gdynia Karwiny, Kornela Makuszyńskiego|75.4|3|2003|11671|Mieszkanie|1|0|0|1|0|2|1|1|0|secondary
4088|Dwupoziomowe mieszkanie, 2 miejsca postojowe, dosk|Gdynia Babie Doły, Zielona|76.01|4|2016|12354|Mieszkanie|1|1|1|1|0|1|0|0|0|secondary
4089|Inwestycja  z 23%VAT  Piękny  widok na Motławę|Gdańsk Stare Przedmieście, Toruńska|50|3|2021|19980|Mieszkanie|0|1|0|0|0|2|0|0|0|secondary
4090|Przytulne 2 pokoje na Jasieniu|Gdańsk Jasień, Krzysztofa Komedy|41.08|2|2020|13364|Mieszkanie|0|0|1|1|1|1|0|1|0|secondary
4091|Mieszkanie na parterze z ogródkiem|Gdynia Chwarzno, Franciszka Sokoła|55.03|2|2008|9993|Mieszkanie|0|0|0|0|0|Parter|0|0|1|secondary
4092|Na sprzedaż parter domu - Gdynia Grabówek|Gdynia Grabówek, Falista|120|3|1962|7500|Mieszkanie|0|1|0|0|0|Parter|0|1|0|secondary
4093|Luksusowy apartament, 2 sypialnie - Gdańsk DOKI|Gdańsk Młode Miasto, Ks. Jerzego Popiełuszki|79|3|2023|2753|Mieszkanie|1|1|0|1|1|1|0|0|0|secondary
4094|Mieszkanie 2-pokojowe dla rodziny I Gdańsk - Stogi|Gdańsk Stogi, Wrzosy|53.51|2|1966|9437|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4095|Unikatowy Apartament  79m   3 Pokoje   Doki Gdańsk|Gdańsk Młode Miasto, Ks. Jerzego Popiełuszki|79|3|2023|2753|Mieszkanie|1|0|0|1|0|1|0|0|1|secondary
4096|Mieszkanie 4 pokoje w Śródmieściu|Gdańsk Stare Przedmieście|101.86|4|1900|9808|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4097|Atrakcyjny apartament spacerkiem nad morze|Gdańsk Oliwa, Opacka|79.8|3|2011|19925|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
4098|Centrum Gdańska-pod inwestycję, najem- zadzwoń|Gdańsk Śródmieście, Katarzynki|49|2|1950|15306|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
4099|Mieszkanie na sprzedaż, Gdańsk, Łostowice, 3 pokoje, 48,44 mkw, za 607922 zł|Gdańsk Łostowice, Świętokrzyska|48.44|3|2023|12550|Mieszkanie|0|1|1|0|1|4|0|0|0|secondary
4100|Gdańsk Dolne Miasto-2-pok ul.Kurza|Gdańsk Dolne Miasto, Kurza|54.36|2|1900|11221|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
4101|Gdańsk Ujeścisko Tarnowska|Gdańsk Ujeścisko, Tarnowska|63.63|3|1991|10514|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
4102|3-pokojowe mieszkanie blisko morza|Gdańsk Żabianka, Pomorska|47|3|1975|1421|Mieszkanie|0|1|0|0|1|1|0|1|0|secondary
4103|Atrakcyjne, 3-pokojowe z panoramicznym widokiem|Gdańsk Suchanino|84.5|3|2011|16083|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
4104|Osiedle Fikakowo   4pokoje + garderoba   od zaraz|Gdynia Wielki Kack, Myśliwska|64.5|4|2000|12388|Mieszkanie|1|1|0|1|0|2|0|1|0|secondary
4105|4 pokoje, 2 balkony, hala garaż, morze Sopot Dolny|Sopot Wyścigi / Karlikowo, Władysława Łokietka|80.1|4|2002|24838|Mieszkanie|1|1|1|0|1|2|0|0|0|secondary
4106|HL 0921 - 5-pokojowe mieszkanie z dwoma balkonami!|Gdańsk Ujeścisko, Piotrkowska|124.7|5|1999|8998|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
4107|5 pokoi z pięknym widokiem, na gdańskiej Morenie|Gdańsk Morena, Wileńska|88.5|5|1979|10158|Mieszkanie|0|1|0|0|1|10|0|1|0|secondary
4108|Mieszkanie w świetnej lokalizacji !!!|Gdynia Wiczlino, Gen. Mariusza Zaruskiego|73|4|2011|11986|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
