title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market|street|city|overall_price
Klimatyczne mieszkanie w doskonałej lokalizacji!|Strzyża|54.6|2|1990|1280.0|Mieszkanie|0|1|1|0|0|4|0|1|0|secondary| Kornela Makuszyńskiego|gdansk|69888.0
Klimatyczne mieszkanie w zabytkowej kamienicy|Dolne Miasto|45.0|2|1901|18867.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Przyokopowa|gdansk|849015.0
Balkon   Widok na morze  Top lokalizacja   Parking|Wzgórze św. Maksymiliana|52.63|3|1970|13661.0|Mieszkanie|0|1|0|1|1|4|0|1|0|secondary| Legionów|gdynia|718978.43
Jedyne takie 3-pokojowe mieszkanie,kameralny OGRÓD|Wiczlino|64.29|3|2017|12988.0|Mieszkanie|0|0|0|1|1|0|0|0|1|secondary| Janki Bryla|gdynia|834998.5200000001
Centrum Wrzeszcza - kawalerka|Wrzeszcz|35.0|1|1960|16714.0|Mieszkanie|0|1|0|0|0|2|0|0|0|secondary| Grunwaldzka|gdansk|584990.0
2 pokoje po remoncie vii dwór|VII Dwór|42.0|2|1979|15758.0|Mieszkanie|0|0|1|0|0|0|0|1|0|secondary| Józefa Chełmońskiego|gdansk|661836.0
Bliźniak /wysoki standard /zamknięte osiedle|Maćkowy|250.0|5|2010|7996.0|Dom bliźniak|1|0|1|1|0||0|1|1|secondary| Aliny Pienkowskiej|gdansk|1999000.0
Najlepsza lokalizacja w Gdańsku!|Strzyża|68.0|2|2000|13235.0|Mieszkanie|0|0|0|1|1|3|0|0|0|secondary| Stanisława Moniuszki|gdansk|899980.0
Trzy pokoje dla twojej rodziny.|Morena|55.7|3|2019|14165.0|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary| Myśliwska|gdansk|788990.5
Promocja do 15.05! 3 pokoje - Wiszące Ogrody!|Kiełpinek|64.0|3|2012|11875.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Przytulna|gdansk|760000.0
3 pok. mieszkanie z 2 miejscami w hali garażowej !|Śródmieście|91.5|3|2012|17803.0|Mieszkanie|0|1|1|1|0|3|0|0|0|secondary| Kaszubski|gdynia|1628974.5
Piękne mieszkanie 5 pokojowej Brzeźno Gdańsk|Brzeźno|125.0|5|2015|25360.0|Mieszkanie|0|1|1|1|0|2|0|1|1|secondary| Iwo Galla|gdansk|3170000.0
Dom (Wolnostojący) - Gdynia Leszczynki|Leszczynki|100.0|4|1980|13000.0|Dom wolnostojący|0|0|1|1|0||0|0|1|secondary| Bronisława Dembińskiego|gdynia|1300000.0
Piękny, nowy dom jednorodzinny z dużym ogrodem|Św. Wojciech|160.0|6|2009|873.0|Dom wolnostojący|1|0|0|1|0||0|0|1|secondary| Miłocińska|gdansk|139680.0
Ustawne 3 pokoje! Możliwość 4 pokoi! Gdańsk Chełm!|Chełm|66.0|3|1985|959.0|Mieszkanie|0|1|1|1|0|2|0|1|0|secondary| Marcina Dragana|gdansk|63294.0
Parter po remoncie generalnym|VII Dwór|42.0|2|1979|15755.0|Mieszkanie|0|0|1|0|0|0|0|1|0|secondary| Józefa Chełmońskiego|gdansk|661710.0
2 pokoje I Ujeścisko I Dostępne od zaraz|Ujeścisko|55.7|2|1995|9873.0|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary| Piotrkowska|gdansk|549926.1
3 pokoje na Zaspie|Zaspa|49.0|3|1980|1561.0|Mieszkanie|0|1|1|0|1|1|0|1|0|secondary| Leszczyńskich|gdansk|76489.0
Klimatyczne mieszkanie w kamienicy we Wrzeszczu|Wrzeszcz|110.0|5|1906|18091.0|Mieszkanie|1|1|0|1|0|0|0|1|1|secondary| Szczepana Pileckiego|gdansk|1990010.0
Nieruchomość w zabytkowej kamienicy !serce sopotu!|Dolny Sopot|86.6|4|1930|19619.0|Mieszkanie|0|0|0|1|0|0|0|1|0|secondary| Józefa Czyżewskiego|sopot|1699005.4
2 Oddzielne Pokoje I Po remoncie I  Balkon|Wielki Kack|48.9|2|1999|12045.0|Mieszkanie|1|1|0|1|0|1|0|1|0|secondary| Gryfa Pomorskiego|gdynia|589000.5
Wykończone  mieszkanie w nowym budownictwie!|Łostowice|47.0|2|2023|12128.0|Mieszkanie|0|0|1|1|1|0|0|0|1|secondary| Topazowa|gdansk|570016.0
Przytulne dwupokoje mieszkanie - Gdynia Fikakowo|Wielki Kack|48.9|2|1999|12045.0|Mieszkanie|1|1|0|1|0|1|0|1|0|secondary| Gryfa Pomorskiego|gdynia|589000.5
Dwupoziomowe mieszkanie, 4 pok. blisko C.H. Forum!|Siedlce|71.0|4|1977|9141.0|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary| Kartuska|gdansk|649011.0
Gdańsk Stare Miasto! 107m2,  produkt inwestycyjny!|Śródmieście|107.0|3|1965|11206.0|Mieszkanie|1|0|1|1|0|1|0|1|0|secondary| Podwale Staromiejskie|gdansk|1199042.0
3 pokoje z widokiem na las|Łostowice|69.7|3|2008|10473.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Jana Kielasa|gdansk|729968.1
3-pokojowe mieszkanie dla rodziny na Jasieniu|Jasień|71.1|3|2012|11111.0|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary| null|gdansk|789992.1
Piękne mieszkanie na Przymorzu|Przymorze|41.7|2|1972|15107.0|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary| Piastowska|gdansk|629961.9
Funkcjonalne mieszkanie z widokiem na zbiornik!|Zakoniczyn|45.63|2|2005|12470.0|Mieszkanie|0|1|0|0|0|0|0|0|0|secondary| Konstantego Bergiela|gdansk|569006.1
Mieszkanie 2 - pokojowe, Gdynia ul. Boisko|Oksywie|46.31|2|2012|12654.0|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary| null|gdynia|586006.74
Apartament z pięknym widokiem,2 halami i komórkami|Łostowice|57.0|3|2021|12263.0|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary| Niepołomicka|gdansk|698991.0
[rezerwacja] pokoje   Chylonia   SKM 8 minut|Chylonia|38.0|2|1978|10445.0|Mieszkanie|0|1|1|1|1|10|0|1|0|secondary| Chylońska|gdynia|396910.0
Mieszkanie - Gdynia Mały Kack|Mały Kack|121.7|4|2000|20953.0|Mieszkanie|0|0|0|1|0|0|0|0|1|secondary| Wzgórze Bernadowo|gdynia|2549980.1
Penthouse w centrum gdańska|Długie Ogrody|87.89|4|2023|27500.0|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary| Łąkowa|gdansk|2416975.0
Słoneczne mieszkanie z widokiem na Lasy Oliwskie|Przymorze|40.46|2|1975|16980.0|Mieszkanie|0|0|0|0|0|8|0|0|0|secondary| Czerwony Dwór|gdansk|687010.8
2 pokoje, miejsce postojowe, komórka lokatorska|Śródmieście|48.21|2|2018|22817.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| Sadowa 25|gdansk|1100007.57
Trzy samodzielne pokoje plus miejsce naziemne|Morena|67.0|3|2010|13134.0|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary| Morenowe Wzgórze|gdansk|879978.0
Dwupokojowe mieszkanie Gdynia Śródmieście|Śródmieście|30.64|2|2023|22843.0|Mieszkanie|0|0|0|1|1|2|0|0|0|secondary| Świętego Piotra|gdynia|699909.52
Przestronny apartament w centrum Gdańska|Długie Ogrody|67.4|2|2011|18546.0|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary| Szafarnia|gdansk|1250000.4000000001
Atrakcyjne mieszkanie przy Ogarnej|Śródmieście|45.7|2|1950|17396.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Ogarna|gdansk|794997.2000000001
Atrakcyjny apartament na Starym Mieście|Śródmieście|56.3|2|2012|19893.0|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary| Szeroka|gdansk|1119975.9
3-pokojowe Mieszkanie Gdańsk Przymorze|Przymorze|61.7|3|1979|12950.0|Mieszkanie|0|1|1|1|1|5|0|1|0|secondary| Lęborska|gdansk|799015.0
Duży dom z niezależnym 2 pokojowym mieszkaniem|Pogórze|327.46|10|2001|6868.0|Dom wolnostojący|1|1|1|1|0||0|1|0|secondary| Złota|gdynia|2248995.28
Widok na zatokę 14 piętro Apartament QuattroTowers|Wrzeszcz|78.8|3|2011|2411.0|Mieszkanie|0|0|1|0|1|14|0|0|0|secondary| Partyzantów|gdansk|189986.8
Ostatnie piętro /kameralnie /widok na park oliwski|Oliwa|116.19|4|2019|21516.0|Mieszkanie|0|1|1|1|1|7|0|0|0|secondary| Opacka|gdansk|2499944.04
Mieszkanie - Gdynia Śródmieście|Śródmieście|35.0|1|1960|17714.0|Mieszkanie|0|0|1|1|1|1|0|1|0|secondary| Abrahama Antoniego|gdynia|619990.0
Komfortowy dom wolnostojący z dużą działką|Kiełpino Górne|173.6|5|2008|13249.0|Dom wolnostojący|0|0|0|0|0||0|0|0|secondary| Łagowska|gdansk|2300026.4
Okazja! Piękny apartament blisko Starówki|Długie Ogrody|46.7|2|2018|17559.0|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary| Długa Grobla|gdansk|820005.3
2 pok.   ustawne   wysoki standard   balkon|Zaspa|37.0|2|2021|22676.0|Mieszkanie|0|1|0|1|1|6|0|0|0|secondary| Franciszka Hynka|gdansk|839012.0
2 niezależne pokoje   Po remoncie   Niski blok|Wrzeszcz|38.7|2|1974|14987.0|Mieszkanie|0|1|1|0|0|1|0|1|0|secondary| Krzysztofa Kamila Baczyńskiego|gdansk|579996.9
2-pokojowe mieszkanie i miejsce parkingowe w hali|Lostowice/ Orunia|43.0|2|2022|13419.0|Mieszkanie|0|1|1|1|1|5|0|0|0|secondary| Wielkopolska 48|gdansk|577017.0
** 3 Pokoje   Stan Deweloperski   Zobacz! **|Redłowo|77.64|3|1950|11965.0|Mieszkanie|0|0|0|0|0|0|0|1|0|secondary| Kaczewska|gdynia|928962.6
3-pokojowe, salon z aneksem, dwupoziomowe, gotowe do wprowadzenia!|Zakoniczyn|68.6|3|2005|10131.0|Mieszkanie|0|1|1|1|0|2|0|0|0|secondary| Porębskiego 33|gdansk|694986.6
Urzekające mieszkanie: Wyjątkowe wykończenie w|Łostowice|61.7|3|2017|12557.0|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary| Kryształowa|gdansk|774766.9
Eleganckie mieszkanie dla Ciebie i Twoich bliskich|Siedlce|59.31|3|2019|19390.0|Mieszkanie|0|1|0|1|1|2|1|1|0|secondary| Sołecka|gdansk|1150020.9000000001
4 pokoje z halą w centrum   Widok na Motławę|Stare Przedmieście|92.8|4|2012|1767.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Toruńska|gdansk|163977.6
Przestronne   2 łazienki   Oliwa Park   Balkon|Przymorze|97.0|3|2010|22577.0|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary| Bolesława Krzywoustego|gdansk|2189969.0
Wiszące Ogrody   Piękny ogródek   Od zaraz|Kiełpinek|53.14|2|2002|12213.0|Mieszkanie|0|0|1|0|1|0|0|1|1|secondary| Przytulna|gdansk|648998.82
3 pokojowe mieszkanie w wysokim standardzie|Jasień|56.0|3|2015|13214.0|Mieszkanie|1|1|0|1|1|4|0|1|0|secondary| Lawendowe Wzgórze|gdansk|739984.0
Piękne mieszkanie z ogródkiem ul. Lubczykowa|Dąbrowa|48.0|2|2009|11438.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Lubczykowa|gdynia|549024.0
Dom w Gdańsku do wprowadzenia|Lipce|18.0|4|1998|5214.0|Dom bliźniak|1|1|1|0|0||0|1|1|secondary| Lipce 3|gdansk|93852.0
Malczewskiego 50m2, 2 pokoje plus 2 sypialnie - około 80m2 po podłodze|Siedlce|50.0|4|1957|13980.0|Mieszkanie|1|0|1|0|0|3|0|1|0|secondary| Malczewskiego 116|gdansk|699000.0
Mieszkanie dla rodziny 5 pokoi Wrzeszcz Górny|Wrzeszcz|110.0|5|1906|18091.0|Mieszkanie|1|1|0|1|0|0|0|0|1|secondary| Pileckiego|gdansk|1990010.0
Dwupokojowe mieszkanie na Żabiance|Żabianka|42.4|2|1975|14127.0|Mieszkanie|0|0|0|0|1|2|0|1|0|secondary| Aleja Grunwaldzka|gdansk|598984.7999999999
Atrakcyjna lokalizacja centrum|null|50.8|3|1926|13287.0|Mieszkanie|0|0|1|0|0|0|0|0|0|secondary| ŚLĄSKA 9|gdynia|674979.6
2 pokoje na Garnizonie!|Wrzeszcz|41.78|2|2017|21517.0|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary| Edwarda Stachury|gdansk|898980.26
3-pokojowe , dwustronne, z dwoma ogródkami|Wiczlino|70.0|3|2016|10986.0|Mieszkanie|1|0|0|0|1|0|0|0|0|secondary| Janki Bryla|gdynia|769020.0
Wakacyjne mieszkanie w Brzeźnie. Park i morze. Bezpiecznie. NOWA CENA!|Brzeźno|73.0|3|2018|2671.0|Mieszkanie|0|1|1|1|1|3|1|1|0|secondary| Krasickiego 9c|gdansk|194983.0
Mieszkanie - Gdynia Chylonia|Chylonia|35.0|2|1950|8429.0|Mieszkanie|0|1|0|1|0|0|0|1|0|secondary| Chylońska|gdynia|295015.0
⭐Zamieszkaj pięknie blisko morza 3pok ogródek⭐|Zaspa|56.3|3|1975|15968.0|Mieszkanie|0|1|1|0|1|0|1|1|1|secondary| Pilotów 16|gdansk|898998.3999999999
2 pokoje - 800 metrów do Plaży Brzeźno|Brzeźno|26.1|2|1975|14510.0|Mieszkanie|0|0|1|0|0|2|0|0|0|secondary| Hallera|gdansk|378711.0
Świetna lokalizacja - Jelitkowo -250 m od plaży!|Jelitkowo|191.0|5|1972|25628.0|Mieszkanie|1|0|1|1|0|0|0|0|1|secondary| Nadmorska|gdansk|4894948.0
Gotowy biznes- 4 wynajęte pok. z widokiem na park|Zaspa|50.7|4|1989|14990.0|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary| Dywizjonu 303|gdansk|759993.0
2 pok. mieszkanie z ogródkiem blisko lasu|Górny Sopot|37.9|2|1940|19921.0|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary| Księżycowa|sopot|755005.9
Słoneczne 3 pokoje w najnowszym etapie Garnizonu|Strzyża|64.4|3|2023|2197.0|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary| Karola Szymanowskiego|gdansk|141486.80000000002
Kawalerka na Wyspie z widokiem na rzekę i marinę|Śródmieście|33.19|1|2024|32000.0|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary| Chmielna|gdansk|1062080.0
Okazja- 3 pok. mieszkanie 350 m od morza i plaży|Wyścigi / Karlikowo|56.0|3|1977|20536.0|Mieszkanie|0|1|0|1|1|1|0|1|0|secondary| Karlikowska|sopot|1150016.0
Gdańsk Przymorze! Komfortowe 2 pokoje|Przymorze|29.0|2|1980|15517.0|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary| Chłopska|gdansk|449993.0
3 pok. po remoncie- widok na rzekę i Stare Miasto|Dolne Miasto|50.6|3|1970|15316.0|Mieszkanie|0|1|0|0|1|7|0|1|0|secondary| Kamienna Grobla|gdansk|774989.6
Kameralna inwestycja przy Parku Oliwskim i OBC|Oliwa|52.44|2|2014|27500.0|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary| Kaprów|gdansk|1442100.0
Orunia Górna, dwa pokoje z dużym balkonem|Św. Wojciech|43.26|2|2020|129.0|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary| Kazimierza Wielkiego|gdansk|5580.54
Apartament marina 150 m parking 63/89m2 hala garażowa|Śródmieście|63.0|2|2017|19048.0|Mieszkanie|0|1|1|1|1|6|0|0|0|secondary| Św. Barbary 12|gdansk|1200024.0
Jasny apartament z narożnym balkonem   14 piętro|Młode Miasto|79.36|3|2020|23816.0|Mieszkanie|0|1|0|1|1|14|0|0|0|secondary| Wałowa|gdansk|1890037.76
Unikatowy lokal sprzedawany wraz z firmą|Śródmieście|90.0|3|1955|33333.0|Mieszkanie|0|1|0|1|0|0|0|1|0|secondary| Ogarna|gdansk|2999970.0
Klimatyczny apartament z oranżerią Kamienna Góra|Kamienna Góra|74.0|2|2015|28378.0|Mieszkanie|1|1|0|1|1|1|0|1|0|secondary| Mariacka|gdynia|2099972.0
Dwupokojowe mieszkanie z ogródkiem|Osowa|45.0|2|2019|1266.0|Mieszkanie|0|0|0|0|1|0|0|0|0|secondary| Diany|gdansk|56970.0
100 m do plaży, 4 pokoje, Neptun Park|Jelitkowo|8.0|4|2010|39024.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Wypoczynkowa|gdansk|312192.0
Eleganckie mieszkanie z ogródkiem|Orłowo|58.0|2|2017|28793.0|Mieszkanie|1|0|1|1|1|0|0|0|1|secondary| Bernadowska|gdynia|1669994.0
3 pokojowe, 2 miejsca w hali przy lesie Wrzeszcz|Wrzeszcz|60.3|3|2018|21386.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| Jaśkowa Dolina|gdansk|1289575.8
Trzypokojowe mieszkanie na Dolnym Mieście|Śródmieście|50.0|3|1930|13980.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Łąkowa|gdansk|699000.0
Apartament na 11 piętrze z widokiem na morze|Śródmieście|90.39|4|2023|25998.0|Mieszkanie|1|1|1|1|1|11|0|1|0|secondary| Świętego Piotra|gdynia|2349959.22
Apartament 2 pokoje 48 m2 Gdańsk Brzeźno|Brzeźno|48.35|2|2019|20476.0|Mieszkanie|0|1|1|0|1|2|0|0|0|secondary| Karola Chodkiewicza|gdansk|990014.6
Mieszkanie Inwestycyjne - Wyspa Spichrzów Gdańsk (23% VAT!)|Wyspa Spichrzów|37.4|2|2021|2135.0|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary| Toruńska 20|gdansk|79849.0
Wysoki standard wykończenia  funkcjonalne wnętrze |Siedlce|59.55|2|1939|11671.0|Mieszkanie|0|0|1|0|0|1|0|1|1|secondary| Kartuska|gdansk|695008.0499999999
Dolny Sopot   Wyposażenie w cenie I|Wyścigi / Karlikowo|46.8|3|1930|16004.0|Mieszkanie|0|0|1|1|0|1|0|1|0|secondary| Niepodległości|sopot|748987.2
Duży dom na Chełmie|Chełm|600.0|8|2020|4998.0|Dom wolnostojący|0|0|0|0|0||0|0|0|secondary| Na Zboczu|gdansk|2998800.0
Elegancki i komfortowy dom z dużym ogrodem|Morena|330.9|7|2004|10274.0|Dom wolnostojący|1|1|1|1|0||0|1|1|secondary| Myśliwska|gdansk|3399666.5999999996
Pasywny dom Gdańsk Jasień!|Jasień|277.0|8|2012|7040.0|Dom wolnostojący|1|0|0|1|0||0|1|0|secondary| Kuszników|gdansk|1950080.0
50 metrów od plaży! Gdańsk Brzeźno|Brzeźno|385.0|17|2012|18130.0|Dom wolnostojący|0|0|1|1|0||0|1|0|secondary| Południowa|gdansk|6980050.0
Dom w Gdańsku - ponad 300 m2 w jednym poziomie!|Kokoszki|315.0|5|2016|6937.0|Dom wolnostojący|1|0|0|1|0||0|0|1|secondary| Grzybowa|gdansk|2185155.0
Bliźniak - inwestycja z długoterminowym najemcą!|Kokoszki|220.0|8|1990|9545.0|Dom bliźniak|0|0|0|0|0||0|1|0|secondary| Metalowców|gdansk|2099900.0
Bungalow na Zakoniczynie!|Zakoniczyn|280.0|8|2007|12857.0|Dom wolnostojący|1|0|1|1|0||0|0|1|secondary| Andrzeja Huenefelda|gdansk|3599960.0
Dom idealny na inwestycję|Suchanino|345.0|7|1995|7217.0|Dom bliźniak|0|1|1|0|0||0|1|1|secondary| Tadeusza Tylewskiego|gdansk|2489865.0
Kamienica na Głównym Mieście w Gdańsku|Śródmieście|166.0|6|1930|19217.0|Dom kamienica|0|1|0|1|0||0|1|0|secondary| Straganiarska|gdansk|3190022.0
Przepiękne mieszkanie 4 pok. na kameralnym osiedlu|Karczemki|75.67|4|2010|10163.0|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary| Irysowa|gdansk|769034.21
Działka z domem i lokalem usługowym, inwestycyjna|Sobieszewo|207.48|6|1992|9398.0|Dom wolnostojący|0|0|0|1|0||0|1|1|secondary| Mieczysława Boguckiego|gdansk|1949897.0399999998
Idealna lokalizacja w Gdyni!|Cisowa|46.23|2|1987|10686.0|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary| Karola Kurpińskiego|gdynia|494013.77999999997
Kawalerka blisko morza!|Przymorze|30.0|1|1970|13300.0|Mieszkanie|0|1|0|0|1|8|0|1|0|secondary| Piastowska|gdansk|399000.0
Mieszkanie - Sopot Dolny|Dolny Sopot|57.95|2|1940|20915.0|Mieszkanie|0|1|0|0|0|1|0|0|0|secondary| Jana Jerzego Haffnera|sopot|1212024.25
Centrum Sopotu 2 pokoje !!!|Dolny Sopot|53.0|2|1960|24528.0|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary| Józefa Czyżewskiego|sopot|1299984.0
2 mieszkania w centrum Sopotu!|Dolny Sopot|84.0|4|1960|13095.0|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary| Niepodległości|sopot|1099980.0
Mieszkanie do własnej aranżacji 250 m od plaży!|Dolny Sopot|63.3|3|1900|23539.0|Mieszkanie|0|0|1|0|0|0|0|1|0|secondary| Parkowa|sopot|1490018.7
3 pokoje do własnej aranżacji 4 minuty od plaży!|Dolny Sopot|68.47|3|1900|20447.0|Mieszkanie|0|0|1|1|0|0|0|1|1|secondary| Bolesława Chrobrego|sopot|1400006.09
Połowa willi w Sopocie|Górny Sopot|117.0|3|1910|22650.0|Mieszkanie|1|0|0|1|0|1|0|0|1|secondary| Gen. Władysława Andersa|sopot|2650050.0
Apartament 3 minuty od plaży !|Wyścigi / Karlikowo|92.76|4|2003|19944.0|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary| Bitwy Pod Płowcami|sopot|1850005.4400000002
Mieszkanie w Sopocie Dolnym z widokiem na morze!|Dolny Sopot|58.65|2|1920|15857.0|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary| Bohaterów Monte Cassino|sopot|930013.0499999999
Apartament w kamienicy 117m2 w górnym Sopocie|Górny Sopot|117.0|4|1910|21581.0|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary| Gen. Władysława Andersa|sopot|2524977.0
Piękny apartament z duszą w dolnym sopocie !|Dolny Sopot|11.0|3|1903|24911.0|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary| Kazimierza Wielkiego|sopot|274021.0
Sopot, 2 lokale z możliwością podziału na 4|Dolny Sopot|288.8|9|1901|10353.0|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary| Niepodległości|sopot|2989946.4
Mieszkanie 3 pokoje Gdynia Witomino|Witomino|52.8|3|1974|10019.0|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary| Wielkokacka|gdynia|529003.2
Apartament / 2 miejsca w hali garażowej/ 2 balkony|Chylonia|75.39|3|2018|12601.0|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary| Chylońska|gdynia|949989.39
3-pok   Siedlce   Spółdzielczo-własnościowe|Siedlce|55.4|3|1976|12363.0|Mieszkanie|0|1|0|0|1|5|0|1|0|secondary| Szara|gdansk|684910.2
Atrakcyjny 2-pokojowy apartament / Śródmieście|Dolne Miasto|48.21|2|2018|22817.0|Mieszkanie|1|1|0|1|1|3|0|1|0|secondary| Sadowa|gdansk|1100007.57
2-3pok.   Quattro Towers   Loggia   Widok|Wrzeszcz|61.0|2|2012|1885.0|Mieszkanie|0|0|0|1|1|6|0|0|0|secondary| Partyzantów|gdansk|114985.0
Idealne mieszkanie pod wynajem Gdynia blisko plaży|Działki Leśne|59.64|2|1950|10815.0|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary| Śląska|gdynia|645006.6
Mieszkanie w samym Centrum Gdyni !|Wzgórze św. Maksymiliana|34.5|2|1979|17246.0|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary| Świętojańska|gdynia|594987.0
Centrum Gdyni! 800m do Dworca!|Działki Leśne|78.5|3|1938|13414.0|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary| Śląska|gdynia|1052999.0
3 pokoje   Centrum   Bezczynszowe   Parter|Wzgórze św. Maksymiliana|63.0|3|1936|10317.0|Mieszkanie|0|0|0|0|0|0|0|1|1|secondary| Mikołaja Reja|gdynia|649971.0
Gotowa inwestycja! 2 lokale mieszkalne!|Śródmieście|48.0|3|1970|1854.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| 3 Maja|gdynia|88992.0
Przestronna kamienica z dużą piwnicą spiżarnią|Działki Leśne|67.0|2|1938|11149.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Warszawska|gdynia|746983.0
Sprzedam wyjątkowe mieszkanie|Działki Leśne|150.9|3|1995|8946.0|Mieszkanie|1|1|0|1|0|0|0|0|1|secondary| Elbląska|gdynia|1349951.4000000001
Okna na świętojańską! dwa mieszkania!|Śródmieście|141.39|6|1927|10468.0|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary| Świętojańska|gdynia|1480070.5199999998
Centrum Gdyni, wszędzie blisko świetna komunikacja|Działki Leśne|66.76|3|1963|10920.0|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary| Warszawska|gdynia|729019.2000000001
Mieszkanie w ścisłym centrum gdyni|Kamienna Góra|34.54|2|1937|1734.0|Mieszkanie|0|0|1|0|0||0|0|1|secondary| Juliusza Słowackiego|gdynia|59892.36
Mieszkanie blisko morza !|Kamienna Góra|57.76|2|1952|14543.0|Mieszkanie|0|0|0|1|1|5|0|1|0|secondary| Marsz. Piłsudskiego|gdynia|840003.6799999999
3 kawalerki na wynajem w centrum Gdyni|Śródmieście|99.29|3|1960|1157.0|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary| Antoniego Abrahama|gdynia|114878.53000000001
Mieszkanie do generalnego remontu!|Śródmieście|33.26|2|1927|11575.0|Mieszkanie|0|0|0|0|0|3|0|1|0|secondary| Świętojańska|gdynia|384984.5
Okna na świętojańską! balkon!|Śródmieście|108.13|5|1927|12013.0|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary| Świętojańska|gdynia|1298965.69
3 pok. Działki Leśne Gdynia - dod. 2 garaże!|Działki Leśne|75.6|3|1939|14150.0|Mieszkanie|1|0|1|1|0|2|0|1|0|secondary| Słupecka|gdynia|1069740.0
Apartament w centrum miasta gdyni|Śródmieście|52.44|3|1930|1901.0|Mieszkanie|0|0|0|0|1|5|0|1|0|secondary| Władysława Iv|gdynia|99688.44
Centrum Gdyni, po remoncie, ładne|Śródmieście|48.6|3|1955|18827.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Antoniego Abrahama|gdynia|914992.2000000001
Piękne mieszkanie tuż przy Gdyni Śródmieściu !!!|Działki Leśne|67.3|4|1963|11129.0|Mieszkanie|0|1|0|1|1|5|0|0|0|secondary| Witomińska|gdynia|748981.7
Mieszkanie z widokiem na zieleń! Do wejścia!|Redłowo|40.78|2|1970|16405.0|Mieszkanie|0|1|0|1|1|3|0|1|0|secondary| Bohaterów Starówki Warszawskiej|gdynia|668995.9
Mieszkanie na świętojańskiej|Śródmieście|87.5|4|1930|19314.0|Mieszkanie|0|0|0|1|1|1|0|1|0|secondary| Świętojańska|gdynia|1689975.0
Mieszkanie w centrum Gdyni|Działki Leśne|27.8|1|1980|14353.0|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary| Pomorska|gdynia|399013.4
Przeszklony apartament   wysokość sufitów 3 M|Śródmieście|114.34|4|2023|23526.0|Mieszkanie|1|1|0|1|1|2|0|1|0|secondary| Jana Z Kolna|gdynia|2689962.84
