title|address|price[PLN]|area[m^2]|rooms|floor|market|build year|parking|building_type
Mieszkanie, ul. Władysława Jagiełły|Władysława Jagiełły, Łostowice, Gdańsk, pomorskie|695 047 zł|63,33 m²|4|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Ariadny|Ariadny, Osowa, Gdańsk, pomorskie|999 000 zł|122,40 m²|5|3|wtórny|2001|garaż wolnostojący|rok budowy: 2001
Mieszkanie, Aleja Pawła Adamowicza|Aleja Pawła Adamowicza, Gdańsk, pomorskie|1 287 835 zł|93,31 m²|4|4|wtórny|-|parking publiczny / na ulicy|
Mieszkanie, ul. Forsycji|Forsycji, Wyspa Sobieszewska, Gdańsk, pomorskie|1 000 000 zł|55,28 m²|2|parter|wtórny|2015|-|blok mieszkalny; rok budowy: 2015
Apartament Gdańsk|Jasień, Gdańsk, pomorskie|425 500 zł|33,24 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|tak|apartamentowiec; rok budowy: 2025
Mieszkanie, ul. Rycerza Blizbora|Rycerza Blizbora, Jasień, Gdańsk, pomorskie|985 000 zł|86,71 m²|4|4|wtórny|1994|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1994
Mieszkanie, ul. Wałowa|Wałowa, Śródmieście, Gdańsk, pomorskie|595 000 zł|29,67 m²|1|3|wtórny|2022|parking publiczny / na ulicy|rok budowy: 2022 (blok w nowym budownictwie)
Apartament Gdańsk|Gdańsk, pomorskie|1 100 756 zł|86,48 m²|4|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|garaż wolnostojący|apartamentowiec
Apartament, ul. Chodkiewicza|Chodkiewicza, Brzeźno, Gdańsk, pomorskie|945 000 zł|47,35 m²|2|1|wtórny|2019|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2019
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 061 500 zł|83 m²|4|-|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Lema|Lema, Słoneczna Morena, Gdańsk, pomorskie|829 000 zł|61 m²|3|14|wtórny|2019|w garażu podziemnym|blok mieszkalny; rok budowy: 2019
Mieszkanie Gdańsk|Gdańsk, pomorskie|459 000 zł|28,37 m²|1|2|wtórny|2022|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2022
Mieszkanie, ul. Cygańska Góra|Cygańska Góra, Suchanino, Gdańsk, pomorskie|853 770 zł|44,70 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|parking publiczny / na ulicy|rok budowy: 2023
Mieszkanie, ul. Czubińskiego|Czubińskiego, Gdańsk, pomorskie|799 000 zł|74 m²|4|4|wtórny|1991|parking publiczny / na ulicy|rok budowy: 1991
Kawalerka, ul. Chełmońskiego|Chełmońskiego, Strzyża, Gdańsk, pomorskie|500 000 zł|28 m²|1|1|wtórny|1975|-|blok mieszkalny; rok budowy: 1975
Mieszkanie, ul. Kochanowskiego|Kochanowskiego, Wrzeszcz, Gdańsk, pomorskie|1 090 000 zł|75,16 m²|4|parter|wtórny|1920|parking publiczny / na ulicy|kamienica; rok budowy: 1920
Mieszkanie, ul. Słowackiego|Słowackiego, Wrzeszcz, Gdańsk, pomorskie|1 200 000 zł|89 m²|4|2|wtórny|2009|możliwość wykupienia|blok mieszkalny; rok budowy: 2009 (blok w nowym budownictwie)
Mieszkanie, ul. Bora-Komorowskiego|Bora-Komorowskiego, Przymorze, Gdańsk, pomorskie|630 000 zł|50 m²|3|4|wtórny|1964|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1964
Mieszkanie, ul. Lema|Lema, Słoneczna Morena, Gdańsk, pomorskie|639 000 zł|39,01 m²|2|2|wtórny|2018|w garażu podziemnym|rok budowy: 2018 (blok w nowym budownictwie)
Apartament Gdańsk|Śródmieście, Gdańsk, pomorskie|2 353 450 zł|85,58 m²|4|5|wtórny|-|w garażu podziemnym|apartamentowiec
Mieszkanie, ul. Racławicka|Racławicka, Wrzeszcz Dolny, Gdańsk, pomorskie|649 000 zł|39,40 m²|2|1|wtórny|1954|parking publiczny / na ulicy|kamienica; rok budowy: 1954
Mieszkanie Gdańsk|Śródmieście, Gdańsk, pomorskie|499 999 zł|34 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|rok budowy: 2024 (blok w nowym budownictwie)
Apartament Gdańsk|Wyspa Spichrzów, Gdańsk, pomorskie|529 387 zł|41,71 m²|2|1|wtórny|2024|możliwość wykupienia|apartamentowiec; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Chałubińskiego|Chałubińskiego, Chełm, Gdańsk, pomorskie|749 000 zł|77,50 m²|4|3|wtórny|-|parking publiczny / na ulicy|
Mieszkanie, ul. Diamentowa|Diamentowa, Orunia, Gdańsk, pomorskie|535 000 zł|45 m²|2|1|wtórny|1975|-|blok mieszkalny; rok budowy: 1975 (blok w starym budownictwie)
Mieszkanie, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|945 000 zł|28,97 m²|1|6|wtórny|2020|garaż wolnostojący|apartamentowiec; rok budowy: 2020
Mieszkanie, ul. Piastowska|Piastowska, Przymorze, Gdańsk, pomorskie|599 000 zł|45 m²|2|parter|wtórny|1980|-|blok mieszkalny; rok budowy: 1980 (blok w starym budownictwie)
Mieszkanie, ul. Hokejowa|Hokejowa, Łostowice, Gdańsk, pomorskie|549 000 zł|37 m²|2|parter|wtórny|2023|garaż|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Aldony|Aldony, Wrzeszcz, Gdańsk, pomorskie|1 230 000 zł|97,92 m²|4|2|wtórny|1900|parking publiczny / na ulicy|kamienica; rok budowy: 1900 (blok w starym budownictwie)
Mieszkanie, ul. Abrahama|Abrahama, Strzyża, Gdańsk, pomorskie|478 000 zł|32,60 m²|1|1|wtórny|1982|przynależne na ulicy|blok mieszkalny; rok budowy: 1982
Apartament, ul. Boguckiego|Boguckiego, Świbno, Gdańsk, pomorskie|483 000 zł|35,85 m²|2|1||2023|garaż|apartamentowiec; rok budowy: 2023
Apartament, ul. Legnicka|Legnicka, Siedlce, Gdańsk, pomorskie|2 971 738 zł|154,77 m²|5|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Apartament, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|890 000 zł|40 m²|2|3|wtórny|2019|tak|apartamentowiec; rok budowy: 2019 (blok w nowym budownictwie)
Apartament, ul. 100-lecia Związku Harcerstwa Polskiego|100-lecia Związku Harcerstwa Polskiego, Świbno, Gdańsk, pomorskie|777 360 zł|35,99 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|możliwość wykupienia|apartamentowiec; rok budowy: 2024
Apartament, ul. Stępkarska|Stępkarska, Wyspa Spichrzów, Gdańsk, pomorskie|739 000 zł|32,50 m²|2|2|wtórny|2021|w garażu podziemnym|apartamentowiec; rok budowy: 2021
Mieszkanie, ul. Lwowska|Lwowska, Wrzeszcz, Gdańsk, pomorskie|770 634 zł|47,57 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Mieszkanie, ul. Rzeźnicka|Rzeźnicka, Śródmieście, Gdańsk, pomorskie|898 000 zł|62,88 m²|3|3|wtórny|1962|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1962
Apartament, ul. Nadwiślańska|Nadwiślańska, Sobieszewo, Gdańsk, pomorskie|783 500 zł|35,23 m²|2|parter|wtórny|2023|przynależne na ulicy|apartamentowiec; rok budowy: 2023
Mieszkanie, ul. Leśna Góra|Leśna Góra, Niedźwiednik, Gdańsk, pomorskie|649 000 zł|62,68 m²|3|2|wtórny|1980|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1980
Mieszkanie, ul. Piastowska|Piastowska, Jelitkowo, Gdańsk, pomorskie|2 100 000 zł|65 m²|2|2|wtórny|2006|w garażu podziemnym|rok budowy: 2006 (blok w nowym budownictwie)
Mieszkanie, ul. Ujeścisko|Ujeścisko, Łostowice, Gdańsk, pomorskie|990 000 zł|74,90 m²|3|3|wtórny|2006|garaż wolnostojący|blok mieszkalny; rok budowy: 2006
Mieszkanie, ul. Miłosza|Miłosza, Słoneczna Morena, Gdańsk, pomorskie|1 180 000 zł|86,43 m²|3|2|wtórny|2014|w garażu podziemnym|blok mieszkalny; rok budowy: 2014
Apartament, ul. Czarny Dwór|Czarny Dwór, Przymorze, Gdańsk, pomorskie|967 000 zł|45,02 m²|2|9|wtórny|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Wyspiańskiego|Wyspiańskiego, Wrzeszcz, Gdańsk, pomorskie|695 000 zł|76,20 m²|3|3|wtórny|-|parking publiczny / na ulicy|kamienica
Mieszkanie, ul. Kwiatowa|Kwiatowa, Sobieszewo, Gdańsk, pomorskie|760 000 zł|49,50 m²|3|2|wtórny|2021|tak|blok mieszkalny; rok budowy: 2021
Apartament Gdańsk|Oliwa, Gdańsk, pomorskie|1 004 032 zł|48,33 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2024
Apartament|Wyspa Spichrzów, Gdańsk, pomorskie|322 178 zł|30,71 m²|1|2|wtórny|2024|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2024
Apartament|Gdańsk, pomorskie|598 641 zł|22,59 m²|1|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|apartamentowiec; rok budowy: 2023
Mieszkanie, ul. Leskiego|Leskiego, Jasień, Gdańsk, pomorskie|615 000 zł|48,50 m²|2|parter|wtórny|2017|przynależne na ulicy|blok mieszkalny; rok budowy: 2017
Mieszkanie|Kołłątaja, Wrzeszcz, Gdańsk, pomorskie|2 200 000 zł|119,70 m²|3|4|wtórny|2011|w garażu podziemnym|blok mieszkalny; rok budowy: 2011 (blok w nowym budownictwie)
Mieszkanie, ul. Oliwska|Oliwska, Nowy Port, Gdańsk, pomorskie|599 000 zł|100 m²|4|1|wtórny|1900|garaż wolnostojący|kamienica; rok budowy: 1900
Apartament, ul. Lawendowe Wzgórze|Lawendowe Wzgórze, Jasień, Gdańsk, pomorskie|899 000 zł|68,12 m²|3|2|wtórny|2020|w garażu podziemnym|apartamentowiec; rok budowy: 2020
Apartament, ul. Długie Ogrody|Długie Ogrody, Śródmieście, Gdańsk, pomorskie|995 000 zł|37,70 m²|2|5|wtórny|2019|garaż wolnostojący|apartamentowiec; rok budowy: 2019
Mieszkanie, ul. Morenowe Wzgórze|Morenowe Wzgórze, Gdańsk, pomorskie|660 000 zł|47,20 m²|2|1|wtórny|2009|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2009
Apartament Gdańsk|Wyspa Spichrzów, Gdańsk, pomorskie|406 665 zł|30,78 m²|1|1|wtórny|2024|garaż|apartamentowiec; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|577 000 zł|52,50 m²|3|3|wtórny|2015|-|blok mieszkalny; rok budowy: 2015 (blok w nowym budownictwie)
Mieszkanie, ul. Jaśkowa Dolina|Jaśkowa Dolina, Wrzeszcz, Gdańsk, pomorskie|850 000 zł|40 m²|2|3|wtórny|1940|-|kamienica; rok budowy: 1940
Apartament, ul. Bolesława Chrobrego|Bolesława Chrobrego, Wrzeszcz, Gdańsk, pomorskie|1 599 999 zł|76,65 m²|4|3|wtórny|2022|w garażu podziemnym|apartamentowiec; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie, ul. Gdyńska|Gdyńska, Żabianka, Gdańsk, pomorskie|539 000 zł|30,90 m²|2|7|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|1978|parking publiczny / na ulicy|rok budowy: 1978 (blok w starym budownictwie)
Mieszkanie, ul. Kolumba|Kolumba, Gdańsk, pomorskie|799 999 zł|75 m²|4|1|wtórny|1980|parking publiczny / na ulicy|rok budowy: 1980 (blok w starym budownictwie)
Mieszkanie, Aleja Wojska Polskiego|Aleja Wojska Polskiego, Wrzeszcz, Gdańsk, pomorskie|539 000 zł|26,14 m²|2|1|wtórny|-|parking publiczny / na ulicy|kamienica
Mieszkanie, ul. Huenefelda|Huenefelda, Ujeścisko, Gdańsk, pomorskie|1 099 000 zł|105 m²|3|1|wtórny|-|parking publiczny / na ulicy|
Mieszkanie, ul. Bydgoska|Bydgoska, Przymorze, Gdańsk, pomorskie|510 000 zł|38 m²|2|4|wtórny|1970|-|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Matuszewskiego|Matuszewskiego, Piecki-Migowo, Gdańsk, pomorskie|699 000 zł|65,40 m²|3|parter|wtórny|1979|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1979 (blok w starym budownictwie)
Mieszkanie, ul. Obrońców Wybrzeża|Obrońców Wybrzeża, Przymorze, Gdańsk, pomorskie|565 000 zł|46 m²|2|9|wtórny|1973|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1973
Mieszkanie, ul. Niepołomicka|Niepołomicka, Łostowice, Gdańsk, pomorskie|591 337 zł|60,65 m²|4|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|blok mieszkalny; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie, ul. Podzamcze|Podzamcze, Śródmieście, Gdańsk, pomorskie|620 000 zł|40 m²|2|2|wtórny|1960|przynależne na ulicy|kamienica; rok budowy: 1960
Apartament, ul. Partyzantów|Partyzantów, Wrzeszcz, Gdańsk, pomorskie|1 799 000 zł|79 m²|3|13|wtórny|2011|garaż wolnostojący|apartamentowiec; rok budowy: 2011
Mieszkanie, ul. Borkowska|Borkowska, Gdańsk, pomorskie|394 928 zł|34,90 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Piecewska|Piecewska, Piecki-Migowo, Gdańsk, pomorskie|879 000 zł|51,28 m²|3|15|wtórny|2022|w garażu podziemnym|blok mieszkalny; rok budowy: 2022 (blok w nowym budownictwie)
Apartament, ul. Sucha|Sucha, Letnica, Gdańsk, pomorskie|1 080 000 zł|65,55 m²|3|5|wtórny|2019|w garażu podziemnym|apartamentowiec; rok budowy: 2019
Apartament, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|991 800 zł|68,40 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż|apartamentowiec; rok budowy: 2024
Apartament, ul. Klimatyczna|Klimatyczna, Sobieszewo, Gdańsk, pomorskie|526 000 zł|37,78 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|apartamentowiec; rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|592 528 zł|59,93 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|519 000 zł|43,40 m²|2|1|wtórny|2008|przynależne na ulicy|blok mieszkalny; rok budowy: 2008 (blok w nowym budownictwie)
Mieszkanie, ul. Wejhera|Wejhera, Żabianka, Gdańsk, pomorskie|699 000 zł|43,30 m²|3|1|wtórny|-|parking publiczny / na ulicy|
Mieszkanie, ul. Związku Jaszczurczego|Związku Jaszczurczego, Gdańsk, pomorskie|599 000 zł|47,10 m²|2|3|wtórny|1984|przynależne na ulicy|blok mieszkalny; rok budowy: 1984
Mieszkanie, ul. Turzycowa|Turzycowa, Jasień, Gdańsk, pomorskie|769 000 zł|62 m²|3|3|wtórny|2018|tak|blok mieszkalny; rok budowy: 2018 (blok w nowym budownictwie)
Mieszkanie, ul. Przemian|Przemian, Łostowice, Gdańsk, pomorskie|424 500 zł|37,10 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Kokoszki, Gdańsk, pomorskie|703 000 zł|89,18 m²|4|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|przynależne na terenie ogrodzonym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Świętokrzyska|Świętokrzyska, Zakoniczyn, Gdańsk, pomorskie|649 999 zł|58,40 m²|3|1|wtórny|2017|w garażu podziemnym|blok mieszkalny; rok budowy: 2017
Apartament, Aleja Gen. Józefa Hallera|Aleja Gen. Józefa Hallera, Brzeźno, Gdańsk, pomorskie|1 499 900 zł|76,76 m²|3|12|wtórny|2019|w garażu podziemnym|apartamentowiec; rok budowy: 2019
Mieszkanie, ul. Orfeusza|Orfeusza, Osowa, Gdańsk, pomorskie|419 000 zł|31 m²|1|parter|wtórny|2007|parking publiczny / na ulicy|rok budowy: 2007
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|699 000 zł|60,45 m²|4|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Jasień, Gdańsk, pomorskie|789 000 zł|92,48 m²|4|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2026|garaż wolnostojący|rok budowy: 2026 (blok w nowym budownictwie)
Mieszkanie, ul. Kossaka|Kossaka, Wrzeszcz, Gdańsk, pomorskie|899 000 zł|76 m²|3|parter|wtórny|1920|parking publiczny / na ulicy|kamienica; rok budowy: 1920
Mieszkanie, ul. Łańcucka|Łańcucka, Chełm, Gdańsk, pomorskie|1 398 000 zł|114,50 m²|5|4|wtórny|2007|przynależne na ulicy|blok mieszkalny; rok budowy: 2007 (blok w nowym budownictwie)
Mieszkanie, ul. Cedrowa|Cedrowa, Ujeścisko, Gdańsk, pomorskie|549 000 zł|40,29 m²|2|1|wtórny|2018|tak|blok mieszkalny; rok budowy: 2018
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|749 000 zł|77,90 m²|4|4|wtórny|2016|garaż|blok mieszkalny; rok budowy: 2016 (blok w nowym budownictwie)
Kawalerka, ul. Kaczyńskiego|Kaczyńskiego, Przymorze, Gdańsk, pomorskie|515 000 zł|27 m²|1|parter|wtórny|1975|przynależne na ulicy|blok mieszkalny (blok z płyty); rok budowy: 1975
Apartament, ul. Lastadia|Lastadia, Śródmieście, Gdańsk, pomorskie|990 000 zł|57 m²|3|1|wtórny|2009|garaż|apartamentowiec; rok budowy: 2009
Mieszkanie, ul. Hokejowa|Hokejowa, Łostowice, Gdańsk, pomorskie|550 000 zł|37 m²|2|parter|wtórny|2023|przynależne na ulicy|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. 3 Brygady Szczerbca|3 Brygady Szczerbca, Orunia Górna, Gdańsk, pomorskie|799 000 zł|73 m²|3|2|wtórny|1997|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1997
Mieszkanie, ul. Trakt św. Wojciecha|Trakt św. Wojciecha, Orunia, Gdańsk, pomorskie|430 000 zł|44 m²|2|parter|wtórny|1920|garaż wolnostojący|kamienica; rok budowy: 1920
Mieszkanie, ul. Rajska|Rajska, Śródmieście, Gdańsk, pomorskie|759 000 zł|40 m²|2|1|wtórny|-|parking publiczny / na ulicy|
Mieszkanie, ul. Czerska|Czerska, Łostowice, Gdańsk, pomorskie|738 373 zł|62,31 m²|4|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|garaż wolnostojący|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Jagiellońska|Jagiellońska, Przymorze, Gdańsk, pomorskie|669 000 zł|65 m²|4|parter|wtórny|1973|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1973
Apartament, ul. Myśliwska|Myśliwska, Myśliwska Park, Gdańsk, pomorskie|680 000 zł|47,60 m²|2|3|wtórny|2011|przynależne na ulicy|apartamentowiec; rok budowy: 2011 (blok w nowym budownictwie)
Mieszkanie, ul. Trakt św. Wojciecha|Trakt św. Wojciecha, Orunia, Gdańsk, pomorskie|299 000 zł|47,70 m²|2|1|wtórny|1910|parking publiczny / na ulicy|kamienica; rok budowy: 1910 (blok w starym budownictwie)
Mieszkanie, ul. Kartuska|Kartuska, Jasień, Gdańsk, pomorskie|602 500 zł|60,25 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2024
Apartament, ul. Starowiejska|Starowiejska, Brzeźno, Gdańsk, pomorskie|1 849 000 zł|63,41 m²|3|15|wtórny|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Miłosza|Miłosza, Słoneczna Morena, Gdańsk, pomorskie|745 000 zł|48,84 m²|2|1|wtórny|2014|w garażu podziemnym|blok mieszkalny; rok budowy: 2014
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Żabianka, Gdańsk, pomorskie|699 000 zł|47 m²|3|10|wtórny|-|parking publiczny / na ulicy|blok mieszkalny
Apartament, ul. Stara Stocznia|Stara Stocznia, Śródmieście, Gdańsk, pomorskie|2 869 000 zł|84 m²|3|6|wtórny|2023|garaż|apartamentowiec; rok budowy: 2023
Apartament, ul. Starowiejska|Starowiejska, Brzeźno, Gdańsk, pomorskie|889 000 zł|74,12 m²|4|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|przynależne na terenie ogrodzonym|apartamentowiec; rok budowy: 2023
Mieszkanie Gdańsk|Wrzeszcz, Gdańsk, pomorskie|699 300 zł|45,92 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż wolnostojący|rok budowy: 2024
Apartament, ul. Obrońców Wybrzeża|Obrońców Wybrzeża, Przymorze, Gdańsk, pomorskie|1 399 000 zł|46,80 m²|2|16|wtórny|-|garaż wolnostojący|apartamentowiec
Mieszkanie|Jagiellońska, Przymorze Wielkie, Gdańsk, pomorskie|649 000 zł|54 m²|3|parter|wtórny|1970|parking strzeżony w pobliżu|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Magellana|Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|729 000 zł|52 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie Gdańsk|Łostowice, Gdańsk, pomorskie|556 144 zł|53,49 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|tak|blok mieszkalny
Mieszkanie, ul. Władysława Jagiełły|Władysława Jagiełły, Łostowice, Gdańsk, pomorskie|748 046 zł|64,21 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|garaż wolnostojący|rok budowy: 2023
Mieszkanie Gdańsk|Oliwa, Gdańsk, pomorskie|1 200 000 zł|89,54 m²|4|2|wtórny|1938|przynależne na ulicy|kamienica; rok budowy: 1938
Kawalerka, ul. Łużycka|Łużycka, Chełm, Gdańsk, pomorskie|239 000 zł|22 m²|1|parter|wtórny|1990|parking publiczny / na ulicy|dom wolnostojący; rok budowy: 1990
Mieszkanie, Aleja Jana Pawła II|Aleja Jana Pawła II, Zaspa, Gdańsk, pomorskie|850 000 zł|51,20 m²|2|2|wtórny|2013|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2013
Mieszkanie, ul. Borkowska|Borkowska, Orunia Górna, Gdańsk, pomorskie|591 905 zł|51,47 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Fieldorfa|Fieldorfa, Orunia Górna, Gdańsk, pomorskie|899 000 zł|97,30 m²|4|1|wtórny|2002|garaż wolnostojący|dom wielorodzinny; rok budowy: 2002
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|458 217 zł|42,40 m²|2|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|416 262 zł|34,96 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|możliwość wykupienia|blok mieszkalny; rok budowy: 2024
Mieszkanie Gdańsk|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|486 982 zł|43,28 m²|2|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Apartament Gdańsk|Westerplatte, Gdańsk, pomorskie|344 533 zł|26,68 m²|1|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie Gdańsk|Oliwa, Gdańsk, pomorskie|1 708 779 zł|77,38 m²|4|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Czerska|Czerska, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|633 654 zł|74,90 m²|4|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|-|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Warzywnicza|Warzywnicza, Stare Miasto, Gdańsk, pomorskie|789 000 zł|40 m²|1|1|wtórny|1950|parking publiczny / na ulicy|kamienica; rok budowy: 1950 (blok w starym budownictwie)
Mieszkanie, ul. Grubby|Grubby, Orunia Górna, Gdańsk, pomorskie|649 000 zł|77 m²|3|3|wtórny|2015|-|rok budowy: 2015
Apartament, ul. Grudziądzka|Grudziądzka, Brzeźno, Gdańsk, pomorskie|1 799 999 zł|79,90 m²|4|7|wtórny|-|garaż wolnostojący|apartamentowiec
Mieszkanie Gdańsk|Borkowo, Gdańsk, pomorskie|1 249 000 zł|102,60 m²|5|1|wtórny|2020|garaż wolnostojący|dom wielorodzinny; rok budowy: 2020 (blok w nowym budownictwie)
Apartament Gdańsk|Siedlce, Gdańsk, pomorskie|750 641 zł|39,76 m²|3|6|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|w garażu podziemnym|apartamentowiec; rok budowy: 2025
Mieszkanie, ul. Łąkowa|Łąkowa, Śródmieście, Gdańsk, pomorskie|800 000 zł|38,59 m²|2|5|wtórny|2020|parking publiczny / na ulicy|rok budowy: 2020
Mieszkanie, ul. Kusocińskiego|Kusocińskiego, Gdańsk, pomorskie|685 000 zł|59,10 m²|3|8|wtórny|-|parking publiczny / na ulicy|blok mieszkalny
Apartament Gdańsk|Orunia Górna, Gdańsk, pomorskie|411 130 zł|35 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|tak|apartamentowiec
Mieszkanie, ul. Narcyzowa|Narcyzowa, Sobieszewo, Gdańsk, pomorskie|559 000 zł|36,56 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|blok mieszkalny; rok budowy: 2025
Mieszkanie, Aleja Gen. Józefa Hallera|Aleja Gen. Józefa Hallera, Wrzeszcz, Gdańsk, pomorskie|812 560 zł|48,54 m²|2|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2026|przynależne na ulicy|rok budowy: 2026
