title|address|price[PLN]|area[m^2]|rooms|floor|market|addition|parking|elevator|build year|internet|buiiding_type|basement
Ładny widok_najtaniejj w okolicy_6,5km od centrum|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|481387.0|49.71|3|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Prestiżowe osiedle/ Kawalerka/ Spokojna okolica|ul. Czereśniowa, Ujeścisko-Łostowice, Gdańsk, pomorskie|380000.0|30.0|1|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Apartament Nad Motławą wysoki standard|ul. Sienna Grobla, Śródmieście, Gdańsk, pomorskie|800000.0|40.11|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2020|0.0|apartamentowiec|0.0
Mieszkanie z ogródkiem - wysoki standard|ul. Ignacego Paderewskiego, Wzgórze Św. Maksymiliana, Gdynia, pomorskie|599000.0|40.06|2|parter|wtórny|ogródek, taras||tak|2023|0.0|blok|0.0
2-pokojowe mieszkanie 31m2 + ogródek|ul. Lubowidzka, Jasień, Gdańsk, pomorskie|380000.0|31.08|2|parter||ogródek|garaż/miejsce parkingowe|||||
"3 pokoje | Słoneczne | Oddzielna kuchnia | Balkon"|ul. gen. Leopolda Okulickiego, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|639000.0|67.0|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2000|1.0|blok|1.0
"Gdańsk Przymorze| Kawalerka| Blisko morza"|ul. Tysiąclecia, Tysiąclecia, Gdańsk, pomorskie|438000.0|22.0|1|3|wtórny|||nie||0.0|blok|1.0
1-pokojowe mieszkanie 34m2 + ogródek Bezpośrednio|ul. Zakole, Stogi, Gdańsk, pomorskie|552900.0|34.62|1|parter||taras, ogródek|garaż/miejsce parkingowe|||||
Trzy pokojowe mieszkanie po remoncie|ul. Kolonia Zręby, Siedlce, Gdańsk, pomorskie|620000.0|60.6|3|2|wtórny|balkon||nie|1984|1.0|blok|0.0
Nowa cena! Nie zwlekaj, zadzwoń.|ul. Zamiejska, Chełm, Gdańsk, pomorskie|579000.0|63.5|3|2|wtórny|balkon||nie|1991|0.0|blok|1.0
Apartament z widokiem na morze i panoramę Gdyni|ul. Węglowa, Śródmieście, Gdynia, pomorskie|2700000.0|104.0|3|> 10|wtórny|taras|garaż/miejsce parkingowe|tak|2021|1.0|apartamentowiec|0.0
4 pok. 5 piętro eksp. południowo-zachodnia!|Dąbrowa, Gdynia, pomorskie|915939.0|84.66|4|5|pierwotny|balkon||tak|2025|0.0||0.0
Gdańsk Letnica 3 pok. 17 piętro eksp. płd.-zach.|Letnica, Gdańsk, pomorskie|1324080.0|73.56|3|> 10|pierwotny|||tak|2024|0.0||0.0
Mieszkanie z dużą antresolą- stan deweloperski|Kokoszki, Gdańsk, pomorskie|712000.0|87.45|3|1|pierwotny|balkon||tak|2024|0.0||0.0
Kaskada Redłowska/2 pokoje/m-ce postojowe|Wzgórze Św. Maksymiliana, Gdynia, pomorskie|720001.0|52.19|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2006|1.0|apartamentowiec|0.0
3-pokojowy apartament inwestycyjny 51m2 + balkon|ul. Narcyzowa, Wyspa Sobieszewska, Gdańsk, pomorskie|699000.0|51.77|3|1||balkon||||||
2-pokojowy apartament inwestycyjny 36m2 + ogródek|ul. Narcyzowa, Wyspa Sobieszewska, Gdańsk, pomorskie|559000.0|36.56|2|parter||ogródek||||||
Mieszkanie o wysokim standardzie nad samym morzem!|Przymorze Wielkie, Gdańsk, pomorskie|1950000.0|83.0|2|1|wtórny|||tak|2014|0.0|apartamentowiec|0.0
4-Pokojowe , przytulne mieszkanie, duża loggia.|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|799000.0|76.01|4|1|wtórny|balkon||nie|2002|1.0|blok|1.0
Mieszkanie/Apartament 3 pok. Gdańsk Śródmieście|ul. Sadowa, Śródmieście, Gdańsk, pomorskie|1650000.0|69.95|3|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|tak|2019|0.0|apartamentowiec|1.0
4-pokojowe mieszkanie 71m2 + ogródek Bez Prowizji|ul. Jaśkowa Dolina, Wrzeszcz Górny, Gdańsk, pomorskie|1098944.0|71.36|4|parter||ogródek|garaż/miejsce parkingowe|||||
4-pokojowy apartament 85m2 + balkon Bezpośrednio|ul. Kardynała Wyszyńskiego, Śródmieście, Gdynia, pomorskie|1668968.0|85.27|4|1||balkon|garaż/miejsce parkingowe|||||
Twoja Dąbrowa, 3 pokoje Gotowe/OSTATNIE MIESZKANIE|ul. Koperkowa, Dąbrowa, Gdynia, pomorskie|634627.0|53.33|3|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|1.0
lokal INWESTYCYJNIE >25m2 cenaBrutto ODLICZ VAT23%|Śródmieście, Gdańsk, pomorskie|397784.0|26.01|1|1|pierwotny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
Wysoki standard po remoncie 3 pokoje 120m Sopot|ul. Świemirowska, Świemirowo, Sopot, pomorskie|1540000.0|120.0|3|2|wtórny|||nie|2002|0.0||0.0
Świetne mieszkanie w sercu Gdańska od zaraz!|ul. Łagiewniki, Śródmieście, Gdańsk, pomorskie|659000.0|40.0|2|2|wtórny|||nie|1950|0.0|blok|0.0
Apartament z tarasem na Gdańskim Garnizonie|ul. Antoniego Słonimskiego, Wrzeszcz Górny, Gdańsk, pomorskie|1500000.0|80.5|4|parter|wtórny|||tak|2012|0.0|apartamentowiec|0.0
3 pok. Generalny remont. Blisko Lasu i SKM.|ul. Swarzewska, Chylonia, Gdynia, pomorskie|559000.0|46.0|3|6|wtórny|balkon||tak|1985|1.0|blok|1.0
Doskonała inwestycja!! Zaledwie 3km od morza|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|770634.0|47.57|2|1|pierwotny|balkon||tak|2026|0.0|apartamentowiec|0.0
Duży metraż, zaaranżujcie jak Wam się podoba !|ul. Kolendrowa, Dąbrowa, Gdynia, pomorskie|549000.0|60.0|3|2|wtórny|balkon|garaż/miejsce parkingowe|nie|1996|0.0||1.0
Gotowe do zamieszkania, świeżo po remoncie.|ul. Pomorska, Żabianka, Gdańsk, pomorskie|619000.0|36.9|2|8|wtórny|balkon||tak|1971|0.0|blok|0.0
Wyjątkowy apartament w Sea Towers - zobacz go sam!|ul. A. Hryniewickiego, Śródmieście, Gdynia, pomorskie|4499000.0|119.4|4|> 10|wtórny||garaż/miejsce parkingowe|nie|2009|0.0|apartamentowiec|0.0
Apartament z najpiękniejszym widokiem w Gdańsku !|ul. Szafarnia, Śródmieście, Gdańsk, pomorskie|3700000.0|109.4|4|4|wtórny|||nie|2010|0.0|apartamentowiec|0.0
3-pokojowe mieszkanie 54m2 + balkon|ul. Kampinoska, Ujeścisko-Łostowice, Gdańsk, pomorskie|594000.0|54.52|3|1||balkon|garaż/miejsce parkingowe|||||
Fitness/Lobby - 10 min do plaży - Słoneczne|Bernarda Filarskiego, Letnica, Gdańsk, pomorskie|659000.0|43.0|2|1|pierwotny|balkon, taras|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
1-pokojowe mieszkanie 31m2 + ogródek Bezpośrednio|ul. Zbożowa, Cisowa, Gdynia, pomorskie|369558.0|31.5|1|parter||ogródek|garaż/miejsce parkingowe|||||
Dwupokojowe mieszkanie 43,5m Ul. E. Orzeszkowej 1|ul. Elizy Orzeszkowej, Wzgórze Św. Maksymiliana, Gdynia, pomorskie|652500.0|43.5|2|1|wtórny|||nie||0.0|blok|0.0
4-pokojowe mieszkanie 76m2 + balkon|ul. Władysława Czermińskiego, Jasień, Gdańsk, pomorskie|670000.0|76.76|4|1||balkon|garaż/miejsce parkingowe|||||
2 pokoje/ Apartament/ Przymorze/ blisko plaży|ul. Czarny Dwór, Przymorze Wielkie, Gdańsk, pomorskie|1950000.0|83.0|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2014|1.0|apartamentowiec|0.0
2 pok. 42 m2 Gdynia Wzgórze Św. Maksymiliana|ul. bp. Dominika, Wzgórze Św. Maksymiliana, Gdynia, pomorskie|639000.0|42.01|2|parter|wtórny|||tak|1954|0.0||1.0
365 650 Netto_5min Wyspa Spichrzów +BONUS 26-27.04|Śródmieście, Gdańsk, pomorskie|449775.0|29.68|1|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
MEGA OFERTY rabatowe tylko do SOBOTY_garaże_0pcc|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|511350.0|56.5|3|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
3 pok. przytulne i słoneczne Osiedle Pastelowe|ul. Pastelowa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|699000.0|52.62|3|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|tak|2022|0.0||0.0
Przytulne i ciche z widokiem na zieleń- Gdynia|ul. Wiejska, Chylonia, Gdynia, pomorskie|515000.0|43.25|1|parter|wtórny|balkon|garaż/miejsce parkingowe|tak|2010|0.0||0.0
Doskonała inwestycja!! Zaledwie 3km od morza|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|944917.0|64.57|3|3|pierwotny|balkon||tak|2026|0.0|apartamentowiec|0.0
3-pokojowe mieszkanie 52m2 + ogródek Bezpośrednio|ul. Świętokrzyska, Ujeścisko-Łostowice, Gdańsk, pomorskie|539274.0|52.87|3|parter||ogródek|garaż/miejsce parkingowe|||||
1-pokojowe mieszkanie 41m2 Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|937482.0|41.72|1|parter|||garaż/miejsce parkingowe|||||
Piękne, jasne mieszkanie przy ul. Chłopskiej|ul. Chłopska, Przymorze Małe, Gdańsk, pomorskie|455000.0|29.0|2|4|wtórny|balkon||nie|1963|1.0|blok|1.0
Niepołomicka-Wasze miejsce na ziemi!|ul. Niepołomicka, Ujeścisko-Łostowice, Gdańsk, pomorskie|570000.0|41.08|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2022|1.0|blok|0.0
Sprzedam mieszkanie 2 pokojowe w Gdańsku-Chełmie|ul. Zamiejska, Chełm, Gdańsk, pomorskie|660000.0|63.5|2|4|wtórny|balkon, taras||nie|1992|1.0|blok|1.0
Gdynia Góralska23 3 pok. ogród gotowe do odbioru|ul. Góralska, Mały Kack, Gdynia, pomorskie|915000.0|67.78|3|parter|pierwotny|balkon, ogródek, taras|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|1.0
Widok na morze, PORTOVA, 3 pokoje+garaż+komórka|Śródmieście, Gdynia, pomorskie|2050000.0|71.0|3|8|wtórny|balkon|garaż/miejsce parkingowe|tak|2020|0.0|apartamentowiec|0.0
Kawalerka z ogródkiem, doskonale skomunikowana!|ul. Eugeniusza Węgrzyna, Jasień, Gdańsk, pomorskie|449000.0|31.31|1|parter|wtórny|ogródek|garaż/miejsce parkingowe|tak|2021|0.0|apartamentowiec|0.0
Ostatnie 3pokoje Wzgorze Natura 57m2 balkon|ul. Legnicka, Siedlce, Gdańsk, pomorskie|968886.0|56.66|3|1|wtórny|||tak||1.0|apartamentowiec|0.0
RABAT do końca tygodnia_15min od Gdańsk Główny_PKM|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|396050.0|38.8|2|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Słoneczne, dwupokojowe mieszkanie z ogródkiem|ul. Jabłoniowa, Jasień, Gdańsk, pomorskie|529000.0|40.78|2|parter|wtórny|ogródek||tak|2010|1.0|blok|0.0
2-pokojowy apartament 72m2 + balkon|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|1765715.0|72.07|2|1||balkon|garaż/miejsce parkingowe|||||
4 mieszkania inwestycyjnie 2 poziomy 258m2 garaże|ul. gen. Elżbiety Zawackiej, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|1900000.0|258.0|więcej niż 10|1|pierwotny|||nie||0.0|dom wolnostojący|0.0
Luksusowy apartament 139m2 Taras widokowy 104m2|ul. Diany, Osowa, Gdańsk, pomorskie|2470000.0|139.18|3|4|wtórny|balkon, taras|garaż/miejsce parkingowe|tak||1.0|blok|0.0
Apartamenty Premium Toro|ul. Stanisława Wąsowicza, Grabówek, Gdynia, pomorskie|659000.0|47.31|2|2|pierwotny|||nie||0.0||0.0
4-pokojowe mieszkanie 112m2 + 2 tarasy|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|2678155.0|112.98|4|3||taras|garaż/miejsce parkingowe|||||
2-pokojowe mieszkanie 75m2 Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|1659182.0|75.16|2|1|||garaż/miejsce parkingowe|||||
Ostatnie mieszkanie na już!!!!!!|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|436279.0|35.67|2|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2023|0.0|blok|0.0
Centrum 3 pokoje 63 m2, osobna kuchnia, piwnica|ul. Świętojańska, Śródmieście, Gdynia, pomorskie|854000.0|63.58|3|2|wtórny|||nie|1953|1.0|kamienica|1.0
Kamienica śródmieście 3 pokoje 75,65 m2 piwnica|ul. Bernarda Chrzanowskiego, Śródmieście, Gdynia, pomorskie|895000.0|75.65|3|1|wtórny|||nie|1932|1.0|kamienica|1.0
Portova 3 pok, balkon, 2 miejsca w hali, komórka|ul. Węglowa, Śródmieście, Gdynia, pomorskie|2149000.0|76.06|3|4|wtórny|balkon|garaż/miejsce parkingowe|tak|2020|1.0|apartamentowiec|0.0
Mieszkanie 2 pokojowe na osiedlu Przystań Letnica|ul. Starowiejska 79, Letnica, Gdańsk, pomorskie|728500.0|48.23|2|1|pierwotny|balkon||tak|2023|1.0|blok|0.0
Plac Unii, 2 pokoje, słoneczne balkon hala komórka|ul. Władysława IV, Śródmieście, Gdynia, pomorskie|1300000.0|47.6|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|1.0|apartamentowiec|0.0
Piękne, słoneczne-osiedle pod lasem!|ul. Czesława Niemena, Wiczlino, Gdynia, pomorskie|1045000.0|80.44|3|2|wtórny|balkon||tak||0.0|apartamentowiec|1.0
Widok na morze 104m2, 2 balkony 2 X hala, komórka|ul. Chwarznieńska, Witomino-Radiostacja, Gdynia, pomorskie|1590000.0|104.23|3|6|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2012|1.0|apartamentowiec|0.0
BALTIQ PLAZA apartament z balkonem|ul. Świętojańska, Śródmieście, Gdynia, pomorskie|2900000.0|97.36|3|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2015|0.0|apartamentowiec|0.0
Sopot, nowy apartament z ogrodem, 8 minut do plaży|Lisie Wzgórze, Górny Sopot, Sopot, pomorskie|1290000.0|38.74|2|parter|wtórny|ogródek, taras||tak|2023|0.0|kamienica|1.0
OKAZJE CENOWE do soboty -> umów spotkanie dziś/sob|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|384990.0|37.0|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
4 Pokoje Dla Rodziny I Ogródek I Bez Prowizji|ul. Chylońska, Cisowa, Gdynia, pomorskie|1170000.0|79.78|4|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|tak|2019|0.0|blok|0.0
Stylowy Apartament/studio/Gotowiec Inwestycyjny|ul. Wałowa, Śródmieście, Gdańsk, pomorskie|569000.0|30.0|1|4|wtórny|||nie|2021|1.0|apartamentowiec|0.0
Mieszkanie - Gdynia Wielki Kack|ul. Lipowa, Wielki Kack, Gdynia, pomorskie|750000.0|71.6|4|1|wtórny|balkon||nie|1999|1.0|blok|0.0
Mieszkanie - Gdynia Wiczlino|Wiczlino, Gdynia, pomorskie|1085800.0|122.0|5|1|pierwotny|balkon, ogródek|garaż/miejsce parkingowe|nie|2015|0.0|dom wolnostojący|0.0
Apartament 2 pok Gdańsk Brabank garaż balkon|ul. Stara Stocznia, Śródmieście, Gdańsk, pomorskie|1440000.0|48.0|2|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
Apartament 3 pok Silver House balkon|ul. Zygmunta Augusta, Śródmieście, Gdynia, pomorskie|1900000.0|70.0|3|2|wtórny|balkon||tak|2015|1.0|apartamentowiec|0.0
Apartament 3 pok duży taras 2 miejsca garażowe|ul. Taborowa, Suchanino, Gdańsk, pomorskie|1350000.0|85.0|3|3|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2012|1.0|apartamentowiec|0.0
lokal INWESTYCYJNIE >25m2 cenaBrutto ODLICZ VAT23%|Śródmieście, Gdańsk, pomorskie|480186.0|30.9|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
1-pokojowe mieszkanie 41m2 Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|937482.0|41.72|1|parter|||garaż/miejsce parkingowe|||||
Mieszkanie w kameralnej kamienicy na Oksywiu|ul. Arendta Dickmana, Oksywie, Gdynia, pomorskie|860000.0|71.8|2|1|wtórny|balkon||nie|1936|1.0|kamienica|1.0
Apartament Gdynia Orłowo Nowe Kolibki garaż 3 pok|ul. Bernadowska, Orłowo, Gdynia, pomorskie|2190000.0|69.0|3|1|wtórny|balkon, ogródek|garaż/miejsce parkingowe|tak|2017|1.0|apartamentowiec|0.0
2-pokojowe mieszkanie 31m2 + ogródek|ul. Lubowidzka, Jasień, Gdańsk, pomorskie|380000.0|31.08|2|parter||ogródek|garaż/miejsce parkingowe|||||
"2 pokoje 900 M od morza | Wejhera | Blisko tramwaj"|ul. Jakuba Wejhera, Wejhera, Gdańsk, pomorskie|529000.0|31.85|2|3|wtórny|||nie|1970|0.0||1.0
Mieszkanie - Gdynia Mały Kack|ul. Leśna, Mały Kack, Gdynia, pomorskie|1190000.0|86.0|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2010|1.0|apartamentowiec|0.0
Mieszkanie 3 pokojowe ul.Hokejowa|ul. Hokejowa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|480000.0|52.76|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2022|0.0||0.0
Przytulne mieszkanie dla rodziny|ul. Niepołomicka, Ujeścisko-Łostowice, Gdańsk, pomorskie|899000.0|83.0|4|3|wtórny|balkon|garaż/miejsce parkingowe|nie|2022|0.0||0.0
Duże mieszkanie Alfa Park IV|gen. Władysława Andersa, Jasień, Gdańsk, pomorskie|1405055.0|85.16|3|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|nie|2021|0.0||0.0
"Nowe | Sopot | 400m dworzec | Oddanie 15.04.2024"|Zajęcze Wzgórze, Górny Sopot, Sopot, pomorskie|980000.0|43.65|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|0.0||0.0
Dwupokojowe słoneczne mieszkanie - 47m2|ul. Płocka, Ujeścisko-Łostowice, Gdańsk, pomorskie|620000.0|47.3|2|2|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2015|1.0|apartamentowiec|1.0
Wyjątkowy apartament 4 pokojowy w Sopocie|Zajęcze Wzgórze, Górny Sopot, Sopot, pomorskie|1678000.0|87.0|4|1|wtórny|||nie|1910|0.0|kamienica|0.0
mieszkanie na sprzedaż . świetna lokalizacja|ul. Myśliwska, Ujeścisko-Łostowice, Gdańsk, pomorskie|938000.0|60.0|2|1|wtórny|balkon|garaż/miejsce parkingowe|nie||0.0||0.0
Mieszkanie z widokiem na zieleń. Gdańsk-Letnica|ul. Starowiejska, Letnica, Gdańsk, pomorskie|1010000.0|65.0|3|2|wtórny||garaż/miejsce parkingowe|nie||0.0||1.0
Gdańsk Starówka - atrakcyjna lokalizacja i cena|Śródmieście, Gdańsk, pomorskie|2350000.0|83.0|3|3|wtórny||garaż/miejsce parkingowe|tak|2020|0.0|apartamentowiec|0.0
4 pok.2 miejsca w hali,komórka,loggia,Garnizon|ul. Karola Szymanowskiego, Strzyża, Gdańsk, pomorskie|2199000.0|98.4|4|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2016|1.0|apartamentowiec|0.0
Apartament Lux 3 pokoje balokn garaż piwnica|ul. Jana z Kolna, Śródmieście, Gdynia, pomorskie|2050000.0|90.84|3|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|1.0
Apartament blisko morza 2 łazienki pralnia 4pok|ul. Dębowa, Centrum Południe, Dolny Sopot, Sopot, pomorskie|1790000.0|94.66|4|parter|wtórny||garaż/miejsce parkingowe|nie|1936|1.0|kamienica|0.0
Mieszkanie 2-pokojowe dla rodziny I Gdańsk - Stogi|Stogi, Gdańsk, pomorskie|505000.0|53.51|2|2|wtórny|||nie|1966|0.0|blok|0.0
Gdańsk Granaria mieszkanie inwestycyjne|ul. Chmielna, Śródmieście, Gdańsk, pomorskie|1534275.0|68.19|1|1|pierwotny|||nie|2020|0.0||0.0
Okazja 2 pokoje komórka balkon|ul. Niepołomicka, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|480000.0|59.98|2|2|wtórny|balkon||nie|2020|0.0|apartamentowiec|0.0
BRABANK mieszkanie z balkonem|ul. Stara Stocznia, Śródmieście, Gdańsk, pomorskie|1697000.0|54.52|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2020|0.0|apartamentowiec|0.0
Po całkowitym remoncie, 2-pokojowe, bardzo jasne!|Orunia-Św. Wojciech-Lipce, Gdańsk, pomorskie|549000.0|45.0|2|1|wtórny|balkon||nie|1975|0.0|blok|1.0
"Duży Balkon | Do Zamieszkania | 15Min Centrum"|ul. gen. Mariusza Zaruskiego, Wiczlino, Gdynia, pomorskie|759000.0|55.57|3|1|wtórny|||tak|2017|0.0|blok|0.0
Dwupoziomowe mieszkanie z widokiem na morze!|Oksywie, Gdynia, pomorskie|1075000.0|92.0|5|3|wtórny||garaż/miejsce parkingowe|tak|2022|0.0|blok|0.0
"Mieszkanie 3-pokojowe z duszą | Sopot"|Zajęcze Wzgórze, Górny Sopot, Sopot, pomorskie|1075000.0|68.42|3|3|wtórny|||nie||0.0|kamienica|0.0
"Mieszkanie w otoczeniu zieleni | Orunia Górna"|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|725000.0|69.0|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie|1997|0.0||1.0
"Nowoczesne 4 pokoje | 95,5m2 | Gdańsk - Osowa"|Osowa, Gdańsk, pomorskie|919000.0|95.5|4|1|wtórny||garaż/miejsce parkingowe|nie|2008|0.0|blok|0.0
Perfekcyjnie wykończone - W samym sercu Gdyni!|ul. Elizy Orzeszkowej, Wzgórze Św. Maksymiliana, Gdynia, pomorskie|890000.0|56.78|2|1|wtórny|balkon||nie||1.0|kamienica|1.0
PROMOCJE do soboty NIE przegap 12min od Gdańsk Gł|Ujeścisko-Łostowice, Gdańsk, pomorskie|532965.0|57.31|3|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
3 pokojowe mieszkanie po remoncie z 150m2 ogrodem!|ul. Janiny Porazińskiej, Karwiny, Gdynia, pomorskie|699000.0|55.73|3|parter|wtórny|balkon, ogródek, taras||nie|1986|0.0|blok|1.0
Centrum Gdańska - Inwestycja - Podział|ul. Górka, Śródmieście, Gdańsk, pomorskie|1590000.0|129.0|4|2|wtórny|||nie|1930|0.0|kamienica|1.0
"Wyprzedaż 2 pokoje | Dni Otwarte % % %"|ul. Borkowska, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|408167.0|42.0|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Odrębna kuchnia i 3 pok - Super Promocja!|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|507845.0|53.27|3|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Mieszkanie gotowe do wprowadzenia.|ul. Orańska, Piecki-Migowo, Gdańsk, pomorskie|699000.0|64.0|3|8|wtórny|balkon||tak|1980|0.0|blok|1.0
OSTATNIE 4pok na Jasieniu_GARAŻ+komórka_TRAMWAJ|Jasień, Gdańsk, pomorskie|665015.0|71.0|4|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
WIELKI tydzień Promocji_UMÓW spotkanie_GARAŻE+0pcc|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|558900.0|62.8|4|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
2 pokojowe mieszkanie dostępne od zaraz!|ul. Franciszka Sokoła, Wiczlino, Gdynia, pomorskie|515000.0|37.0|2|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2022|0.0||0.0
Mieszkanie w świetnej lokalizacji, blisko SKM|ul. Owsiana, Cisowa, Gdynia, pomorskie|598000.0|48.76|3|6|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|1978|1.0|blok|1.0
Duża przestrzeń, świetna lokalizacja! Zobacz sam!|Leszczynki, Gdynia, pomorskie|729999.0|84.3|3|2|wtórny|balkon||tak|1998|1.0|blok|1.0
RABATY jakich nie było_12min od Gd Gł_GARAŻE_0pcc|Ujeścisko-Łostowice, Gdańsk, pomorskie|511300.0|56.5|3|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
OSTATNIE w tej cenie_WIELKI Tydzień Promocji_HALE|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|480500.0|50.8|3|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
WIELKIE RABATY_GARAŻE_parkingi_12min do Gdańsk Gł|Ujeścisko-Łostowice, Gdańsk, pomorskie|447635.0|43.45|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
PROMOCJE do soboty włącznie_GARAŻE_12min Gdańk Gł|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|409010.0|39.72|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
WIELKIE rabaty do soboty_GARAŻE_dni otwarte_0pcc|Ujeścisko-Łostowice, Gdańsk, pomorskie|388710.0|37.01|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
OKAZYJNE ceny_WIELKIE rabaty do soboty_GARAŻE_0pcc|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|355475.0|31.75|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Piękne 3 pok. mieszkanie po generalnym remoncie|ul. Krawiecka, Obłuże, Gdynia, pomorskie|399000.0|39.8|3|> 10|wtórny|||tak||0.0|blok|1.0
Gdynia, Obłuże Benisławskiego 23, 50,80 m2, II/IV|ul. Benisławskiego, Obłuże, Gdynia, pomorskie|516000.0|50.8|2|2|wtórny|balkon||nie|1977|0.0|blok|1.0
NOWA INWESTYCJA ⭐ Duży wybór mieszkań ✅ Zadzwoń!|Siedlce, Gdańsk, pomorskie|488568.0|27.19|1|4|pierwotny|balkon|garaż/miejsce parkingowe|tak||1.0|blok|1.0
Apartament 150 M od plaży w Orłowie - Króla Jana|ul. Króla Jana III, Orłowo, Gdynia, pomorskie|3200000.0|69.0|2|parter|wtórny|taras|garaż/miejsce parkingowe|nie|2011|0.0||0.0
3-pokojowe mieszkanie 70m2 + balkon|ul. Leszczynowa, Jasień, Gdańsk, pomorskie|646000.0|70.21|3|3||balkon|garaż/miejsce parkingowe|||||
