title|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
Gotowe_Zobacz Na Żywo_Płd-Zach.|60.35|4.0|1-3|primary|1|1|2023.0|1.0|Apartment|0.0|9312.71|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
Trzy pokoje nad morzem po generalnym remoncie|38.0|3.0|1-3|secondary|0|1|1970.0|1.0|Apartment|1.0|15394.74|1|0|0|piastowska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.418098|18.59032
2 niezależne pokoje blisko SKM Żabianka i AWFiS|40.4|2.0|0|secondary|1|1|1970.0|0.0|Apartment|1.0|14331.68|0|0|0|al. grunwaldzka|oliwa|gdansk|54.392494|18.583594
Gdańsk Przymorze, ul. Beniowskiego|57.93|3.0|4-7|secondary|1|1|2017.0|1.0|Apartment|0.0|22000.0|1|0|0|maurycego beniowskiego|przymorze|gdansk|54.410828|18.577127
Apartament inwestycyjny w sercu Gdańska|33.57|2.0|4-7|primary|1|1|2024.0|1.0|Apartment|0.0|12257.07|1|0|0|głęboka|śródmieście|gdansk|54.35128|18.673742
4 pokoje_widna kuchnia_dwie łazienki_ładny widok!|59.23|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9200.49|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Kawalerka na sprzedaż - Żabianka|30.9|1.0|4-7|secondary|0|1|1975.0|0.0|Apartment|1.0|15825.24|0|0|0|gospody|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.420659|18.571526
Odrębna kuchnia i 3 pokoje - w Super Promocji!|53.32|3.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9524.47|1|0|0|starogardzka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Odbierz swój Rabat na Dni Otwarte|40.15|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|10074.17|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Super widok na tereny zielone_szybki odbiór|39.36|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|10406.38|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
"Nowe z pięknym widokiem | Beuforta 2022r Euro Styl"|43.0|2.0|1-3|secondary|1|1|2022.0|0.0|Apartment|0.0|11976.74|1|0|0|ignacego jana paderewskiego|pogórze|gdynia|54.567376|18.499207
4 pokoje, Słoneczna Morena, 2 miejsca w hali|87.0|4.0|4-7|secondary|1|1|2014.0|0.0|Apartment|0.0|14931.03|1|0|0|czesława miłosza|suchanino|gdansk|54.294206|18.769964
"""TORO"" Apartamenty Gdynia - 2 balkony"|93.42|4.0|0|primary|1|1|2023.0|1.0|Apartment|1.0|14707.77|0|1|1|stanisława wąsowicza|grabówek|gdynia|54.527095|18.504089
Piękny apartament nad morzem.|49.6|2.0|0|secondary|0|1|2011.0|0.0|Apartment|0.0|24798.39|1|1|1||redłowo|gdynia|54.489685|18.566723
3 gotowe pokoje tuż przy Parku Oliwskim!|48.42|3.0|4-7|secondary|1|1|2021.0|1.0|Apartment|0.0|21891.78|1|0|0|jana i macieja kilarskich|oliwa|gdansk|54.415786|18.563126
Sloneczne mieszkanie Gdansk Zabianka|30.9|1.0|4-7|secondary|1|1|1974.0|1.0|Apartment|1.0|16472.49|0|0|0|gdyńska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.421443|18.576966
"3 nowoczesne pokoje | Tuż przy parku | 2 miejsca"|51.03|3.0|1-3|secondary|1|1|2019.0|1.0|Apartment|1.0|11738.19|1|0|0|alfonsa flisykowskiego|jasień|gdansk|54.340089|18.560014
Komfortowe 4 pokoje w ładnym otoczeniu|79.3|4.0|0|secondary|1|0|1998.0|1.0|Apartment|1.0|10706.18|1|0|1|elewów|matarnia|gdansk|54.372639|18.517912
Wyposażone, z dużym salonem|48.0|2.0|1-3|secondary|1|1|2018.0|0.0|Apartment|1.0|10937.5|1|0|0|kazimierza wielkiego|orunia górna - gdańsk południe|gdansk|54.323903|18.632939
2 pokoje, dobrze skomunikowane|36.27|2.0|4-7|secondary|1|1|2017.0|0.0|Apartment|1.0|13482.22|1|0|0|lawendowe wzgórze|jasień|gdansk|54.340089|18.560014
Wyremontowane 2 pokoje z miejscami postojowymi|42.7|2.0|1-3|secondary|1|0|1980.0|0.0|House|1.0|11217.8|0|0|0|żwirowa|cisowa|gdynia|54.548571|18.443583
W pełni umeblowane z szybkim wydaniem|47.0|2.0|1-3|secondary|1|0|2008.0|0.0|Apartment|1.0|12106.38|1|0|0|rogalińska|chełm|gdansk|54.331482|18.598605
Mieszkanie - Gdynia Wiczlino|95.0|3.0|1-3|secondary|0|1|2021.0|0.0|Apartment|0.0|11568.42|0|0|0|czesława niemena|chwarzno-wiczlino|gdynia|54.490386|18.423491
3 pokoje z ogrodem i halą garażową|64.0|3.0|0|secondary|0|1|2009.0|0.0|Apartment|0.0|9984.38|0|0|0|kartuska|kokoszki|gdansk|54.353248|18.49488
"4 Pokoje | dobra lokalizacja | dla rodziny"|93.0|4.0|1-3|secondary|0|0|2013.0|0.0|Apartment|0.0|9408.6|0|0|0|hokejowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
"3 pokoje | gotowe do zamieszkania | winda i hala"|60.0|3.0|1-3|secondary|1|1|2011.0|1.0|Apartment|0.0|10816.67|1|0|0|hokejowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Luksusowa nieruchomość w malowniczej okolicy.|110.0|4.0|1-3|secondary|1|0|2009.0|1.0|Apartment|1.0|10445.45|1|0|1|myśliwska|piecki-migowo|gdansk|54.350849|18.567059
Wyjątkowe mieszkanie z dużym ogrodem|62.91|3.0|0|secondary|0|1|2017.0|1.0|Apartment|1.0|13972.34|0|1|1||jasień|gdansk|54.340089|18.560014
Nowe 2-pokoje w wysokim standardzie!|42.49|2.0|1-3|secondary|1|1|2023.0|1.0|Apartment|0.0|14803.48|1|0|0|przytulna|jasień|gdansk|54.340089|18.560014
Przestronne 2 pokojowe mieszkanie|51.25|2.0|0|secondary|0|1|2019.0|1.0|Apartment|0.0|10517.07|1|0|0|jerzego świrskiego|ujeścisko-łostowice|gdansk|54.31911|18.591801
Komfortowa nieruchomość w centralnej dzielnicy|46.0|2.0|1-3|secondary|1|1|2010.0|1.0|Apartment|1.0|14456.52|1|0|0|myśliwskie wzgórze|piecki-migowo|gdansk|54.348106|18.562501
"3 pokoje | gotowe do wprowadzenia | gdańsk"|61.0|2.0|1-3|secondary|0|0|2019.0|1.0|Apartment|0.0|9000.0|1|0|1|niepołomicka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
"ostatnie piętro | nowe budownictwo | 3 pokoje"|63.96|3.0|4-7|secondary|1|1|2020.0|1.0|Apartment|0.0|12961.23|1|0|0|tadeusza jasińskiego|jasień|gdansk|54.340089|18.560014
Gotowe mieszkanie w odrestaurowanej kamienicy|65.26|2.0|1-3|secondary|0|0|1910.0|1.0|Apartment|1.0|12243.33|0|0|0|przyokopowa|śródmieście|gdansk|54.340138|18.654401
Apartament Premium w kamienicy w sercu Oliwy|106.0|4.0|1-3|secondary|0|0|1899.0|0.0|Apartment|0.0|16037.74|0|0|0|al. grunwaldzka|oliwa|gdansk|54.392494|18.583594
347 000 Netto 5min Wyspa Spichrzów+Dod BONUS 26-27|27.68|1.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|15420.7|1|0|0||śródmieście|gdansk|54.34902|18.6518
2 pokoje Gdynia Orzeszkowej 11 piętro 1|33.1|2.0|1-3|secondary|0|0|1950.0|1.0|Apartment|1.0|13293.05|0|0|0|elizy orzeszkowej 11|wzgórze św. maksymiliana|gdynia|54.504924|18.540792
PRYWATNIE Piękne nowoczesne 2 pokoje Blisko stawu|40.0|2.0|1-3|secondary|1|1|2024.0|1.0|Apartment|0.0|15500.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801
Ustawne 4 pokoje do remontu Gdańsk Żabianka|68.3|4.0|4-7|secondary|1|1|1975.0|1.0|Apartment|1.0|12108.35|0|0|0|pomorska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.420659|18.571526
Okazja_15 minut do Centrum - Odbiór już w tym Roku|60.71|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9283.68|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Dwupak Inwestycyjny Blisko Plaży|74.0|3.0|0|secondary|0|1|2013.0|1.0|Apartment|0.0|27013.51|0|0|1|władysława łokietka|karlikowo|sopot|54.433407|18.579679
Apartament energooszczędny blisko morza i Wisły|51.77|3.0|1-3|primary|1|0|2024.0|1.0|Apartment|0.0|13502.03|1|0|0||wyspa sobieszewska|gdansk|54.344034|18.827022
"PROMOCJA I Nowo Urządzone| 3 Pokoje| PKM Gdańsk"|66.7|3.0|4-7|secondary|1|1|2023.0|1.0|Apartment|0.0|12428.79|1|0|1||kokoszki|gdansk|54.354766|18.491171
Przytulne Mieszkanie w Spokojnej Okolicy Gdańska|32.24|1.0|1-3|secondary|0|0|2006.0|1.0|Apartment|0.0|11941.69|0|0|0|świętokrzyska|ujeścisko-łostowice|gdansk|54.319012|18.590547
Wygodne, słoneczne 3 pokojowe z halą garażową.|61.0|3.0|1-3|secondary|1|1|2017.0|0.0|Apartment|0.0|11459.02|1|0|0|mariana kołodzieja|ujeścisko-łostowice|gdansk|54.334542|18.58575
Dwustronne Mieszkanie Na Wysokim Parterze !|47.0|2.0|0|secondary|1|0|2005.0|0.0|Apartment|1.0|11914.89|1|0|0|rogalińska|chełm|gdansk|54.331482|18.598605
OSTATNIE 3pok na Jasieniu+GARAŻE+Komórki_TRAMWAJ|59.89|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9602.6|1|0|0|potęgowska|jasień|gdansk|54.340089|18.560014
Apartament energooszczędny blisko morza i Wisły|36.56|2.0|0|primary|1|0|2024.0|1.0|Apartment|0.0|15289.93|0|1|1||wyspa sobieszewska|gdansk|54.344034|18.827022
Dwupoziomowy apartament przy lesie!|69.21|3.0|4-7|secondary|0|0|1991.0|1.0|Apartment|1.0|13422.92|0|0|0|współczesna|wrzeszcz górny|gdansk|54.377648|18.587945
3 pokoje Redłowo!!!|47.0|3.0|4-7|secondary|0|0|1967.0|1.0|Apartment|1.0|12765.96|0|0|0|powstania wielkopolskiego|redłowo|gdynia|54.491826|18.550099
Mieszkanie 45m2 w bardzo dobrej lokalizacji|45.0|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|1.0|9222.22|0|0|0|chylońska|cisowa|gdynia|54.548571|18.443583
Kawalerka inwestycyjna w sercu Gdańska|25.8|1.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|12438.99|1|0|0|głęboka|śródmieście|gdansk|54.35128|18.673742
GDYNIA CENTRUM - ostatnie wykończone mieszkanie|43.58|2.0|1-3|primary|1|1|2021.0|1.0|Apartment|1.0|20995.87|1|1|1|słupecka|działki leśne|gdynia|54.517372|18.52623
Wysoki standard z widokiem na zieleń|57.08|3.0|4-7|secondary|1|1|2018.0|1.0|Apartment|0.0|12245.97|1|0|0|czerska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
3 pokoje Mały Kack kameralne osiedle|64.0|3.0|1-3|secondary|1|0|2010.0|0.0|Apartment|0.0|14046.88|1|0|0|olgierda|mały kack|gdynia|54.4772|18.518346
Możliwość Oddzielenia Kuchni, 3 Pok- Os. Garednia|56.46|3.0|1-3|secondary|1|1|2016.0|0.0|Apartment|0.0|12840.95|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
Nowy Apartament Gdańsk Jasień|60.76|2.0|0|primary|0|0|2023.0|0.0|Apartment|0.0|11504.28|0|1|0||jasień|gdansk|54.340089|18.560014
Sprzedam dwupoziomwe mieszkanie w bloku|82.4|4.0|4-7|secondary|0|0|1994.0|1.0|Apartment|1.0|9793.69|1|0|0|manganowa 1|pogórze|gdynia|54.556717|18.489179
Apartament nad morzem o wysokim standardzie|73.76|3.0|1-3|secondary|1|1|2017.0|0.0|Apartment|0.0|22491.87|1|0|1|al. gen. józefa hallera|brzeźno|gdansk|54.392372|18.622213
100 metrów od plaży - Wakacyjny Apartament|38.0|2.0|0|secondary|1|1|2017.0|0.0|Apartment|0.0|35000.0|0|1|0|jelitkowska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
Sopot 3 pokoje w kamienicy - niższa cena do 15.05|60.7|3.0|1-3|secondary|0|0|1908.0|1.0|Apartment|1.0|21252.06|0|0|0|armii krajowej|osiedle mickiewicza|sopot|54.440065|18.556977
Wysoki standard w przystępnej cenie|66.74|3.0|4-7|secondary|1|1|2019.0|0.0|Apartment|0.0|14968.53|1|0|1|letnicka|letnica|gdansk|54.40164|18.647512
Mieszkanie 3 pokojowe, Redłowo - Osiedle nad Kępą|73.8|3.0|1-3|secondary|1|1|2013.0|1.0|Apartment|0.0|20596.21|1|0|0|osiedle nad kępą|redłowo|gdynia|54.5468|18.54753
Wygodne mieszkanie - Garnizon|71.25|3.0|4-7|secondary|1|0|2016.0|0.0|Apartment|0.0|21740.35|1|0|0|cypriana kamila norwida|wrzeszcz górny|gdansk|54.383663|18.592034
Świetna lokalizacja - Jelitkowo -250 M od plaży!|191.2|5.0|0|secondary|1|0|1972.0|1.0|House|0.0|25627.62|0|1|1||Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
Komfortowe mieszkanie na wzgórzu Fikakowo|118.7|5.0|1-3|secondary|1|0|2004.0|0.0|Apartment|0.0|12552.65|1|0|0|waleriana szefki|wielki kack|gdynia|54.465869|18.486889
4 Pokojowe Mieszkanie W Gdyni!!!|86.91|4.0|1-3|secondary|1|0|2015.0|0.0|Apartment|1.0|12645.27|1|0|0||chwarzno-wiczlino|gdynia|54.490386|18.423491
Słoneczne mieszkanie z potencjałem|56.12|3.0|4-7|secondary|0|1|1979.0|1.0|Apartment|1.0|10602.28|1|0|0|macieja kamieńskiego|suchanino|gdansk|54.354437|18.611
3 pokojowe mieszkanie, kameralny blok, dobra CENA|67.0|3.0|1-3|secondary|1|1|2012.0|1.0|Apartment|1.0|9238.81|1|0|0|kielnieńska|osowa|gdansk|54.430298|18.470018
3 pokoje ,duży salon, słoneczne, czekamy na MWSiA|69.3|3.0|1-3|secondary|0|0|2009.0|1.0|Apartment|1.0|10533.91|1|0|0|konrada guderskiego|ujeścisko-łostowice|gdansk|54.31911|18.591801
Nowe Mieszkania Gdańsk Jasień - Nowa Pólnica M10|36.27|2.0|1-3|primary|1|1|2025.0|1.0|Apartment|1.0|13600.0|1|0|0|pólnicy|jasień|gdansk|54.342075|18.563478
Zaproponuj swoją cenę.|62.0|3.0|1-3|secondary|0|0|1994.0|0.0|Apartment|1.0|10161.29|1|0|0|płocka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Wykończone 2 pok. w zrewitalizowanej inwestycji|36.0|2.0|4-7|secondary|0|1|2021.0|0.0|Apartment|0.0|22200.0|0|0|0|wałowa|śródmieście|gdansk|54.3463466|18.6662024
Mieszkanie - Gdańsk Jasień|33.24|2.0|1-3|secondary|0|1|2024.0|1.0|Apartment|0.0|12800.84|1|0|0|potęgowska|jasień|gdansk|54.340089|18.560014
Mieszkanie - Gdańsk Jasień|33.24|2.0|1-3|secondary|0|1|2024.0|1.0|Apartment|0.0|13146.81|1|0|0|potęgowska|jasień|gdansk|54.340089|18.560014
4 pokoje mieszkanie w Gdańsku|89.0|4.0|1-3|primary|1|0|2022.0|1.0|Apartment|0.0|8876.4|1|0|0|warszawska|ujeścisko-łostowice|gdansk|54.332692|18.585103
"3 pokoje I Alfa Park | Morena I Ogródek"|63.2|3.0|0|secondary|1|1|2014.0|0.0|Apartment|1.0|13449.37|0|1|0|myśliwska|ujeścisko-łostowice|gdansk|54.31911|18.591801
"Samo serce Wrzeszcza | Unikalne mieszkanie | Widok"|60.7|2.0|4-7|secondary|1|0|1910.0|0.0|Apartment|1.0|13986.82|0|0|0|gen. de gaulle'a|wrzeszcz górny|gdansk|54.379428|18.60094
Od zaraz I Miejsce parkingowe I Piękne osiedle|44.97|2.0|1-3|secondary|1|1|2023.0|0.0|Apartment|1.0|14543.03|1|0|0|cedrowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
Zadbane mieszkanie mniej niż 2 km od plaży|59.8|3.0|0|secondary|1|1|1970.0|1.0|Apartment|1.0|13712.37|0|0|0|kołobrzeska|przymorze|gdansk|54.404177|18.592665
2pokoje Jasień_GARAŻE+komórki_MIESZKANIE na START|34.5|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|12289.86|1|0|0||jasień|gdansk|54.340089|18.560014
Mieszkanie - Gdańsk Przymorze|45.0|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|1.0|14200.0|1|0|0|kołobrzeska|przymorze|gdansk|54.404177|18.592665
Aura 40 Wałowa 40 deweloperski 2 pokoje|43.92|2.0|4-7|secondary|1|0|2021.0|0.0|Apartment|0.0|18101.09|1|0|0|wałowa 40|śródmieście|gdansk|54.358245|18.654028
Mieszkanie z pełnym wyposażeniem. Po remoncie.|59.8|3.0|0|secondary|0|0|1977.0|1.0|Apartment|1.0|11688.96|0|0|0|płk. stanisława dąbka|oksywie|gdynia|54.557178|18.517
Przestronna kawalerka, doskonała komunikacja|44.0|1.0|1-3|secondary|0|1|1990.0|1.0|Apartment|0.0|9750.0|0|0|0|gniewska|chylonia|gdynia|54.540985|18.466615
"Ogrody Diany |Hery 7/52"|56.52|3.0|4-7|primary|1|1|2025.0|1.0|Apartment|1.0|10810.33|1|0|0|diany|osowa|gdansk|54.430298|18.470018
"Ogrody Diany |Hery 7/18"|47.41|2.0|4-7|primary|1|1|2025.0|1.0|Apartment|1.0|12212.61|0|0|1|diany|osowa|gdansk|54.430298|18.470018
Mieszkanie nad Motławą po remoncie w centrum|39.0|2.0|4-7|secondary|0|1|1975.0|1.0|Apartment|1.0|20769.23|1|0|0|kamienna grobla|śródmieście|gdansk|54.342992|18.658266
3 pokoje (możliwość 4), 2 balkony, miejsce w hali|67.88|3.0|4-7|secondary|1|1|2021.0|0.0|Apartment|0.0|10724.81|1|0|0|krzysztofa komedy|jasień|gdansk|54.344523|18.533088
Doskonała inwestycja Sopot ścisłe centrum !|152.14|5.0|1-3|secondary|0|0|1900.0|1.0|Apartment|0.0|13139.21|0|0|0|centrum|dolny sopot|sopot|54.441174|18.562792
Mieszkanie w centrum wydarzeń miasta Gdynia!|37.02|2.0|1-3|secondary|0|0|1960.0|0.0|Apartment|1.0|17558.08|0|0|0|antoniego abrahama|śródmieście|gdynia|54.51678|18.540095
Dwupoziomowe, taras 22 m.kw., 2 balkony, garaż|75.4|3.0|1-3|secondary|1|0|2003.0|0.0|Apartment|1.0|11671.09|1|0|1|kornela makuszyńskiego|karwiny|gdynia|52.276684|20.957111
Mieszkanie dwupokojowe Wrzeszcz|51.0|2.0|1-3|secondary|0|0|1955.0|1.0|Apartment|1.0|14176.47|0|0|0|lwowska|wrzeszcz dolny|gdansk|54.389448|18.619124
30,99 m2 Gdańsk 5 min od Starego Miasta gotowe|30.99|1.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|22050.02|1|0|0||śródmieście|gdansk|54.34902|18.6518
30,99 m2 Gdańsk 5 min od starego miasta|30.99|1.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|22050.02|1|0|0||śródmieście|gdansk|54.34902|18.6518
30,99 m2 Gdańsk Śródmieście - 5 min od Starówki|30.99|1.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|23100.0|1|0|0||śródmieście|gdansk|54.34902|18.6518
30,99 m2 Gdańsk 5 min od starego miasta|30.99|1.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|22050.02|1|0|0||śródmieście|gdansk|54.34902|18.6518
Słoneczne blisko morza, przymorze - BEZ PROWIZJI|54.0|3.0|1-3|secondary|1|0|1970.0|1.0|Apartment|1.0|14240.74|1|0|0|olsztyńska|przymorze|gdansk|54.404567|18.6047
Gdańsk Wrzeszcz-2-pok ul.Grunwaldzka|44.4|2.0|1-3|secondary|0|0|1951.0|0.0|Apartment|1.0|12815.32|0|0|0|al. grunwaldzka|oliwa|gdansk|54.392494|18.583594
2 pokoje Neptun Park|36.1|2.0|1-3|secondary|0|1|2012.0|1.0|Apartment|1.0|31855.96|1|0|0|wypoczynkowa|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
Mieszkanie w samym Centrum Gdyni !|34.5|2.0|1-3|secondary|0|0|1979.0|0.0|Apartment|1.0|17246.38|1|0|0|świętojańska|wzgórze św. maksymiliana|gdynia|54.50296|18.542419
4 pokoje z dużym potencjałem w klimatycznej Oliwie|99.47|4.0|1-3|secondary|0|0|1910.0|1.0|Apartment|1.0|13069.27|1|0|0|poczty gdańskiej|oliwa|gdansk|52.19821|20.898476
LUNA Gdańsk Galaktyczna mieszkanie z antresolą|60.06|2.0|1-3|primary|1|1|2025.0|0.0|Apartment|0.0|10306.36|1|0|0|galaktyczna|osowa|gdansk|54.430298|18.470018
Apartament na Wyspie Sobieszewskiej B1/7|37.7|2.0|0|primary|1|0|2024.0|1.0|Apartment|0.0|13899.2|0|1|1|klimatyczna 88|wyspa sobieszewska|gdansk|54.344034|18.827022
Elegancki apartament z widokiem na morze|160.0|5.0|1-3|secondary|1|1|2011.0|0.0|Apartment|0.0|31187.5|0|0|1|króla jana iii|orłowo|gdynia|54.47844|18.560763
Centrum Gdańska 42 m2 (realnie ponad 70 m2)|42.3|2.0|1-3|secondary|0|0|1960.0|1.0|Apartment|1.0|23593.38|1|0|0||śródmieście|gdansk|54.34902|18.6518
Komfortowy dwupokojowy apartament z ogródkiem.|37.0|2.0|0|secondary|0|0|2022.0|0.0|Apartment|0.0|14297.3|0|1|1|hokejowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Mieszkanie - Gdynia Witomino Radiostacja|104.24|3.0|4-7|secondary|1|0|2012.0|0.0|Apartment|0.0|14965.46|1|0|0|chwarznieńska|witomino|gdynia|54.498498|18.509001
Na sprzedaż mieszkanie Gdańsk Jasień|39.2|2.0|1-3|secondary|0|1|2018.0|1.0|Apartment|1.0|14030.61|1|0|0|potęgowska|jasień|gdansk|54.340089|18.560014
Urokliwe mieszkanie 150m od plaży w Brzeźnie|53.4|3.0|1-3|secondary|0|0|1977.0|1.0|Apartment|1.0|19456.93|1|0|0|kazimierza pułaskiego|brzeźno|gdansk|54.254277|18.654513
Okazja Dwa osobne pokoje i osobna kuchnia|44.6|2.0|4-7|secondary|1|1|2020.0|1.0|Apartment|1.0|14349.78|1|0|0|stanisława lema|piecki-migowo|gdansk|54.187737|18.380402
Mieszkanie 2 pokojowe z 30 m2 tarasem - BERNADOWO|48.99|2.0|0|secondary|0|0|2008.0|1.0|Apartment|0.0|13451.72|0|1|1|leśna|mały kack|gdynia|54.468913|18.519745
Kawalerka Gdynia Witomino|25.83|1.0|4-7|secondary|0|0|1979.0|1.0|Apartment|1.0|13356.56|0|0|0||witomino|gdynia|54.498498|18.509001
3 pokoje, niezależny układ, ogród! Oliwa-klimat!|69.04|3.0|1-3|secondary|0|0|1920.0|0.0|Apartment|1.0|14180.19|0|0|0|arenda dickmana|oliwa|gdansk|54.408789|18.556846
Przytulna kawalerka, z osobną kuchnią.|33.9|1.0|0|secondary|0|0|2000.0|0.0|Apartment|1.0|12005.9|0|1|0|temidy|osowa|gdansk|54.430298|18.470018
Mieszkanie Kawalerka 2pokoje Gdańsk|34.0|2.0|1-3|primary|0|0|2024.0|0.0|Apartment|0.0|10882.32|1|0|0|starogardzka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Sopot 350 m od morza|83.91|3.0|0|secondary|0|0|2023.0|0.0|Apartment|0.0|34441.66|0|0|0|bitwy pod płowcami|karlikowo|sopot|54.433864|18.58015
3 Pokoje z dużym ogrodem - mieszkanie narożne!|52.26|3.0|0|secondary|1|0|2016.0|0.0|Apartment|0.0|12342.14|0|1|1|andrzeja grubby|orunia górna - gdańsk południe|gdansk|54.417783|18.56188
36,38 m2 Gdańsk Kiełpinek|36.38|2.0|4-7|primary|1|1|2025.0|0.0|Apartment|0.0|12689.99|1|0|0||kokoszki|gdansk|54.354766|18.491171
43,57 m2 mieszkanie na granicy moreny i jasienia|43.57|2.0|0|primary|1|1|2025.0|0.0|Apartment|0.0|12095.48|0|1|0||jasień|gdansk|54.340089|18.560014
25,95m2 Gd Morena ekspozycja południowa|25.95|1.0|0|primary|1|1|2024.0|0.0|Apartment|0.0|17032.76|0|1|0||piecki-migowo|gdansk|54.351931|18.575399500000003
69,59 m2 na granicy moreny i jasienia loggia 11 m2|69.59|4.0|1-3|primary|1|1|2025.0|0.0|Apartment|0.0|9771.52|0|0|0||jasień|gdansk|54.340089|18.560014
35 m2 Gdańsk Kiełpinek|35.0|2.0|1-3|primary|1|1|2025.0|0.0|Apartment|0.0|11950.0|1|0|0||kokoszki|gdansk|54.354766|18.491171
51,86 m2 mieszkanie na granicy moreny i jasienia|51.86|3.0|1-3|primary|1|1|2025.0|0.0|Apartment|0.0|10509.06|0|0|0||jasień|gdansk|54.340089|18.560014
69,25 m2 na granicy moreny i jasienia loggia 11 m2|69.25|4.0|1-3|primary|1|1|2025.0|0.0|Apartment|0.0|9819.49|0|0|0||jasień|gdansk|54.340089|18.560014
46,01 m2 Gdańsk Ujeścisko ekspozycja s/w|46.01|2.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|10649.86|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
35,77 m2 w sercu gdyni ul. abrahama świętojańska|35.77|1.0|1-3|secondary|1|0|1973.0|0.0|Apartment|0.0|16745.88|1|0|0||śródmieście|gdynia|54.5198415|18.538188
41,36 m2 gdańsk gotowe do odbioru ekspo. zachodnia|42.28|2.0|0|primary|1|1|2023.0|0.0|Apartment|0.0|11321.4|0|1|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
46,01 m2 Gdańsk Ujeścisko ekspozycja s/w|46.01|2.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|10758.53|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
45,17 m2 - Gdańsk Suchanino - gotowe do odbioru|45.17|2.0|1-3|primary|1|1|2023.0|0.0|Apartment|0.0|19800.0|1|0|1||śródmieście|gdansk|54.34902|18.6518
"4 samodzielne pokoje | Gdańsk Zaspa | Nowe budown."|72.26|4.0|1-3|secondary|1|1|2016.0|1.0|Apartment|0.0|19997.23|1|0|0|powstańców wielkopolskich 5a|zaspa|gdansk|54.400267|18.610222
Brzeźno wysoki standard 500m od plaży!|47.35|2.0|1-3|secondary|1|1|2019.0|1.0|Apartment|0.0|19978.88|0|0|0||brzeźno|gdansk|54.410838|18.630162
Wykończone i umeblowane 3 pokoje od zaraz|53.5|3.0|1-3|secondary|1|1|2014.0|1.0|Apartment|1.0|10261.68|1|0|0|kazimierza leskiego|jasień|gdansk|54.340089|18.560014
Zamieszkaj w mieście przy lesie. Tylko U Nas!|60.4|3.0|1-3|secondary|0|0|1980.0|0.0|Apartment|1.0|8013.25|1|0|0||obłuże|gdynia|54.552186|18.508622
"Gotowa Do Wynajmu | blisko plaży"|30.16|1.0|4-7|secondary|1|1|2021.0|1.0|Apartment|0.0|19230.77|1|0|0|sucha|letnica|gdansk|54.393426|18.644428
